p1,1166.507799
p2,1166.507799
p3,1166.507799
p4,1166.507799
p5,1166.507799
p6,1166.507799
p7,1166.507799
p8,1166.507799
p9,2507.989601
p10,2507.989601
p11,2507.989601
p12,991.5316291
p13,991.5316291
p14,991.5316291
p15,991.5316291
p16,991.5316291
p17,991.5316291
p18,991.5316291
p19,991.5316291
p20,991.5316291
p21,1031.195841
p22,1031.195841
p23,1031.195841
p24,1031.195841
p25,991.5316291
p26,1031.195841
p27,991.5316291
p28,991.5316291
p29,991.5316291
p30,991.5316291
p31,991.5316291
p32,1031.195841
p33,1031.195841
p34,1031.195841
p35,699.9046794
p36,641.5792894
p37,641.5792894
p38,641.5792894
p39,727.9029463
p40,727.9029463
p41,727.9029463
p42,641.5792894
p43,699.9046794
p44,667.2443674
p45,667.2443674
p46,667.2443674
p47,727.9029463
p48,727.9029463
p49,727.9029463
p50,727.9029463
p51,727.9029463
p52,727.9029463
p53,727.9029463
p54,727.9029463
p55,727.9029463
p56,816.5554593
p57,727.9029463
p58,1399.809359
p59,1166.507799
p60,727.9029463
p61,727.9029463
p62,727.9029463
p63,727.9029463
p64,727.9029463
p65,727.9029463
p66,1399.809359
p67,727.9029463
p68,667.2443674
p69,667.2443674
p70,667.2443674
p71,667.2443674
p72,667.2443674
p73,667.2443674
p74,788.5615251
p75,788.5615251
p76,788.5615251
p77,788.5615251
p78,788.5615251
p79,1031.195841
p80,1031.195841
p81,667.2443674
p82,667.2443674
p83,667.2443674
p84,1399.809359
p85,1399.809359
p86,1399.809359
p87,1399.809359
p88,874.8808492
p89,1049.857019
p90,1049.857019
p91,1049.857019
p92,874.8808492
p93,874.8808492
p94,1049.857019
p95,699.9046794
p96,699.9046794
p97,699.9046794
p98,699.9046794
p99,1031.195841
p100,1031.195841
p101,1108.182409
p102,1108.182409
p103,849.220104
p104,1031.195841
p105,727.9029463
p106,727.9029463
p107,727.9029463
p108,874.8808492
p109,1031.195841
p110,1031.195841
p111,1031.195841
p112,1031.195841
p113,1031.195841
p114,1031.195841
p115,1458.134749
p116,1031.195841
p117,1031.195841
p118,1031.195841
p119,2682.967938
p120,1458.134749
p121,1458.134749
p122,2682.967938
p123,4666.031196
p124,4666.031196
p125,4666.031196
p126,4666.031196
p127,2487.001733
p128,6065.84922
p129,4347.191941
p130,4347.191941
p131,4347.191941
p132,4347.191941
p133,4347.191941
p134,4347.191941
p135,2507.989601
p136,2507.989601
