,p61,p62,p60,p63,p64,p65,p67
2020-01-01 00:00:00,806.4320305699997,578.9933255,338.9368801500001,11144.785664,3654.1371588,5228.139181000001,6799.922323299998
2020-01-01 01:00:00,791.7034638800003,568.41872269,332.74644955,10941.2370832,3587.404345000001,5132.655661899998,6675.723129100003
2020-01-01 02:00:00,774.6253947800003,556.1566224999998,325.56757402,10705.2065502,3510.0091325000008,5021.9251687,6531.7249855
2020-01-01 03:00:00,764.59797602,548.95806957,321.35409257,10566.6417186,3464.583033300001,4956.931143,6447.178863699999
2020-01-01 04:00:00,765.13954293,549.3462433,321.58179908,10574.1149745,3467.0353766000007,4960.4381672,6451.7462391
2020-01-01 05:00:00,778.20731645,558.72941321,327.07358809,10754.725514299998,3526.242852300001,5045.1601151,6561.9366455
2020-01-01 06:00:00,803.547537,576.921258,337.724042,11104.91522,3641.06478,5209.437660000001,6775.58181
2020-01-01 07:00:00,822.7171010000003,590.685764,345.781273,11369.84313,3727.92804,5333.71771,6937.2382099999995
2020-01-01 08:00:00,848.197733,608.979374,356.49041,11721.9657,3843.39116,5498.90376,7152.08983
2020-01-01 09:00:00,871.2075699999997,625.50057,366.160539,12039.9668,3947.65325,5648.085520000001,7346.1132
2020-01-01 10:00:00,878.85649,630.99134,369.375847,12145.6731,3982.31351,5697.67418,7410.6214
2020-01-01 11:00:00,877.65275,630.12822,368.870449,12129.0497,3976.85512,5689.8715299999985,7400.4702000000025
2020-01-01 12:00:00,872.60817,626.50584,366.749868,12059.3337,3954.00148,5657.1681,7357.9279
2020-01-01 13:00:00,860.3706900000002,617.72009,361.606564,11890.2151,3898.5500899999997,5577.8355,7254.7383
2020-01-01 14:00:00,845.17126,606.80675,355.218363,11680.1573,3829.67752,5479.2909,7126.5819
2020-01-01 15:00:00,837.67158,601.4214599999998,352.066129,11576.4984,3795.69078,5430.6645,7063.3405
2020-01-01 16:00:00,841.77475,604.36819,353.790452,11633.2146,3814.28338,5457.2701,7097.937
2020-01-01 17:00:00,895.8871300000002,643.2189,376.53344300000003,12381.0323,4059.47201,5808.0732,7554.2086
2020-01-01 18:00:00,983.41213,706.05846,413.319282,13590.5985,4456.07094,6375.5062,8292.2204
2020-01-01 19:00:00,996.47365,715.4368900000002,418.808876,13771.1172,4515.26342,6460.1886,8402.3577
2020-01-01 20:00:00,995.1995,714.5224099999998,418.273964,13753.5219,4509.4864,6451.923800000001,8391.635400000001
2020-01-01 21:00:00,986.78532,708.48101,414.737713,13637.2246,4471.36338,6397.38308,8320.6807
2020-01-01 22:00:00,957.3078141,687.31642218,402.34753421,13229.846281,4337.7809041,6206.2803633,8072.1212109
2020-01-01 23:00:00,917.5902784,658.80167951,385.65525352,12680.978218,4157.8209636,5948.776546600001,7737.226618899998
2020-01-02 00:00:00,886.21725121,636.2751439699998,372.46904414,12247.3898207,4015.6576423,5745.3850008,7472.6642017
2020-01-02 01:00:00,875.10503664,628.29923668,367.79900787,12093.8314337,3965.3117712,5673.3544041999985,7378.9866801
2020-01-02 02:00:00,875.50335941,628.58400486,367.96620958,12099.3364764,3967.1147876,5675.9345024,7382.341221000002
2020-01-02 03:00:00,887.22092364,636.9965714,372.89053336,12261.2641957,4020.211038,5751.896804,7481.1345677
2020-01-02 04:00:00,916.17050839,657.78082482,385.0579358,12661.3442464,4151.3825623,5939.580679000002,7725.2572247
2020-01-02 05:00:00,973.94466883,699.26272264,409.33998284,13459.781618500001,4413.1703297,6314.1350523,8212.4168189
2020-01-02 06:00:00,1051.787167,755.150511,442.057228,14535.5542,4765.90131,6818.781540000001,8868.79218
2020-01-02 07:00:00,1093.97609,785.441071,459.788307,15118.5977,4957.06812,7092.301670000002,9224.52498
2020-01-02 08:00:00,1100.34584,790.0148820000002,462.46537,15206.6364,4985.93268,7133.60029,9278.23139
2020-01-02 09:00:00,1098.29918,788.5438879999997,461.6044940000001,15178.337,4976.65527,7120.3187,9260.97282
2020-01-02 10:00:00,1088.22719,781.312601,457.37136100000004,15039.1548,4931.01601,7055.0360599999985,9176.04212
