,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,FuelType2,hrGroup,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory,Max Zonal Cap,Variable Weight
205,Langford Wind Power,57153_G_1,57153,G,1,,Onshore Wind,,ERC_WEST,Texas,48.0,Tom Green,451.0,48451.0,150.0,0.0,2009.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57153.0,31.085435,-100.67882,,,,,,,,,0.0,0.0,POINT (-100.67882 31.085435),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Wind,,0.0,150.0,15.313472654513117,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57153+1,,,,,,,,,,,,,,
206,Sherbino II,57415_G_1,57415,G,1,,Onshore Wind,,ERC_WEST,Texas,48.0,Pecos,371.0,48371.0,145.0,0.0,2011.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57415.0,30.772575,-102.505808,,,,,,,,,0.0,0.0,POINT (-102.505808 30.772575),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Wind,,0.0,145.0,14.803023566029346,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57415+1,,,,,,,,,,,,,,
207,"Anacacho Wind Farm, LLC",58000_G_ANA,58000,G,ANA,,Onshore Wind,,ERC_REST,Texas,48.0,Kinney,271.0,48271.0,99.8,0.0,2012.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,58000.0,29.234722,-100.209167,,,,,,,,,0.0,0.0,POINT (-100.209167 29.234722),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Wind,,0.0,99.8,10.18856380613606,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,58000+ANA,,,,,,,,,,,,,,
208,"Bryan Solar, LLC",58488_G_1,58488,G,1,,Solar PV,,ERC_WEST,Texas,48.0,Presidio,377.0,48377.0,10.0,0.0,2013.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,58488.0,29.6,-104.3,,,,,,,,,0.0,0.0,POINT (-104.3 29.6),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Solar,,0.0,10.0,1.0208981769675411,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,True,False,2050,58488+1,,,,,,,,,,,,,,
209,Barilla Solar,58710_G_BRLA,58710,G,BRLA,,Solar PV,,ERC_WEST,Texas,48.0,Pecos,371.0,48371.0,30.2,0.0,2015.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,58710.0,30.96,-103.35,,,,,,,,,0.0,0.0,POINT (-103.35 30.96),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Solar,,0.0,30.2,3.083112494441974,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,True,False,2050,58710+BRLA,,,,,,,,,,,,,,
210,"OCI Alamo 4, LLC",58717_G_1,58717,G,1,,Solar PV,,ERC_REST,Texas,48.0,Kinney,271.0,48271.0,39.6,0.0,2014.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,58717.0,29.328889,-100.383889,,,,,,,,,0.0,0.0,POINT (-100.383889 29.328889),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Solar,,0.0,39.6,4.042756780791463,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,True,False,2050,58717+1,,,,,,,,,,,,,,
211,OCI Alamo 6 LLC,59206_G_OCIA6,59206,G,OCIA6,,Solar PV,,ERC_WEST,Texas,48.0,Pecos,371.0,48371.0,105.0,0.0,2017.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59206.0,30.993056,-102.270833,,,,,,,,,0.0,0.0,POINT (-102.270833 30.993056),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Solar,,0.0,105.0,10.71943085815918,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,True,False,2050,59206+OCIA6,,,,,,,,,,,,,,
212,RE Roserock,59994_G_ROSEK,59994,G,ROSEK,,Solar PV,,ERC_WEST,Texas,48.0,Pecos,371.0,48371.0,157.5,0.0,2016.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59994.0,30.960209,-103.306662,,,,,,,,,0.0,0.0,POINT (-103.306662 30.960209),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Solar,,0.0,157.5,16.07914628723877,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,True,False,2050,59994+ROSEK,,,,,,,,,,,,,,
213,Buckthorn Solar 1,60044_G_BKTH1,60044,G,BKTH1,,Solar PV,,ERC_WEST,Texas,48.0,Pecos,371.0,48371.0,202.0,0.0,2017.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60044.0,30.57552,-102.551292,,,,,,,,,0.0,0.0,POINT (-102.551292 30.57552),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Solar,,0.0,202.0,20.622143174744334,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,True,False,2050,60044+BKTH1,,,,,,,,,,,,,,
214,Rocksprings,60217_G_RKSP,60217,G,RKSP,,Onshore Wind,,ERC_REST,Texas,48.0,Val Verde,465.0,48465.0,149.3,0.0,2017.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60217.0,29.72753,-100.79431,,,,,,,,,0.0,0.0,POINT (-100.79431 29.72753),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Wind,,0.0,149.3,15.24200978212539,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60217+RKSP,,,,,,,,,,,,,,
215,East Pecos Solar,60436_G_1,60436,G,1,,Solar PV,,ERC_WEST,Texas,48.0,Pecos,371.0,48371.0,118.5,0.0,2017.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60436.0,31.000883,-102.281744,,,,,,,,,0.0,0.0,POINT (-102.281744 31.000883),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Solar,,0.0,118.5,12.097643397065363,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,True,False,2050,60436+1,,,,,,,,,,,,,,
216,ETT Presidio NaS Battery,60506_G_BOB,60506,G,BOB,,Batteries,,ERC_WEST,Texas,48.0,Presidio,377.0,48377.0,4.0,0.0,2010.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,60506.0,29.566263,-104.35535,60506.0,BOB,4,4,4,Batteries,0.81,0.0,0.0,0.0,POINT (-104.35535 29.566263),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Energy Storage,,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,60506+BOB,,,,,,,,,,,,,,
217,Pearl Solar,60682_G_PEARL,60682,G,PEARL,,Solar PV,,ERC_WEST,Texas,48.0,Pecos,371.0,48371.0,50.0,0.0,2017.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60682.0,30.98784,-102.26831,,,,,,,,,0.0,0.0,POINT (-102.26831 30.98784),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Solar,,0.0,50.0,5.1044908848377055,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,True,False,2050,60682+PEARL,,,,,,,,,,,,,,
218,SolaireHolman Solar Project,60989_G_PV1,60989,G,PV1,,Solar PV,,ERC_WEST,Texas,48.0,Brewster,43.0,48043.0,50.0,0.0,2017.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60989.0,30.45512,-103.4747,,,,,,,,,0.0,0.0,POINT (-103.4747 30.45512),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Solar,,0.0,50.0,5.1044908848377055,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,True,False,2050,60989+PV1,,,,,,,,,,,,,,
219,Cedar Bayou,3460_B_CBY1,3460,B,CBY1COMBINED,2343.0,O/G Steam,,ERC_REST,Texas,48.0,Chambers,71.0,48071.0,2150.0,11299.90976744186,1971.5,9999.0,wall,dry,N,Natural Gas,,,,,SCR,2005.0,,,,,,,0.51,0.05534,0.05534,0.05534,0.05534,,,,,,,,,,,,Natural Gas,3460.0,29.75,-94.9256,,,,,,,,,3.6509190329230177,117.0,POINT (-94.9256 29.75),65.0,66.0,66.0,15.9340527498,3.27567832348,p66,rto13,p64,Natural Gas,"(10745.0, 11699.0]",7.0,496.65000000000003,219493.10804802133,860.0,0.0,37800.0,4.47,45.7250556402662,1,0.0,1,1,0,True,False,2050,3460+CBY1COMBINED,,,,,,,,,,,,,,
220,Central Utility Plant,10184_G_EG1,10184,G,EG1COMBINED,,Combustion Turbine,IC Engine,ERC_REST,Texas,48.0,Travis,453.0,48453.0,7.1,11571.816901408452,1988.0,9999.0,,,Y,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,3.0,0.02402,0.02402,0.02402,0.02402,,,,,,,,,,,,Natural Gas,10184.0,30.397351,-97.842586,,,,,,,,,3.6509190329230177,117.00000000000001,POINT (-97.842586 30.397351),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Natural Gas,"(10745.0, 11699.0]",1.0,2.4282,181.20942641173855,2.84,0.0,7340.0,15.45,57.69776657085238,0,0.0,1,1,0,True,False,2050,10184+EG1COMBINED,,,,,,,,,,,,,,
221,Bryan (TX),3561_G_7,3561,G,7COMBINED,,Combustion Turbine,,ERC_REST,Texas,48.0,Brazos,41.0,48041.0,293.0,13205.529010238908,1968.0,9999.0,,,N,Natural Gas,,,,,,,,,,,,,0.003,0.40657,0.40657,0.40657,0.40657,,,,,,,,,,,,Natural Gas,3561.0,30.64741,-96.372316,,,,,,,,,3.6509190329230177,117.0,POINT (-96.372316 30.64741),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Natural Gas,"(11699.0, 19028.0]",3.0,100.206,7478.0791462872385,117.2,0.0,7340.0,15.45,63.66231720329829,0,0.0,1,1,0,True,False,2050,3561+7COMBINED,,,,,,,,,,,,,,
222,Decker Creek,3548_G_GT1,3548,G,GT1COMBINED,89911.0,Combustion Turbine,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,208.0,13843.75,1988.0,9999.0,,,N,Natural Gas,,,,H2O,,,,,,,,,3.0,0.70012,0.70012,0.70012,0.70012,,,,,,,,,,,,Natural Gas,3548.0,30.3033,-97.6128,,,,,,,,,3.6509190329230177,117.0,POINT (-97.61279999999999 30.3033),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Natural Gas,"(11699.0, 19028.0]",3.0,71.13600000000001,5308.670520231214,83.2,0.0,7340.0,15.45,65.99241036202802,0,0.0,1,1,0,True,False,2050,3548+GT1COMBINED,,,,,,,,,,,,,,
223,Dansby,6243_G_2,6243,G,2COMBINED,89412.0,Combustion Turbine,,ERC_REST,Texas,48.0,Brazos,41.0,48041.0,236.3,10745.0,2001.0,9999.0,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.02,0.01994,0.01994,0.01994,0.01994,,,,,,,,,,,,Natural Gas,6243.0,30.7217,-96.4608,,,,,,,,,3.6509190329230177,116.99999999999997,POINT (-96.46080000000001 30.7217),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Natural Gas,"(9238.999, 10745.0]",3.0,80.81460000000001,6030.955980435749,94.52000000000001,0.0,7340.0,15.45,54.67912500875782,0,0.0,1,1,0,True,False,2050,6243+2COMBINED,,,,,,,,,,,,,,
224,Robert Mueller Energy Center,56374_G_CT1,56374,G,CT1COMBINED,,Combustion Turbine,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,321.4,10727.662725575607,2010.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,3.0,0.0951,0.0951,0.0951,0.0951,,,,,,,,,,,,Natural Gas,56374.0,30.304994,-97.707675,,,,,,,,,3.6509190329230177,117.0,POINT (-97.70767499999999 30.304994),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Natural Gas,"(9238.999, 10745.0]",3.0,109.9188,8202.916851934191,128.56,0.0,7340.0,15.45,54.61582802358279,0,0.0,1,1,0,True,False,2050,56374+CT1COMBINED,,,,,,,,,,,,,,
225,Sky Global Power One,59938_G_UNIT1,59938,G,UNIT1COMBINED,,Combustion Turbine,IC Engine,ERC_REST,Texas,48.0,Colorado,89.0,48089.0,49.8,10745.000000000002,2016.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.02402,0.02402,0.02402,0.02402,,,,,,,,,,,,Natural Gas,59938.0,29.550278,-96.537778,,,,,,,,,3.6509190329230177,117.00000000000001,POINT (-96.537778 29.550278),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Natural Gas,"(9238.999, 10745.0]",1.0,17.0316,1271.0182303245888,19.92,0.0,7340.0,15.45,54.679125008757836,0,0.0,1,1,0,True,False,2050,59938+UNIT1COMBINED,,,,,,,,,,,,,,
226,Baytown Energy Center,55327_G_CTG1,55327,G,CTG1COMBINED,4097.0,Combined Cycle,,ERC_REST,Texas,48.0,Chambers,71.0,48071.0,1082.0,8069.9519408502765,2002.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01062,0.01062,0.01062,0.01062,,,,,,,,,,,,Natural Gas,55327.0,29.7731,-94.9019,,,,,,,,,3.6509190329230177,117.0,POINT (-94.9019 29.7731),65.0,66.0,66.0,15.9340527498,3.27567832348,p66,rto13,p64,Combined Cycle,"(7720.0, 8200.0]",4.0,344.076,110461.18274788794,432.8,0.0,13170.0,3.5999999999999996,33.06274113562432,1,0.0,1,1,0,False,False,False,55327+CTG1COMBINED,,,,,,,,,,,,,,
227,Central Utility Plant - Texas A&M,58151_G_GTG01,58151,G,GTG01COMBINED,,Combined Cycle,,ERC_REST,Texas,48.0,Brazos,41.0,48041.0,43.4,7780.0,2011.0,9999.0,,,Y,"Natural Gas, Distillate Fuel Oil",,,,,SCR,,,,,,,,,0.03057,0.03057,0.03057,0.03057,,,,,,,,,,,,Natural Gas,58151.0,30.617778,-96.343333,,,,,,,,,3.6509190329230177,117.0,POINT (-96.343333 30.617778),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Combined Cycle,"(7720.0, 8200.0]",4.0,27.732599999999998,4430.698088039128,17.36,0.0,13170.0,3.5999999999999996,32.00415007614108,1,0.0,1,1,0,False,False,False,58151+GTG01COMBINED,,,,,,,,,,,,,,
228,Hays Energy Project,55144_G_U1,55144,G,U1COMBINED,4002.0,Combined Cycle,,ERC_REST,Texas,48.0,Hays,209.0,48209.0,1406.0,7552.5846372688475,2002.0,9999.0,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.01233,0.01233,0.01233,0.01233,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,,,3.6509190329230177,116.99999999999999,POINT (-97.9894 29.7806),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Combined Cycle,"(7354.0, 7720.0]",4.0,447.108,143538.28368163627,562.4,0.0,13170.0,3.5999999999999996,31.17387499996682,1,0.0,1,1,0,False,False,False,55144+U1COMBINED,,,,,,,,,,,,,,
229,Cedar Bayou 4,56806_G_4,56806,G,4COMBINED,,Combined Cycle,,ERC_REST,Texas,48.0,Chambers,71.0,48071.0,502.0,7720.0,2009.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2009.0,,,,,,,,0.01441,0.01441,0.01441,0.01441,,,,,,,,,,,,Natural Gas,56806.0,29.751645,-94.92312,,,,,,,,,3.6509190329230177,116.99999999999999,POINT (-94.92312 29.751645),65.0,66.0,66.0,15.9340527498,3.27567832348,p66,rto13,p64,Combined Cycle,"(7354.0, 7720.0]",4.0,159.636,51249.08848377056,200.8,0.0,13170.0,3.5999999999999996,31.7850949341657,1,0.0,1,1,0,False,False,False,56806+4COMBINED,,,,,,,,,,,,,,
230,Hal C Weaver Power Plant,50118_G_GEN4,50118,G,GEN4COMBINED,,Combined Cycle,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,13.6,7130.0,1955.0,9999.0,,,Y,Natural Gas,,,,FR + NH3,SCR,2010.0,,,,,,,,0.04937,0.04937,0.04937,0.04937,,,,,,,,,,,,Natural Gas,50118.0,30.2867,-97.7356,,,,,,,,,3.6509190329230177,117.0,POINT (-97.73560000000001 30.2867),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Combined Cycle,"(7049.999, 7130.0]",4.0,8.6904,1388.4215206758558,5.44,0.0,13170.0,3.5999999999999996,29.631052704741116,1,0.0,1,1,0,True,False,2050,50118+GEN4COMBINED,,,,,,,,,,,,,,
231,Hal C Weaver Power Plant,50118_G_GEN9,50118,G,GEN9COMBINED,,Combined Cycle,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,1698.1,7064.90371591779,2002.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.02721,0.02721,0.02721,0.02721,,,,,,,,,,,,Natural Gas,50118.0,30.2867,-97.7356,,,,,,,,,3.6509190329230177,117.0,POINT (-97.73560000000001 30.2867),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Combined Cycle,"(7049.999, 7130.0]",4.0,539.9958,173358.71943085815,679.24,0.0,13170.0,3.5999999999999996,29.39339144221281,1,0.0,1,1,0,False,False,False,50118+GEN9COMBINED,,,,,,,,,,,,,,
232,Thomas C Ferguson,4937_G_CT-1,4937,G,CT-1COMBINED,90812.0,Combined Cycle,,ERC_REST,Texas,48.0,Llano,299.0,48299.0,549.0,7054.808743169398,2014.0,9999.0,Other,,N,Natural Gas,,,,DLNB + NH3,SCR,2014.0,,,,,,,,0.00598,0.00598,0.00598,0.00598,,,,,,,,,,,,Natural Gas,4937.0,30.558,-98.3705,,,,,,,,,3.6509190329230177,117.0,POINT (-98.37050000000001 30.558),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Combined Cycle,"(7049.999, 7130.0]",4.0,174.582,56047.30991551801,219.60000000000002,0.0,13170.0,3.5999999999999996,29.356535514068867,1,0.0,1,1,0,False,False,False,4937+CT-1COMBINED,,,,,,,,,,,,,,
233,Guadalupe Generating Station,55153_G_CTG1,55153,G,CTG1COMBINED,4028.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,1496.0,7299.113636363636,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03224,0.03224,0.03224,0.03224,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,,3.6509190329230177,117.00000000000001,POINT (-98.14190000000001 29.6244),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Combined Cycle,"(7130.0, 7354.0]",4.0,475.728,152726.36727434414,598.4,0.0,13170.0,3.5999999999999996,30.248472898467938,1,0.0,1,1,0,False,False,False,55153+CTG1COMBINED,,,,,,,,,,,,,,
234,C R Wing Cogen Plant,52176_G_GEN1,52176,G,GEN1COMBINED,89347.0,Combined Cycle,,ERC_WEST,Texas,48.0,Howard,227.0,48227.0,212.0,7714.0,1987.0,9999.0,,,Y,"Natural Gas, Distillate Fuel Oil",,,,STM,,,,,,,,,,0.12799,0.12799,0.12799,0.12799,,,,,,,,,,,,Natural Gas,52176.0,32.273178,-101.422386,,,,,,,,,3.6509190329230177,117.0,POINT (-101.422386 32.273178),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Combined Cycle,"(7652.0, 7714.0]",4.0,67.416,21643.041351711872,84.80000000000001,0.0,13170.0,3.5999999999999996,31.763189419968157,1,0.0,1,1,0,True,False,2050,52176+GEN1COMBINED,,,,,,,,,,,,,,
235,EG178 Facility,56233_G_CT02,56233,G,CT02COMBINED,,Combined Cycle,,ERC_WEST,Texas,48.0,Scurry,415.0,48415.0,110.0,7590.0,2005.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.02707,0.02707,0.02707,0.02707,,,,,,,,,,,,Natural Gas,56233.0,32.747058,-100.954661,,,,,,,,,3.6509190329230177,116.99999999999999,POINT (-100.954661 32.747058),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Combined Cycle,"(7589.999, 7652.0]",4.0,34.980000000000004,11229.879946642952,44.0,0.0,13170.0,3.5999999999999996,31.3104754598857,1,0.0,1,1,0,False,False,False,56233+CT02COMBINED,,,,,,,,,,,,,,
236,O W Sommers,3611_B_1,3611,B,1COMBINED,2479.0,O/G Steam,,ERC_REST,Texas,48.0,Bexar,29.0,48029.0,1182.0,12249.19627749577,1972.0,9999.0,tangential,,N,Natural Gas,,,,FR + OFA,,,,,,,,,1.157,0.15448,0.15448,0.15448,0.15448,,,,,,,,,,,,Natural Gas,3611.0,29.308056,-98.3242,,,,,,,,,3.6509190329230177,117.00000000000001,POINT (-98.3242 29.308056),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,Natural Gas,"(11619.0, 25000.0]",7.0,273.04200000000003,120670.16451756336,472.8,0.0,37800.0,4.47,49.19082382751908,1,0.0,1,1,0,True,False,2050,3611+1COMBINED,,,,,,,,,,,,,,
237,Ticona Polymers Inc,10243_G_GEN5,10243,G,GEN5COMBINED,,Combustion Turbine,,ERC_REST,Texas,48.0,Nueces,355.0,48355.0,140.5,16297.0,1989.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.40657,0.40657,0.40657,0.40657,,,,,,,,,,,,Natural Gas,10243.0,27.5697,-97.8228,,,,,,,,,3.6509190329230177,116.99999999999999,POINT (-97.8228 27.5697),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,Natural Gas,"(11619.0, 25000.0]",3.0,48.051,3585.9048465984883,56.2,0.0,7340.0,15.45,74.94902747954642,0,0.0,1,1,0,True,False,2050,10243+GEN5COMBINED,,,,,,,,,,,,,,
238,V H Braunig,3612_G_5,3612,G,5COMBINED,89837.0,Combustion Turbine,,ERC_REST,Texas,48.0,Bexar,29.0,48029.0,478.4,12255.509615384615,2010.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,,SCR,,,,,,,,,0.01651,0.01651,0.01651,0.01651,,,,,,,,,,,,Natural Gas,3612.0,29.2567,-98.3825,,,,,,,,,3.6509190329230177,117.0,POINT (-98.38249999999999 29.2567),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,Natural Gas,"(11619.0, 25000.0]",3.0,163.6128,12209.942196531792,191.36,0.0,7340.0,15.45,60.19387331297874,0,0.0,1,1,0,True,False,2050,3612+5COMBINED,,,,,,,,,,,,,,
239,V H Braunig,3612_B_1,3612,B,1COMBINED,2481.0,O/G Steam,,ERC_REST,Texas,48.0,Bexar,29.0,48029.0,862.0,11475.15777262181,1968.0,9999.0,tangential,,N,Natural Gas,,,,,,,,,,,,,1.157,0.20761,0.20761,0.20761,0.20761,,,,,,,,,,,,Natural Gas,3612.0,29.2567,-98.3825,,,,,,,,,3.6509190329230177,117.0,POINT (-98.38249999999999 29.2567),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,Natural Gas,"(10745.0, 11619.0]",7.0,199.122,88001.42285460205,344.8,0.0,37800.0,4.47,46.36487191785946,1,0.0,1,1,0,True,False,2050,3612+1COMBINED,,,,,,,,,,,,,,
240,Leon Creek,3609_G_CGT1,3609,G,CGT1COMBINED,89297.0,Combustion Turbine,,ERC_REST,Texas,48.0,Bexar,29.0,48029.0,181.0,10779.0,2004.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,3.0,0.01908,0.01908,0.01908,0.01908,,,,,,,,,,,,Natural Gas,3609.0,29.3525,-98.5761,,,,,,,,,3.6509190329230177,117.0,POINT (-98.5761 29.3525),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,Natural Gas,"(10745.0, 11619.0]",3.0,61.90200000000001,4619.564250778123,72.4,0.0,7340.0,15.45,54.8032562558772,0,0.0,1,1,0,True,False,2050,3609+CGT1COMBINED,,,,,,,,,,,,,,
241,Pearsall,3630_G_10A,3630,G,10ACOMBINED,,Combustion Turbine,IC Engine,ERC_REST,Texas,48.0,Frio,163.0,48163.0,201.60000000000002,10745.0,2010.0,9999.0,,,N,Natural Gas,,,,,,,,,,,,,,0.02402,0.02402,0.02402,0.02402,,,,,,,,,,,,Natural Gas,3630.0,28.9275,-99.0919,,,,,,,,,3.6509190329230177,117.0,POINT (-99.0919 28.9275),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,Natural Gas,"(9085.999, 10745.0]",3.0,68.94720000000001,5145.326811916409,80.64000000000001,0.0,7340.0,15.45,54.67912500875782,0,0.0,1,1,0,True,False,2050,3630+10ACOMBINED,,,,,,,,,,,,,,
