,p61,p62,p60,p63,p64,p65,p67
2050-01-16 00:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 01:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 02:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 03:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 04:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 05:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.26921565910202366,0.26921565910202366,0.26921565910202366
2050-01-16 06:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 07:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 08:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 09:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.26921565910202366,0.2692156591020237
2050-01-16 10:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 11:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.26921565910202366,0.26921565910202366,0.2692156591020237
2050-01-16 12:00:00,0.22883331023672018,0.22883331023672018,0.22883331023672018,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 13:00:00,0.22883331023672018,0.22883331023672018,0.22883331023672018,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 14:00:00,0.22883331023672018,0.22883331023672018,0.22883331023672018,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 15:00:00,0.22883331023672018,0.22883331023672018,0.22883331023672018,0.2692156591020237,0.26921565910202366,0.26921565910202366,0.26921565910202366
2050-01-16 16:00:00,0.22883331023672018,0.22883331023672018,0.22883331023672018,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 17:00:00,0.22883331023672018,0.22883331023672018,0.22883331023672018,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 18:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 19:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 20:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 21:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 22:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-16 23:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-17 00:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-17 01:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-17 02:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.26921565910202366,0.2692156591020237
2050-01-17 03:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.26921565910202366,0.26921565910202366,0.26921565910202366
2050-01-17 04:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-17 05:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-17 06:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-17 07:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-17 08:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237
2050-01-17 09:00:00,0.26921565910202366,0.26921565910202366,0.26921565910202366,0.26921565910202366,0.26921565910202366,0.26921565910202366,0.26921565910202366
2050-01-17 10:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.26921565910202366,0.2692156591020237
2050-01-17 11:00:00,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.2692156591020237,0.22883331023672018,0.2692156591020237
