,0
Coal Steam CCSp61,0.0
Combined Cyclep61,0.0
Combined Cycle CCSp61,0.0
Nuclearp61,0.15632293559344124
Battery Storagep61,73.35897844548259
Hydrogenp61,13.421837747609638
Coal Steam CCSp62,0.0
Combined Cyclep62,0.0
Combined Cycle CCSp62,0.0
Nuclearp62,0.20005807134375553
Battery Storagep62,27.764937387795467
Hydrogenp62,3.754479547095962
Coal Steam CCSp60,0.0
Combined Cyclep60,0.0
Combined Cycle CCSp60,0.0
Nuclearp60,0.2084940001892926
Battery Storagep60,28.748425818997497
Hydrogenp60,3.5291645136207674
Coal Steam CCSp63,0.0
Combined Cyclep63,0.0
Combined Cycle CCSp63,0.0
Nuclearp63,0.5617573765124306
Battery Storagep63,213.05141398517807
Hydrogenp63,27.45457522987551
Coal Steam CCSp64,0.0
Combined Cyclep64,0.0
Combined Cycle CCSp64,0.0
Nuclearp64,1.3448407033395327
Battery Storagep64,31.031636276895718
Hydrogenp64,4.965892134880022
Coal Steam CCSp65,0.0
Combined Cyclep65,0.0
Combined Cycle CCSp65,0.0
Nuclearp65,0.9229884917826296
Battery Storagep65,28.965700388057275
Hydrogenp65,4.9391194401651495
Coal Steam CCSp67,0.0
Combined Cyclep67,0.0
Combined Cycle CCSp67,0.0
Nuclearp67,0.0
Battery Storagep67,24.47026035854489
Hydrogenp67,6.462588019874174
windlat26.0lon-97.5p65,16.0
windlat27.0lon-99.375p65,0.0
windlat27.5lon-99.375p65,15.584935601459682
windlat28.0lon-99.375p65,0.0
windlat28.5lon-100.0p65,0.0
windlat28.5lon-97.5p65,1.131660820670807
windlat29.0lon-99.375p65,1.694359548780465
windlat29.0lon-96.875p65,0.0
windlat29.5lon-98.75p65,14.562170975925701
windlat29.5lon-96.25p65,15.988426982248253
solarlat26.0lon-97.5p65,9.2571491266816
solarlat27.0lon-99.375p65,8.021315979604989
solarlat27.5lon-99.375p65,6.697056859074678
solarlat28.0lon-99.375p65,0.0
solarlat28.5lon-100.0p65,0.0
solarlat28.5lon-97.5p65,1.7576158218468987
solarlat29.0lon-99.375p65,0.0
solarlat29.0lon-96.875p65,0.0
solarlat29.5lon-98.75p65,7.0304165786254185
solarlat29.5lon-96.25p65,0.0
windlat29.5lon-103.125p61,0.3502001121119065
windlat30.0lon-103.75p61,0.0
windlat30.0lon-101.25p61,1.3628030829446809
windlat30.5lon-103.125p61,0.0
windlat30.5lon-100.625p61,15.814218120118777
windlat31.0lon-105.0p61,0.0
windlat31.0lon-102.5p61,0.0
windlat31.5lon-105.625p61,0.0
windlat31.5lon-100.625p61,16.0
windlat32.0lon-104.375p61,0.0
windlat32.0lon-99.375p61,16.0
windlat32.5lon-100.0p61,0.0
solarlat29.5lon-103.125p61,0.0
solarlat30.0lon-103.75p61,0.0
solarlat30.0lon-101.25p61,0.0
solarlat30.5lon-103.125p61,3.570512623760269
solarlat30.5lon-100.625p61,0.0
solarlat31.0lon-105.0p61,0.0
solarlat31.0lon-102.5p61,5.569108986387279
solarlat31.5lon-105.625p61,0.0
solarlat31.5lon-100.625p61,0.0
solarlat32.0lon-104.375p61,0.0
solarlat32.0lon-99.375p61,149.0609071586479
solarlat32.5lon-100.0p61,10.76140440716253
windlat30.0lon-98.75p64,0.0
windlat30.0lon-96.25p64,16.0
windlat30.5lon-98.125p64,0.0
windlat31.0lon-100.0p64,0.0
solarlat30.0lon-98.75p64,22.681959934926596
solarlat30.0lon-96.25p64,0.0
solarlat30.5lon-98.125p64,128.5894565016744
solarlat31.0lon-100.0p64,0.0
windlat31.0lon-97.5p63,15.928473419960811
windlat31.5lon-98.125p63,0.0
windlat31.5lon-95.625p63,16.0
windlat32.0lon-96.875p63,16.0
windlat32.5lon-97.5p63,0.0
windlat32.5lon-95.0p63,0.0
windlat33.0lon-97.5p63,0.7000367574658267
windlat33.5lon-98.75p63,0.0
windlat33.5lon-96.25p63,0.0
windlat34.0lon-98.125p63,0.0
solarlat31.0lon-97.5p63,3.8526261139600857
solarlat31.5lon-98.125p63,0.0
solarlat31.5lon-95.625p63,0.0
solarlat32.0lon-96.875p63,194.42615083274097
solarlat32.5lon-97.5p63,615.6671665060867
solarlat32.5lon-95.0p63,4.870280887549143
solarlat33.0lon-98.75p63,30.946853859243987
solarlat33.0lon-96.25p63,10.843558323070072
solarlat33.5lon-97.5p63,16.31198463400908
solarlat33.5lon-95.0p63,0.0
solarlat34.0lon-98.75p63,0.0
windlat31.5lon-103.125p62,0.0
windlat32.0lon-101.875p62,0.0
windlat32.5lon-102.5p62,0.0
solarlat31.5lon-103.125p62,4.121021865320981
solarlat32.0lon-101.875p62,7.44641148794474
solarlat32.5lon-102.5p62,3.273575095170184
windlat33.0lon-100.0p60,0.0
windlat33.5lon-101.25p60,0.0
windlat34.0lon-100.625p60,0.0
windlat34.5lon-100.625p60,0.4215701831319052
solarlat33.5lon-100.0p60,4.888932342879227
solarlat34.5lon-100.0p60,0.0
