,p60,p61,p62,p63,p64,p65,p67
2050-01-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-16 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-16 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-16 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-16 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-16 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-16 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-16 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-16 08:00:00,9.240153525024652,58.62522272951901,11.103982105851173,3.110129487514496,5.8263407573103905,28.77652939558029,0
2050-01-16 09:00:00,39.41829428076744,133.91077301874756,14.483324065804482,7.9815668880939485,10.570428313314915,53.931156842410566,0
2050-01-16 10:00:00,70.05340680480003,180.6018233291805,17.853202298283577,11.352510595321656,14.275928029417992,71.2082075059414,0
2050-01-16 11:00:00,88.7746661901474,266.48116528987885,32.62266665697098,13.36744339466095,15.562775832414626,86.15575258731843,0
2050-01-16 12:00:00,96.0564836859703,423.86196936070917,69.35601085424423,13.942595481872559,16.999969255924224,92.20552053451539,0
2050-01-16 13:00:00,108.11630189418793,580.0177587270737,115.2335911989212,13.425337767601013,17.556720101833342,94.13089972436428,0
2050-01-16 14:00:00,117.81967878341675,542.6184396147728,107.42358863353729,12.029815065860749,17.728821873664856,93.1544304549694,0
2050-01-16 15:00:00,110.26890277862549,459.7245618462563,90.35651385784149,9.864897024631501,15.916363698244094,81.84405111074447,0
2050-01-16 16:00:00,82.81310200691223,336.19308492541313,66.38006418943405,6.5740494430065155,10.926407900452613,53.37910020053387,0
2050-01-16 17:00:00,25.347522646188736,144.61230571269988,28.205200284719467,1.3627336606383325,2.668382866680622,17.758280521631242,0
2050-01-16 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-16 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-16 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-16 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-16 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-16 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 08:00:00,22.542370855808258,81.52495186850429,16.418029367923737,3.6688551336526873,8.097945122420787,38.65787958800793,0
2050-01-17 09:00:00,78.77268195152283,271.4015024870634,62.50841170549393,8.482671064138412,16.711714389920235,97.01588989794254,0
2050-01-17 10:00:00,121.27465605735779,439.9498426795006,95.44046223163605,11.585712981224061,21.914399987459184,126.7752255678177,0
2050-01-17 11:00:00,143.40729117393494,562.8625609099865,112.42502331733704,13.556913220882416,25.13903785943985,145.85612473487856,0
2050-01-17 12:00:00,152.45473384857178,600.5983453750611,119.85642313957214,14.076666843891145,25.840705001354216,152.81009291410447,0
2050-01-17 13:00:00,153.72878313064575,599.6817659676075,119.51420903205872,13.83286406993866,24.947027069330215,147.3783554136753,0
2050-01-17 14:00:00,144.10751461982727,558.0279021441936,111.58258616924286,12.59610857963562,22.417304986715315,131.31611909866334,0
2050-01-17 15:00:00,122.03340530395508,471.59904279112817,94.95609998703003,10.324232339859009,18.00981088876724,107.25608586668969,0
2050-01-17 16:00:00,87.29065954685211,344.58810460567474,69.23808753490448,6.901118350028992,11.644581258296967,66.97142852246762,0
2050-01-17 17:00:00,28.182516992092133,151.3928498595953,29.606372863054276,1.5022301942110061,2.9122109562158585,22.321970980614424,0
2050-01-17 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-01-17 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-05-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-05-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-05-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-05-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-05-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-05-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0
2050-05-07 06:00:00,0.18567065708339214,0.31329213827848434,0.0,0.08388872845098376,0.12355451402254403,1.145887775719166,0
2050-05-07 07:00:00,18.428686261177063,67.99191065058112,13.573300838470459,2.26929843723774,4.8724400624632835,24.89203810542822,0
2050-05-07 08:00:00,58.266693353652954,239.4549550563097,47.76375889778137,5.958233815431595,11.339186730980874,61.8498574078083,0
