,p60,p61,p62,p63,p65,p64,p67
2050-01-16 00:00:00,2053.312806306034,927.796151843667,539.4439919412137,415.44325135344405,330.29715420193975,0,0
2050-01-16 01:00:00,2005.8116847552358,1142.0295156002044,624.3412491977215,386.5889577859547,313.15713765732943,0,0
2050-01-16 02:00:00,2078.7354642488062,1338.6460520580408,692.7677124410868,335.6118286155164,344.99664803389464,0,0
2050-01-16 03:00:00,2074.1218622349206,1219.7082572802901,482.5876973628998,295.0195761278271,427.3294045516522,0,0
2050-01-16 04:00:00,1572.85611994192,775.2792113315313,237.1346097059548,292.5902754344046,567.5490271247226,0,0
2050-01-16 05:00:00,1305.0131943620745,541.5796040557325,247.02386354207994,257.1947790693492,728.7635443450882,0,0
2050-01-16 06:00:00,1261.5706792896613,620.2673975646496,410.4541568137705,240.62108860760927,846.8645972598345,0,0
2050-01-16 07:00:00,1360.0427369292827,847.5927383162082,701.74277459234,251.39395159929992,888.1793987987562,0,0
2050-01-16 08:00:00,1675.7412837644108,1116.9470089215786,896.5737889394164,338.10509470794346,654.1123059935868,0,0
2050-01-16 09:00:00,1548.3201661393043,1017.6994201853871,635.0162766292691,262.0316141175106,268.98875247612597,0,0
2050-01-16 10:00:00,1821.7777726046743,1183.3874525703488,517.1761698536575,540.9175627789227,255.10872728824614,0,0
2050-01-16 11:00:00,2568.5557195387787,1485.9019774839282,620.3023429527879,872.3434609733522,301.1574976636563,0,0
2050-01-16 12:00:00,3460.2929462864995,2107.7164267510175,892.3743224799633,1060.4748722329737,399.0927144724876,0,0
2050-01-16 13:00:00,4281.688661968708,2585.855346387625,1061.8308071121573,1349.5821022421121,527.0302335277199,0,0
2050-01-16 14:00:00,4648.356051534414,2703.1987009227278,1098.240517255664,1581.0966265201566,610.5426894627511,0,0
2050-01-16 15:00:00,4462.736665150524,2677.530389636755,1089.5841530948878,1638.4651113271711,613.9015560908709,0,0
2050-01-16 16:00:00,3888.9051588334146,2530.504410940409,1023.5942931979895,1577.270963317156,529.644985295087,0,0
2050-01-16 17:00:00,2656.2003121592106,2014.2950685679912,826.3235685244202,1169.6676625549794,440.52033303254285,0,0
2050-01-16 18:00:00,1560.055629842356,1303.527289363742,484.9635171428323,853.3324510961771,630.175758227706,0,0
2050-01-16 19:00:00,1091.6693556139246,906.7910723008216,292.6413431666791,784.4571634478867,898.397402304411,0,0
2050-01-16 20:00:00,794.0203792620451,615.6354744955897,180.4646968025714,716.6723376192153,1223.2631191447379,0,0
2050-01-16 21:00:00,657.2321353023407,409.0683823680506,81.76875611664727,629.7266028923914,1469.661928746104,0,0
2050-01-16 22:00:00,635.4509659782663,298.3394092213887,38.98361028569343,557.9491226177663,1457.8290482878683,0,0
2050-01-16 23:00:00,659.1134589915164,249.76762435566633,23.2563869535923,481.3194316372275,1394.5105836451053,0,0
2050-01-17 00:00:00,703.2656568884034,216.2660278278403,15.465995997563004,414.3595680318773,1429.8468818768858,0,0
2050-01-17 01:00:00,685.1484948505822,193.62333774114958,8.917854353785515,352.1300725296139,1604.2298306509851,0,0
2050-01-17 02:00:00,608.0166214302183,177.3566509541124,6.200393848121166,287.5046784184873,1755.9741533786057,0,0
2050-01-17 03:00:00,593.7992235089362,172.65027705251705,4.674415849149227,247.81623724550008,1788.8786847054957,0,0
2050-01-17 04:00:00,621.1414914851426,173.00140096894467,4.935398139059544,235.30951948761938,1656.2619299471378,0,0
2050-01-17 05:00:00,648.3600488828495,157.30942745599896,0.8874776540324092,218.66832976080477,1567.5148704290857,0,0
2050-01-17 06:00:00,671.5466283466201,110.8085561953485,0.0,185.93503047004342,1542.072457920201,0,0
2050-01-17 07:00:00,697.8029331197031,40.82596452268772,0.0,164.84921590797603,1534.802433730662,0,0
2050-01-17 08:00:00,709.1724779848009,22.587073603272437,1.2121072970330715,137.93392572067677,1066.0056600011885,0,0
2050-01-17 09:00:00,522.5159501120448,16.70119986003265,2.6004462875425816,88.4143379365094,423.0675784606487,0,0
2050-01-17 10:00:00,207.75210985527374,70.74175249058754,4.569108132272959,147.72465342059732,709.4384861998261,0,0
2050-01-17 11:00:00,95.20462717534974,109.62486265484476,10.998160019516945,182.50963876289316,832.7548433311283,0,0
2050-01-17 12:00:00,51.92005538237281,150.18108795657753,17.451957590132952,251.8768301770091,901.7873785613103,0,0
2050-01-17 13:00:00,53.5585816009203,176.5074536342523,18.80719832307659,316.67370351739225,972.4753076322377,0,0
2050-01-17 14:00:00,93.35910796904936,208.8911815408617,30.97699095932767,357.65307221151886,981.1352523878217,0,0
2050-01-17 15:00:00,115.51159938975759,211.95352763161063,33.60692716538906,351.8109595689923,869.0555367305875,0,0
2050-01-17 16:00:00,104.93339691353613,189.34525465890766,35.088733609579506,293.98271569088104,758.9750710678986,0,0
2050-01-17 17:00:00,67.37307036723942,128.12876487332395,29.36602794416249,193.93226883059833,705.1176251299679,0,0
2050-01-17 18:00:00,52.81510877320543,98.11358744185416,32.23958543348126,143.10210197907872,791.0082717318087,0,0
2050-01-17 19:00:00,49.05864368099719,68.54377468593884,30.532768295519055,113.7461270008236,828.9814163267613,0,0
2050-01-17 20:00:00,42.45685499510728,26.715875376132317,13.758915479038842,89.25052421698346,787.5571130491793,0,0
2050-01-17 21:00:00,31.906797485053538,9.997563967108727,7.623875365406275,59.06492736665532,611.7501831407659,0,0
2050-01-17 22:00:00,24.012186369672417,8.19187247121008,8.693687810609116,33.076551685482265,534.4044414997101,0,0
2050-01-17 23:00:00,40.37095642834902,9.148628092953004,9.527401884552091,21.069833585992455,703.3702762502245,0,0
2050-05-07 00:00:00,1728.3840637758374,581.4200533681782,184.87172969402747,561.4360220514237,626.5831177419052,0,0
2050-05-07 01:00:00,1962.0305786135605,359.0305172726512,134.41631745807825,425.6982594501227,520.2627090475056,0,0
2050-05-07 02:00:00,2148.2569887379186,241.48923661601728,107.97794302217662,320.83244776055216,400.442013386637,0,0
2050-05-07 03:00:00,2241.777996039763,183.77976481430233,95.68601474054158,183.848137744423,270.62782659437505,0,0
2050-05-07 04:00:00,2441.1394906213504,171.73684673588724,93.84018709566445,103.20168533027172,197.79969827085733,0,0
2050-05-07 05:00:00,2549.993155496381,181.09905437696727,99.3618750533089,83.74058074494823,149.21686269268392,0,0
2050-05-07 06:00:00,2504.7441553831095,202.1987380798906,106.28170792292804,96.60767208226025,86.26041710749269,0,0
2050-05-07 07:00:00,2293.2558659551664,180.78269927948713,105.317907323502,95.59191619940103,50.40463173499738,0,0
2050-05-07 08:00:00,1622.509284691885,251.75849970281124,131.90692410431802,169.07189274057745,51.99709858600981,0,0
2050-05-07 09:00:00,1986.9950862661933,571.7273070320488,315.7556329885498,411.57527055218816,98.95347106214612,0,0
2050-05-07 10:00:00,1974.8887960258871,684.8723106484861,381.3319942904636,492.6104428266641,158.92845850596206,0,0
2050-05-07 11:00:00,1914.607463305816,860.5113327385625,450.4828861326911,593.9873169174418,226.05082255369055,0,0
2050-05-07 12:00:00,1954.9498471181844,1032.4939704725518,507.2351495534182,738.15781506598,328.59590757433324,0,0
2050-05-07 13:00:00,2201.8687854111195,1148.2423236947507,538.082272797823,877.5960208944978,477.7090562444181,0,0
2050-05-07 14:00:00,2619.2569234028456,1191.9428837709129,553.3527453944087,968.1812584906816,659.5897561188787,0,0
2050-05-07 15:00:00,3187.565720316768,1227.3104193627835,574.9314323112369,1011.4499396696685,859.9936853351072,0,0
2050-05-07 16:00:00,3793.5650787159802,1219.9718420382587,579.505062994361,1014.5389348253608,1116.8226076514925,0,0
2050-05-07 17:00:00,4147.149814033509,1152.5853481829167,565.9372708141804,961.4739653483033,1539.0319261796774,0,0
2050-05-07 18:00:00,4253.081435629726,1050.835387810506,546.847818222642,836.7111330047251,1965.2957902044056,0,0
2050-05-07 19:00:00,3864.973468667269,857.4923900485038,464.36610531210897,595.3287030987442,2376.4355413049457,0,0
2050-05-07 20:00:00,3336.2192192740736,804.9629981845617,433.3012235999107,465.57940351106225,2401.7004044473174,0,0
2050-05-07 21:00:00,2838.7017368557867,714.5237609148957,404.11499117165806,398.6822721769102,2418.6832714647053,0,0
2050-05-07 22:00:00,2192.0696629427375,567.5249718733132,328.3976950451732,338.96284058643505,2424.2925164341927,0,0
2050-05-07 23:00:00,1587.7998903583732,397.38702134639027,206.74244685471058,265.9881122523919,2245.7497761547565,0,0
