lat,lon,solar_cf,wind_cf
28,-90.625,0.17313585,0.30016273
28,-90,0.17241415,0.2919087
28,-89.375,0.17294645,0.2839793
28,-88.75,0.17330094,0.27655584
28,-88.125,0.173651,0.26752797
28,-87.5,0.17408384,0.25878116
28,-86.875,0.17441992,0.25133052
28,-86.25,0.17472579,0.24747005
28,-85.625,0.17476074,0.2484596
28,-85,0.17469038,0.25194365
28,-84.375,0.17370866,0.25651386
28,-83.75,0.17250998,0.25992027
28,-83.125,0.17188224,0.26261055
28,-82.5,0.17055218,0.26277983
28,-81.875,0.16996409,0.26186576
28,-81.25,0.1701601,0.25781235
28,-80.625,0.17058176,0.24862617
28,-80,0.17172186,0.23601097
28,-79.375,0.17312762,0.2228432
28,-78.75,0.17424136,0.21031734
28,-78.125,0.17446381,0.18492842
28,-77.5,0.17395714,0.17465189
28,-76.875,0.17308724,0.18689616
28,-76.25,0.17194644,0.22903676
28,-75.625,0.1710637,0.2844286
28,-75,0.1689449,0.30927834
28,-74.375,0.168907,0.31974787
28,-73.75,0.16869989,0.3247891
28,-73.125,0.16942716,0.32356915
28,-72.5,0.16921893,0.31709585
28,-71.875,0.17035246,0.3097201
28,-71.25,0.17100905,0.30357593
28,-70.625,0.17079113,0.24801825
28,-70,0.17090927,0.24241339
28,-69.375,0.17184915,0.24174988
28,-68.75,0.17043489,0.24189317
28,-68.125,0.16980092,0.23924296
28,-67.5,0.16935967,0.23767976
28.5,-125,0.13198097,0.28589836
28.5,-124.375,0.13048486,0.288579
28.5,-123.75,0.13057156,0.29025248
28.5,-123.125,0.13127062,0.2930607
28.5,-122.5,0.1319626,0.29662076
28.5,-121.875,0.13310097,0.29778558
28.5,-121.25,0.13326809,0.29667464
28.5,-120.625,0.13452078,0.29281676
28.5,-120,0.19022566,0.3168478
28.5,-119.375,0.19264323,0.3200414
28.5,-118.75,0.19573525,0.3235573
28.5,-118.125,0.19738843,0.32746887
28.5,-117.5,0.19813491,0.33025265
28.5,-116.875,0.19994186,0.33221298
28.5,-116.25,0.20235932,0.33293924
28.5,-115.625,0.20499033,0.3332932
28.5,-115,0.20819008,0.33296487
28.5,-114.375,0.2108375,0.33333886
28.5,-113.75,0.21158722,0.33476657
28.5,-113.125,0.21472418,0.31241575
28.5,-112.5,0.21438426,0.3046625
28.5,-111.875,0.21563892,0.31483445
28.5,-111.25,0.21630318,0.32267046
28.5,-110.625,0.21686886,0.3160375
28.5,-110,0.2155058,0.26531366
28.5,-109.375,0.21656296,0.1960262
28.5,-108.75,0.21334548,0.1366307
28.5,-108.125,0.2093402,0.15649584
28.5,-107.5,0.20557563,0.1663517
28.5,-106.875,0.20379186,0.15253438
28.5,-106.25,0.19976062,0.13005848
28.5,-105.625,0.19933513,0.12892656
28.5,-105,0.1991431,0.103357784
28.5,-104.375,0.20065367,0.075890884
28.5,-103.75,0.20065361,0.051463347
28.5,-103.125,0.2074051,0.06749908
28.5,-102.5,0.21556282,0.14009406
28.5,-101.875,0.21834001,0.21158539
28.5,-101.25,0.21308959,0.18605213
28.5,-100.625,0.20859921,0.13332911
28.5,-100,0.2075251,0.15612254
28.5,-99.375,0.20891823,0.21240515
28.5,-98.75,0.2064519,0.20405558
28.5,-98.125,0.20507611,0.15145685
28.5,-97.5,0.20355956,0.16215113
28.5,-96.875,0.19927834,0.14672138
28.5,-96.25,0.19456242,0.20480424
28.5,-95.625,0.19251129,0.25500944
28.5,-95,0.18902631,0.26849055
28.5,-94.375,0.18637799,0.2718482
28.5,-93.75,0.18361074,0.2797772
28.5,-93.125,0.18090273,0.28410405
28.5,-92.5,0.17809112,0.27868745
28.5,-91.875,0.17658298,0.29018313
28.5,-91.25,0.17407937,0.29832768
28.5,-90.625,0.17202772,0.29280582
28.5,-90,0.17142236,0.29080144
28.5,-89.375,0.1712986,0.28753012
28.5,-88.75,0.17191508,0.2811879
28.5,-88.125,0.17214285,0.27475548
28.5,-87.5,0.17248398,0.26604038
28.5,-86.875,0.17352912,0.25631768
28.5,-86.25,0.1734191,0.24789976
28.5,-85.625,0.1735363,0.24421847
28.5,-85,0.17350675,0.24624673
28.5,-84.375,0.17263569,0.25367665
28.5,-83.75,0.17150588,0.26169962
28.5,-83.125,0.17196311,0.2631095
28.5,-82.5,0.17134738,0.2628085
28.5,-81.875,0.16959049,0.26235172
28.5,-81.25,0.1687122,0.2607214
28.5,-80.625,0.1690304,0.25417247
28.5,-80,0.17020884,0.2441112
28.5,-79.375,0.17109078,0.2334781
28.5,-78.75,0.17294729,0.22507444
28.5,-78.125,0.17433563,0.21109034
28.5,-77.5,0.17449081,0.18505359
28.5,-76.875,0.17402363,0.18342042
28.5,-76.25,0.17331618,0.19522037
28.5,-75.625,0.17163132,0.26539436
28.5,-75,0.17068966,0.2948474
28.5,-74.375,0.16887757,0.3179739
28.5,-73.75,0.16853552,0.32922956
28.5,-73.125,0.16864587,0.3343183
28.5,-72.5,0.16874921,0.33245105
28.5,-71.875,0.16896781,0.32450318
28.5,-71.25,0.17019263,0.31539777
28.5,-70.625,0.17103547,0.3073673
28.5,-70,0.1708342,0.2995666
28.5,-69.375,0.17094168,0.24661241
28.5,-68.75,0.1716419,0.24652395
28.5,-68.125,0.17176954,0.24650325
28.5,-67.5,0.1719168,0.24394654
29,-125,0.13507818,0.2890355
29,-124.375,0.1330588,0.28983784
29,-123.75,0.1325287,0.29187903
29,-123.125,0.13251078,0.2931454
29,-122.5,0.13236384,0.29685292
29,-121.875,0.13279434,0.29969218
29,-121.25,0.13397701,0.3005189
29,-120.625,0.13461146,0.29923394
29,-120,0.13489372,0.2956735
29,-119.375,0.19296502,0.32341528
29,-118.75,0.19353956,0.33012316
29,-118.125,0.19658396,0.33620435
29,-117.5,0.1986808,0.34296903
29,-116.875,0.19954796,0.34859926
29,-116.25,0.20078966,0.35258028
29,-115.625,0.20338407,0.35433874
29,-115,0.20601052,0.35419452
29,-114.375,0.20847926,0.35172987
29,-113.75,0.21015842,0.34760296
29,-113.125,0.21164377,0.33205444
29,-112.5,0.21749365,0.32230884
29,-111.875,0.21403448,0.31653538
29,-111.25,0.21442288,0.3191305
29,-110.625,0.2153911,0.32662594
29,-110,0.21439883,0.32938617
29,-109.375,0.21659905,0.24399373
29,-108.75,0.215536,0.18792091
29,-108.125,0.21160555,0.16525997
29,-107.5,0.20814407,0.14438657
29,-106.875,0.2047363,0.14524658
29,-106.25,0.20184012,0.1566562
29,-105.625,0.2001217,0.15535545
29,-105,0.2002228,0.14424558
29,-104.375,0.20105492,0.09501006
29,-103.75,0.20195009,0.07111934
29,-103.125,0.20350696,0.05925757
29,-102.5,0.20793292,0.075731896
29,-101.875,0.2175086,0.16196924
29,-101.25,0.21883401,0.22689702
29,-100.625,0.21337387,0.19078293
29,-100,0.20945823,0.13321431
29,-99.375,0.20794396,0.1382055
29,-98.75,0.20790175,0.19784166
29,-98.125,0.20570996,0.181889
29,-97.5,0.20201841,0.12503472
29,-96.875,0.20359951,0.19399443
29,-96.25,0.19995473,0.2602775
29,-95.625,0.19560663,0.2626408
29,-95,0.19042145,0.26104584
29,-94.375,0.18763585,0.25906515
29,-93.75,0.18515193,0.2542079
29,-93.125,0.18258344,0.25538936
29,-92.5,0.18008342,0.26149487
29,-91.875,0.17708564,0.26432508
29,-91.25,0.17534867,0.25823367
29,-90.625,0.17448613,0.25462785
29,-90,0.17247903,0.2591527
29,-89.375,0.17109828,0.28068525
29,-88.75,0.17082782,0.2885099
29,-88.125,0.17181793,0.28438136
29,-87.5,0.17212795,0.2794024
29,-86.875,0.17245623,0.27121106
29,-86.25,0.1730249,0.2610027
29,-85.625,0.17306113,0.25182116
29,-85,0.17290145,0.24356951
29,-84.375,0.17256276,0.24715255
29,-83.75,0.17103621,0.2585073
29,-83.125,0.17043415,0.26553366
29,-82.5,0.1715075,0.2656135
29,-81.875,0.17072795,0.2636274
29,-81.25,0.16897273,0.2622584
29,-80.625,0.16865298,0.25783864
29,-80,0.169393,0.25182283
29,-79.375,0.17077176,0.2441945
29,-78.75,0.17138447,0.23831058
29,-78.125,0.17311876,0.22703558
29,-77.5,0.17258884,0.18545371
29,-76.875,0.17184508,0.14875576
29,-76.25,0.1718407,0.16888927
29,-75.625,0.17108321,0.16748337
29,-75,0.17086786,0.26911026
29,-74.375,0.16985217,0.30371994
29,-73.75,0.1686969,0.32365516
29,-73.125,0.16820379,0.33444253
29,-72.5,0.16820797,0.34161404
29,-71.875,0.16849983,0.3398579
29,-71.25,0.16889755,0.3313015
29,-70.625,0.1692963,0.32070452
29,-70,0.16919546,0.31239447
29,-69.375,0.16930819,0.30509487
29,-68.75,0.16968931,0.2522323
29,-68.125,0.17050625,0.25218514
29,-67.5,0.17164122,0.25311443
29.5,-125,0.13580988,0.29934776
29.5,-124.375,0.13556102,0.29674765
29.5,-123.75,0.13391018,0.29626358
29.5,-123.125,0.13439783,0.29675916
29.5,-122.5,0.13415955,0.2988228
29.5,-121.875,0.13315046,0.30131426
29.5,-121.25,0.13360232,0.30357498
29.5,-120.625,0.13391347,0.3040897
29.5,-120,0.13416053,0.30311105
29.5,-119.375,0.13454644,0.30168825
29.5,-118.75,0.19428322,0.33207324
29.5,-118.125,0.19489585,0.3393887
29.5,-117.5,0.19601925,0.34783947
29.5,-116.875,0.19862475,0.35721153
29.5,-116.25,0.20133251,0.36662802
29.5,-115.625,0.20335653,0.37541744
29.5,-115,0.20570989,0.37655568
29.5,-114.375,0.2075815,0.37495443
29.5,-113.75,0.20869605,0.36951458
29.5,-113.125,0.20963033,0.3584077
29.5,-112.5,0.21039544,0.33577883
29.5,-111.875,0.21219492,0.32243863
29.5,-111.25,0.21203707,0.31769395
29.5,-110.625,0.21309492,0.3113685
29.5,-110,0.21367528,0.3194053
29.5,-109.375,0.2188132,0.31554466
29.5,-108.75,0.21714693,0.22742692
29.5,-108.125,0.21429203,0.2517698
29.5,-107.5,0.21043794,0.21644759
29.5,-106.875,0.20750275,0.14454043
29.5,-106.25,0.20500126,0.13486944
29.5,-105.625,0.20320904,0.1891272
29.5,-105,0.2024127,0.20191765
29.5,-104.375,0.20093365,0.16006513
29.5,-103.75,0.20227328,0.10652053
29.5,-103.125,0.20269196,0.07510473
29.5,-102.5,0.20325777,0.062132742
29.5,-101.875,0.20979075,0.102675386
29.5,-101.25,0.21676408,0.17351481
29.5,-100.625,0.21709915,0.21947141
29.5,-100,0.21336342,0.19631991
29.5,-99.375,0.21084592,0.16785738
29.5,-98.75,0.20799692,0.14249168
29.5,-98.125,0.20616023,0.1426292
29.5,-97.5,0.20493874,0.15672533
29.5,-96.875,0.20150746,0.12640563
29.5,-96.25,0.20124933,0.21325436
29.5,-95.625,0.19954112,0.31353867
29.5,-95,0.19437456,0.3139274
29.5,-94.375,0.18990666,0.306287
29.5,-93.75,0.18704781,0.28062016
29.5,-93.125,0.18519932,0.25822675
29.5,-92.5,0.1829171,0.2532069
29.5,-91.875,0.18074384,0.25351158
29.5,-91.25,0.1776183,0.2572847
29.5,-90.625,0.17552073,0.25318182
29.5,-90,0.17451425,0.24179333
29.5,-89.375,0.17285293,0.2322954
29.5,-88.75,0.17196909,0.2529508
29.5,-88.125,0.17157848,0.2668772
29.5,-87.5,0.17204191,0.27904552
29.5,-86.875,0.17335746,0.2901471
29.5,-86.25,0.1737668,0.2822346
29.5,-85.625,0.173574,0.27047443
29.5,-85,0.17295931,0.24505866
29.5,-84.375,0.1721595,0.22608519
29.5,-83.75,0.17192282,0.24603477
29.5,-83.125,0.17114626,0.26135585
29.5,-82.5,0.16972709,0.264121
29.5,-81.875,0.17063501,0.26592997
29.5,-81.25,0.17035483,0.26301783
29.5,-80.625,0.16871811,0.2619329
29.5,-80,0.16845159,0.25768802
29.5,-79.375,0.170242,0.25067943
29.5,-78.75,0.1713005,0.2363744
29.5,-78.125,0.17123526,0.21771263
29.5,-77.5,0.17180441,0.19295645
29.5,-76.875,0.16925201,0.12678102
29.5,-76.25,0.16784613,0.10173827
29.5,-75.625,0.16756488,0.114130825
29.5,-75,0.1671105,0.12584329
29.5,-74.375,0.16871674,0.2684555
29.5,-73.75,0.16757447,0.31500956
29.5,-73.125,0.16713683,0.33148485
29.5,-72.5,0.16700935,0.33985174
29.5,-71.875,0.16671488,0.34699112
29.5,-71.25,0.16660686,0.34534702
29.5,-70.625,0.16693965,0.33784714
29.5,-70,0.16657361,0.3283824
29.5,-69.375,0.1668353,0.32090127
29.5,-68.75,0.16793709,0.31355283
29.5,-68.125,0.1686751,0.26022124
29.5,-67.5,0.16928604,0.30786884
30,-125,0.13612653,0.30897105
30,-124.375,0.13597587,0.30858323
30,-123.75,0.13596928,0.30749303
30,-123.125,0.13602427,0.306111
30,-122.5,0.13623874,0.30595452
30,-121.875,0.13614306,0.30735478
30,-121.25,0.13513657,0.30821094
30,-120.625,0.13458069,0.30909333
30,-120,0.13381296,0.3085414
30,-119.375,0.1339098,0.3083928
30,-118.75,0.13338646,0.30860448
30,-118.125,0.19617617,0.34500313
30,-117.5,0.19600886,0.35371852
30,-116.875,0.19690837,0.36249867
30,-116.25,0.19880676,0.37293756
30,-115.625,0.20154816,0.3850802
30,-115,0.2034748,0.39684996
30,-114.375,0.20704824,0.39827612
30,-113.75,0.20836462,0.39446098
30,-113.125,0.20905241,0.38594416
30,-112.5,0.20992284,0.36274505
30,-111.875,0.20787548,0.34870607
30,-111.25,0.209591,0.31482846
30,-110.625,0.20972335,0.30151194
30,-110,0.21167316,0.29240713
30,-109.375,0.21255091,0.27555308
30,-108.75,0.21635233,0.19546781
30,-108.125,0.21597822,0.3000799
30,-107.5,0.21319148,0.28134114
30,-106.875,0.21036057,0.21634607
30,-106.25,0.20779794,0.15381657
30,-105.625,0.20503394,0.135745
30,-105,0.20455466,0.1789832
30,-104.375,0.20450403,0.1905467
30,-103.75,0.20353079,0.15337019
30,-103.125,0.20471351,0.10920819
30,-102.5,0.20475627,0.0858618
30,-101.875,0.20523168,0.08468627
30,-101.25,0.21221277,0.14632817
30,-100.625,0.21479598,0.19323419
30,-100,0.21499863,0.2118316
30,-99.375,0.21388125,0.21556988
30,-98.75,0.21243045,0.19983011
30,-98.125,0.20906772,0.16042344
30,-97.5,0.20668864,0.16331187
30,-96.875,0.20632562,0.20371972
30,-96.25,0.20357117,0.20396397
30,-95.625,0.1995072,0.2185448
30,-95,0.19708227,0.27226683
30,-94.375,0.19343495,0.3038431
30,-93.75,0.1908743,0.31532082
30,-93.125,0.18943751,0.30578837
30,-92.5,0.18768312,0.286871
30,-91.875,0.18547566,0.29499343
30,-91.25,0.1829166,0.2765672
30,-90.625,0.1794117,0.26362568
30,-90,0.17669019,0.25886413
30,-89.375,0.17513661,0.22986546
30,-88.75,0.17258874,0.17706539
30,-88.125,0.17064075,0.15865296
30,-87.5,0.16979477,0.15429848
30,-86.875,0.16998734,0.17809169
30,-86.25,0.17292291,0.24101016
30,-85.625,0.17360295,0.2521076
30,-85,0.1734914,0.24032195
30,-84.375,0.17218973,0.20455247
30,-83.75,0.17101192,0.18456702
30,-83.125,0.1706271,0.20686202
30,-82.5,0.17055331,0.21668129
30,-81.875,0.17023328,0.25630867
30,-81.25,0.17060986,0.25758585
30,-80.625,0.17035703,0.23753801
30,-80,0.16957144,0.25316942
30,-79.375,0.16948119,0.24174348
30,-78.75,0.16962753,0.2180357
30,-78.125,0.16707478,0.12587708
30,-77.5,0.16733967,0.106138974
30,-76.875,0.16818722,0.10167941
30,-76.25,0.1680877,0.09913925
30,-75.625,0.16524598,0.08229211
30,-75,0.16649082,0.11411108
30,-74.375,0.16616488,0.15902463
30,-73.75,0.16752806,0.28361562
30,-73.125,0.16617376,0.32685807
30,-72.5,0.16562618,0.3413615
30,-71.875,0.16549943,0.34753585
30,-71.25,0.16562533,0.35127687
30,-70.625,0.1651033,0.34995675
30,-70,0.16460225,0.34519958
30,-69.375,0.16421075,0.3394707
30,-68.75,0.16498168,0.332873
30,-68.125,0.16548616,0.32701993
30,-67.5,0.16685422,0.32168153
30.5,-125,0.13586752,0.3195187
30.5,-124.375,0.13648869,0.31914586
30.5,-123.75,0.13627477,0.31875926
30.5,-123.125,0.13713351,0.31908524
30.5,-122.5,0.1373901,0.31849572
30.5,-121.875,0.13699211,0.31991276
30.5,-121.25,0.13666779,0.3194277
30.5,-120.625,0.1359828,0.3163589
30.5,-120,0.13545819,0.3150887
30.5,-119.375,0.13468412,0.31487027
30.5,-118.75,0.1344591,0.31382573
30.5,-118.125,0.13364722,0.3154428
30.5,-117.5,0.19687884,0.3607022
30.5,-116.875,0.19817792,0.37178552
30.5,-116.25,0.19820833,0.38232368
30.5,-115.625,0.19939607,0.39247632
30.5,-115,0.20202072,0.4053308
30.5,-114.375,0.20268178,0.41593823
30.5,-113.75,0.20504841,0.41940394
30.5,-113.125,0.20722398,0.41218504
30.5,-112.5,0.20865946,0.39750496
30.5,-111.875,0.2089901,0.36638913
30.5,-111.25,0.20646241,0.34538597
30.5,-110.625,0.2075045,0.2895436
30.5,-110,0.20768608,0.2668264
30.5,-109.375,0.208802,0.26163572
30.5,-108.75,0.21409577,0.1622645
30.5,-108.125,0.2151854,0.15542081
30.5,-107.5,0.21385007,0.20639414
30.5,-106.875,0.21117893,0.20579053
30.5,-106.25,0.20954259,0.20011741
30.5,-105.625,0.20678245,0.16765466
30.5,-105,0.2043024,0.14741965
30.5,-104.375,0.20368779,0.16142882
30.5,-103.75,0.20397714,0.1674486
30.5,-103.125,0.20516318,0.14878675
30.5,-102.5,0.20752332,0.14414938
30.5,-101.875,0.20798711,0.111928105
30.5,-101.25,0.21012178,0.143394
30.5,-100.625,0.2140781,0.20830736
30.5,-100,0.21338513,0.21724872
30.5,-99.375,0.21470173,0.21930596
30.5,-98.75,0.21490702,0.22847562
30.5,-98.125,0.2133474,0.21304806
30.5,-97.5,0.21011506,0.1766361
30.5,-96.875,0.20892097,0.21296431
30.5,-96.25,0.20718244,0.27538097
30.5,-95.625,0.20421839,0.29535234
30.5,-95,0.20163813,0.29615948
30.5,-94.375,0.19783197,0.30996525
30.5,-93.75,0.19391885,0.3185069
30.5,-93.125,0.19191776,0.3326697
30.5,-92.5,0.19069704,0.3294965
30.5,-91.875,0.18913794,0.3188438
30.5,-91.25,0.1873694,0.30016604
30.5,-90.625,0.18478505,0.29824498
30.5,-90,0.18246308,0.2782628
30.5,-89.375,0.17912218,0.2668354
30.5,-88.75,0.17598908,0.21712123
30.5,-88.125,0.17079319,0.12008553
30.5,-87.5,0.16587228,0.078770414
30.5,-86.875,0.16477023,0.074885175
30.5,-86.25,0.16544244,0.08312775
30.5,-85.625,0.16886935,0.12266049
30.5,-85,0.1714091,0.17256688
30.5,-84.375,0.17245343,0.21056604
30.5,-83.75,0.17032169,0.14874627
30.5,-83.125,0.16578116,0.08272036
30.5,-82.5,0.16438648,0.07136033
30.5,-81.875,0.16531493,0.08467286
30.5,-81.25,0.17027602,0.19150011
30.5,-80.625,0.17046781,0.17964947
30.5,-80,0.16991732,0.15158722
30.5,-79.375,0.17026961,0.18817356
30.5,-78.75,0.16889027,0.15532944
30.5,-78.125,0.1693904,0.15874137
30.5,-77.5,0.1642577,0.09066186
30.5,-76.875,0.16323316,0.06779075
30.5,-76.25,0.16681473,0.09401952
30.5,-75.625,0.1678454,0.102216855
30.5,-75,0.1624259,0.06763472
30.5,-74.375,0.16386062,0.09190273
30.5,-73.75,0.16875933,0.22902004
30.5,-73.125,0.16756396,0.30708057
30.5,-72.5,0.16516909,0.3352247
30.5,-71.875,0.16378632,0.35129482
30.5,-71.25,0.16321912,0.35717428
30.5,-70.625,0.1629442,0.3597349
30.5,-70,0.16285916,0.35745147
30.5,-69.375,0.16249916,0.35388115
30.5,-68.75,0.16278301,0.35164434
30.5,-68.125,0.16294223,0.34742805
30.5,-67.5,0.16376479,0.3416399
31,-125,0.13426042,0.33664048
31,-124.375,0.13528103,0.33431306
31,-123.75,0.1363857,0.33321697
31,-123.125,0.13672945,0.33332983
31,-122.5,0.13767175,0.33339876
31,-121.875,0.13841732,0.33250508
31,-121.25,0.13860863,0.33405343
31,-120.625,0.13742308,0.33262873
31,-120,0.13702255,0.3262723
31,-119.375,0.13653536,0.32417274
31,-118.75,0.13536616,0.32271114
31,-118.125,0.1350098,0.32109967
31,-117.5,0.13449503,0.32397595
31,-116.875,0.19645914,0.37558284
31,-116.25,0.19808021,0.3895125
31,-115.625,0.19931713,0.40280893
31,-115,0.19982442,0.41431677
31,-114.375,0.2011402,0.4264739
31,-113.75,0.20090334,0.43409958
31,-113.125,0.20308958,0.43639833
31,-112.5,0.20536816,0.4255076
31,-111.875,0.2074505,0.40275565
31,-111.25,0.2071665,0.36927173
31,-110.625,0.20740359,0.31979784
31,-110,0.20565128,0.27485356
31,-109.375,0.20581087,0.23780066
31,-108.75,0.20717327,0.19361128
31,-108.125,0.21163054,0.081007235
31,-107.5,0.21249108,0.12351226
31,-106.875,0.21390727,0.14098409
31,-106.25,0.20999044,0.16349538
31,-105.625,0.20726717,0.1766566
31,-105,0.20507307,0.17123765
31,-104.375,0.20386463,0.16533452
31,-103.75,0.20388697,0.16948943
31,-103.125,0.20455343,0.17058201
31,-102.5,0.20792688,0.14508352
31,-101.875,0.21040656,0.1620238
31,-101.25,0.2102385,0.16607459
31,-100.625,0.21248251,0.20068622
31,-100,0.21400833,0.25866446
31,-99.375,0.2132427,0.24342749
31,-98.75,0.21566166,0.23169886
31,-98.125,0.21475405,0.22511002
31,-97.5,0.21364747,0.22634122
31,-96.875,0.21148624,0.21388614
31,-96.25,0.20922567,0.2647636
31,-95.625,0.20585063,0.30863604
31,-95,0.20366944,0.3098611
31,-94.375,0.20238864,0.32096124
31,-93.75,0.19843343,0.32522792
31,-93.125,0.19548175,0.3446467
31,-92.5,0.19237739,0.34775308
31,-91.875,0.18991499,0.33281866
31,-91.25,0.18810187,0.31139234
31,-90.625,0.18628035,0.2942753
31,-90,0.1846488,0.30994493
31,-89.375,0.18253449,0.29498437
31,-88.75,0.18002139,0.27302626
31,-88.125,0.17681123,0.25387248
31,-87.5,0.1730511,0.16244404
31,-86.875,0.16698313,0.083411135
31,-86.25,0.16534533,0.075062335
31,-85.625,0.16596766,0.07645695
31,-85,0.16518606,0.08004612
31,-84.375,0.16970468,0.12392935
31,-83.75,0.1703604,0.15696594
31,-83.125,0.16640535,0.09625264
31,-82.5,0.16497202,0.06819234
31,-81.875,0.1654974,0.064294495
31,-81.25,0.16533598,0.06574871
31,-80.625,0.16795589,0.08595822
31,-80,0.16554518,0.072009034
31,-79.375,0.16686681,0.08171677
31,-78.75,0.16750187,0.09582494
31,-78.125,0.16881023,0.10887473
31,-77.5,0.17123157,0.16538267
31,-76.875,0.17061886,0.16695172
31,-76.25,0.16830213,0.1288701
31,-75.625,0.1692072,0.16177806
31,-75,0.16799107,0.13314316
31,-74.375,0.16530168,0.09089567
31,-73.75,0.16333681,0.08523224
31,-73.125,0.16885267,0.20250435
31,-72.5,0.16797015,0.31028897
31,-71.875,0.16463935,0.34173265
31,-71.25,0.16179875,0.36049423
31,-70.625,0.15997289,0.36925837
31,-70,0.15941201,0.37210616
31,-69.375,0.15984643,0.37090847
31,-68.75,0.15931533,0.36699867
31,-68.125,0.15985927,0.36433554
31,-67.5,0.1612601,0.36080188
31.5,-125,0.13357534,0.35689014
31.5,-124.375,0.13387488,0.3531169
31.5,-123.75,0.13477054,0.34991348
31.5,-123.125,0.13552307,0.3491065
31.5,-122.5,0.13628799,0.35063383
31.5,-121.875,0.1366347,0.34875885
31.5,-121.25,0.13820326,0.34655645
31.5,-120.625,0.13830525,0.34658313
31.5,-120,0.13715793,0.34327626
31.5,-119.375,0.13675568,0.3370565
31.5,-118.75,0.13613479,0.3346454
31.5,-118.125,0.13517019,0.33157372
31.5,-117.5,0.13496564,0.32949373
31.5,-116.875,0.13435182,0.33107442
31.5,-116.25,0.19628617,0.38928166
31.5,-115.625,0.19834688,0.40487894
31.5,-115,0.19928724,0.42061436
31.5,-114.375,0.20033452,0.43365774
31.5,-113.75,0.20064361,0.42040682
31.5,-113.125,0.20038441,0.4284389
31.5,-112.5,0.20176698,0.42675227
31.5,-111.875,0.20324104,0.41409108
31.5,-111.25,0.20564847,0.40703285
31.5,-110.625,0.20556025,0.36274225
31.5,-110,0.20721516,0.28962815
31.5,-109.375,0.20254165,0.23603892
31.5,-108.75,0.20267086,0.17932966
31.5,-108.125,0.2058101,0.1072969
31.5,-107.5,0.20960529,0.09540405
31.5,-106.875,0.21188293,0.17702547
31.5,-106.25,0.20995575,0.20467937
31.5,-105.625,0.20708686,0.16727473
31.5,-105,0.20585407,0.16472518
31.5,-104.375,0.20522787,0.1795044
31.5,-103.75,0.20486434,0.18440796
31.5,-103.125,0.20522676,0.17034027
31.5,-102.5,0.20645784,0.17050059
31.5,-101.875,0.20997697,0.15386893
31.5,-101.25,0.21192926,0.16552116
31.5,-100.625,0.2126156,0.20359498
31.5,-100,0.21332598,0.22718632
31.5,-99.375,0.21276467,0.25269356
31.5,-98.75,0.21320559,0.24424691
31.5,-98.125,0.21410069,0.23922566
31.5,-97.5,0.21438432,0.22590047
31.5,-96.875,0.21363539,0.24714483
31.5,-96.25,0.21251926,0.24928445
31.5,-95.625,0.20919403,0.27826348
31.5,-95,0.20467411,0.2694431
31.5,-94.375,0.2029075,0.26745987
31.5,-93.75,0.20215008,0.3149904
31.5,-93.125,0.19973984,0.32969
31.5,-92.5,0.19679171,0.3516094
31.5,-91.875,0.19302057,0.33642414
31.5,-91.25,0.18996558,0.31806612
31.5,-90.625,0.18730563,0.30635548
31.5,-90,0.18522733,0.30017117
31.5,-89.375,0.18371391,0.2975941
31.5,-88.75,0.1812756,0.30639368
31.5,-88.125,0.17924656,0.28615323
31.5,-87.5,0.17637372,0.27272323
31.5,-86.875,0.1729792,0.1819371
31.5,-86.25,0.16724053,0.0901736
31.5,-85.625,0.16578218,0.077673614
31.5,-85,0.16624059,0.08180919
31.5,-84.375,0.16770504,0.08597819
31.5,-83.75,0.16607144,0.09571403
31.5,-83.125,0.16950718,0.14877608
31.5,-82.5,0.16748905,0.11089046
31.5,-81.875,0.16467533,0.07333024
31.5,-81.25,0.16484354,0.06759638
31.5,-80.625,0.16482526,0.06431421
31.5,-80,0.16457112,0.06377611
31.5,-79.375,0.16519015,0.061455492
31.5,-78.75,0.16574886,0.06478792
31.5,-78.125,0.16511542,0.064537145
31.5,-77.5,0.16638732,0.07198111
31.5,-76.875,0.1672191,0.08464931
31.5,-76.25,0.1707417,0.15133034
31.5,-75.625,0.1705016,0.19869083
31.5,-75,0.16999075,0.21579857
31.5,-74.375,0.16861187,0.17650416
31.5,-73.75,0.16783641,0.15414818
31.5,-73.125,0.16408993,0.100593716
31.5,-72.5,0.16759062,0.14458914
31.5,-71.875,0.17009836,0.3043059
31.5,-71.25,0.1659611,0.3431074
31.5,-70.625,0.16130723,0.3647781
31.5,-70,0.15768664,0.3768748
31.5,-69.375,0.15611458,0.3833393
31.5,-68.75,0.15665993,0.38449284
31.5,-68.125,0.1572905,0.38177812
31.5,-67.5,0.15763742,0.37665224
32,-125,0.13170227,0.3735579
32,-124.375,0.13326593,0.37198195
32,-123.75,0.13396396,0.37055227
32,-123.125,0.1344057,0.36570138
32,-122.5,0.13509981,0.36484846
32,-121.875,0.13543145,0.3660514
32,-121.25,0.1361585,0.3636033
32,-120.625,0.13775219,0.36037746
32,-120,0.13800941,0.35890886
32,-119.375,0.13695838,0.35341507
32,-118.75,0.13614567,0.34744823
32,-118.125,0.1359252,0.34580663
32,-117.5,0.13591407,0.3420084
32,-116.875,0.13490541,0.3391523
32,-116.25,0.13399565,0.33814976
32,-115.625,0.19578949,0.40536976
32,-115,0.19775788,0.41993937
32,-114.375,0.19858563,0.41180366
