lat,lon,solar_cf,wind_cf
26.5,-79.375,0.17016737,0.16782841
26.5,-78.75,0.16780813,0.16347355
26.5,-78.125,0.16630001,0.19364607
26.5,-77.5,0.16650297,0.23747076
26.5,-76.875,0.16844893,0.26859108
26.5,-76.25,0.16981325,0.27497324
26.5,-75.625,0.17058565,0.28311396
26.5,-75,0.17057487,0.29094863
26.5,-74.375,0.17179796,0.29749307
26.5,-73.75,0.17173444,0.29503202
26.5,-73.125,0.17260642,0.29379535
26.5,-72.5,0.17329252,0.293365
26.5,-71.875,0.17226614,0.29246306
26.5,-71.25,0.17248325,0.24014363
26.5,-70.625,0.1720109,0.23733646
26.5,-70,0.17081198,0.23644708
26.5,-69.375,0.16992365,0.23650011
26.5,-68.75,0.16818538,0.23728365
26.5,-68.125,0.16755186,0.23838776
26.5,-67.5,0.16723673,0.23826478
27,-125,0.12900975,0.2887356
27,-124.375,0.12958308,0.28693646
27,-123.75,0.13052416,0.2869778
27,-123.125,0.13218522,0.28449956
27,-122.5,0.13329855,0.28302047
27,-121.875,0.18861191,0.2909011
27,-121.25,0.1902054,0.28864312
27,-120.625,0.19055378,0.28646526
27,-120,0.19234134,0.28420532
27,-119.375,0.19470346,0.28115737
27,-118.75,0.19784103,0.28086138
27,-118.125,0.19987214,0.28236264
27,-117.5,0.20246877,0.283467
27,-116.875,0.20552255,0.28492817
27,-116.25,0.20725359,0.2839903
27,-115.625,0.20831689,0.28377756
27,-115,0.211244,0.28280085
27,-114.375,0.2117024,0.2851374
27,-113.75,0.21256633,0.28880095
27,-113.125,0.21420026,0.2941039
27,-112.5,0.2147115,0.30194238
27,-111.875,0.2162722,0.31398642
27,-111.25,0.2184885,0.29781827
27,-110.625,0.2157155,0.23888907
27,-110,0.21194686,0.15510556
27,-109.375,0.20772414,0.105113566
27,-108.75,0.2055345,0.14115441
27,-108.125,0.20202354,0.15746485
27,-107.5,0.19828914,0.16727875
27,-106.875,0.19459492,0.13304158
27,-106.25,0.193108,0.084562
27,-105.625,0.19358777,0.04536924
27,-105,0.19486786,0.027032271
27,-104.375,0.20018387,0.033479948
27,-103.75,0.21073535,0.120816134
27,-103.125,0.213424,0.17754
27,-102.5,0.20993547,0.17289928
27,-101.875,0.20946655,0.16143543
27,-101.25,0.20823087,0.14095041
27,-100.625,0.20782582,0.12660693
27,-100,0.20876339,0.13260563
27,-99.375,0.20637394,0.10235103
27,-98.75,0.20243411,0.087014556
27,-98.125,0.19968025,0.118706666
27,-97.5,0.1969928,0.16848893
27,-96.875,0.19360994,0.26305154
27,-96.25,0.19157729,0.33624086
27,-95.625,0.18953714,0.33884138
27,-95,0.18559518,0.3194304
27,-94.375,0.18123703,0.3504114
27,-93.75,0.17661974,0.38556156
27,-93.125,0.17414954,0.34993827
27,-92.5,0.17364468,0.3253292
27,-91.875,0.17434967,0.30935016
27,-91.25,0.1742295,0.2989679
27,-90.625,0.17493746,0.2902628
27,-90,0.17547436,0.28237087
27,-89.375,0.17484765,0.27462423
27,-88.75,0.17524968,0.2673502
27,-88.125,0.17560336,0.2622547
27,-87.5,0.1757537,0.25932166
27,-86.875,0.17571478,0.25700277
27,-86.25,0.17581818,0.25516394
27,-85.625,0.17566799,0.25676614
27,-85,0.17538889,0.26050794
27,-84.375,0.17510203,0.26419502
27,-83.75,0.17424892,0.26599267
27,-83.125,0.17445607,0.2642039
27,-82.5,0.17438252,0.26037568
27,-81.875,0.17412697,0.25306875
27,-81.25,0.17357303,0.23881875
27,-80.625,0.17299493,0.22207522
27,-80,0.17278582,0.2066342
27,-79.375,0.17223904,0.18743408
27,-78.75,0.17055842,0.16578525
27,-78.125,0.16886535,0.1713476
27,-77.5,0.16689494,0.20150788
27,-76.875,0.16634497,0.24864608
27,-76.25,0.16817346,0.28301767
27,-75.625,0.16904317,0.28947806
27,-75,0.16917576,0.29557386
27,-74.375,0.17002572,0.3005429
27,-73.75,0.17119826,0.30135223
27,-73.125,0.17229585,0.29820934
27,-72.5,0.17210867,0.2950849
27,-71.875,0.17247096,0.29229683
27,-71.25,0.17233449,0.24006309
27,-70.625,0.1724539,0.23786749
27,-70,0.17188929,0.23548356
27,-69.375,0.16983198,0.23509644
27,-68.75,0.16935895,0.23489246
27,-68.125,0.16747165,0.23482281
27,-67.5,0.16713667,0.23713513
27.5,-125,0.12900156,0.29135478
27.5,-124.375,0.12912346,0.28845605
27.5,-123.75,0.12939587,0.28882417
27.5,-123.125,0.13089322,0.2896043
27.5,-122.5,0.13297263,0.2877665
27.5,-121.875,0.13361338,0.28655922
27.5,-121.25,0.18843693,0.2993916
27.5,-120.625,0.19096553,0.29823086
27.5,-120,0.19280599,0.29723668
27.5,-119.375,0.19385748,0.29616824
27.5,-118.75,0.19593689,0.2947695
27.5,-118.125,0.19915563,0.29526445
27.5,-117.5,0.20045337,0.29595
27.5,-116.875,0.20249182,0.29731485
27.5,-116.25,0.205754,0.29939565
27.5,-115.625,0.20808765,0.2997404
27.5,-115,0.20955588,0.3006661
27.5,-114.375,0.2124189,0.2951951
27.5,-113.75,0.21332441,0.2945677
27.5,-113.125,0.21417886,0.29853305
27.5,-112.5,0.2154542,0.3008521
27.5,-111.875,0.2149733,0.3095839
27.5,-111.25,0.21902506,0.27566642
27.5,-110.625,0.21832824,0.26503477
27.5,-110,0.21453962,0.20169368
27.5,-109.375,0.21121898,0.14691767
27.5,-108.75,0.20799159,0.13150801
27.5,-108.125,0.206647,0.175761
27.5,-107.5,0.20244437,0.17380106
27.5,-106.875,0.19878745,0.15074344
27.5,-106.25,0.19493294,0.11376498
27.5,-105.625,0.19482261,0.07277418
27.5,-105,0.19547606,0.037825827
27.5,-104.375,0.19786316,0.02910856
27.5,-103.75,0.2043918,0.061943766
27.5,-103.125,0.21592522,0.19176178
27.5,-102.5,0.21274146,0.19114104
27.5,-101.875,0.20970453,0.18051338
27.5,-101.25,0.20913348,0.16992396
27.5,-100.625,0.20986569,0.15613158
27.5,-100,0.20767702,0.14047784
27.5,-99.375,0.20765184,0.15901189
27.5,-98.75,0.20889525,0.18537363
27.5,-98.125,0.20036599,0.12898804
27.5,-97.5,0.19477893,0.14742753
27.5,-96.875,0.1936092,0.2293492
27.5,-96.25,0.19186687,0.3022678
27.5,-95.625,0.18978815,0.3336761
27.5,-95,0.18692528,0.33103514
27.5,-94.375,0.1845843,0.30906498
27.5,-93.75,0.18082276,0.33200783
27.5,-93.125,0.17638591,0.36984807
27.5,-92.5,0.17457269,0.33907682
27.5,-91.875,0.17343813,0.31909537
27.5,-91.25,0.17361583,0.30612165
27.5,-90.625,0.17299855,0.296304
27.5,-90,0.17371912,0.28749865
27.5,-89.375,0.17422646,0.27979866
27.5,-88.75,0.174432,0.27149415
27.5,-88.125,0.1743853,0.26413107
27.5,-87.5,0.17498028,0.25796574
27.5,-86.875,0.17520161,0.25446245
27.5,-86.25,0.1753028,0.25241196
27.5,-85.625,0.1754666,0.2528269
27.5,-85,0.17451386,0.2546164
27.5,-84.375,0.17343709,0.25791386
27.5,-83.75,0.17248234,0.26168227
27.5,-83.125,0.1721881,0.26369587
27.5,-82.5,0.17278302,0.2635119
27.5,-81.875,0.1730081,0.25959015
27.5,-81.25,0.17273584,0.25067493
27.5,-80.625,0.17278233,0.23651895
27.5,-80,0.17310978,0.22196217
27.5,-79.375,0.17368416,0.20899343
27.5,-78.75,0.17314184,0.1828165
27.5,-78.125,0.17214431,0.1686444
27.5,-77.5,0.17116497,0.17856324
27.5,-76.875,0.16929321,0.20873238
27.5,-76.25,0.16861778,0.26890928
27.5,-75.625,0.16844282,0.29679066
27.5,-75,0.16918556,0.30539808
27.5,-74.375,0.16909009,0.31082073
27.5,-73.75,0.16934413,0.31176117
27.5,-73.125,0.17024937,0.30803776
27.5,-72.5,0.17129743,0.30332148
27.5,-71.875,0.17100747,0.29854542
27.5,-71.25,0.17107825,0.24486588
27.5,-70.625,0.17126738,0.24020818
27.5,-70,0.17249484,0.23831096
27.5,-69.375,0.17125864,0.23705809
27.5,-68.75,0.1699662,0.2359693
27.5,-68.125,0.16857341,0.2352017
27.5,-67.5,0.16725662,0.23462881
28,-125,0.12914078,0.2885967
28,-124.375,0.12915973,0.29000977
28,-123.75,0.12995458,0.29019946
28,-123.125,0.1308657,0.2924088
28,-122.5,0.13158196,0.2940606
28,-121.875,0.13278271,0.29273003
28,-121.25,0.13385649,0.2913588
28,-120.625,0.1894859,0.30880576
28,-120,0.1914281,0.30905774
28,-119.375,0.19433065,0.31006414
28,-118.75,0.1959114,0.311069
28,-118.125,0.19685873,0.31163138
28,-117.5,0.20039032,0.31258473
28,-116.875,0.2015867,0.31279814
28,-116.25,0.20417783,0.31381994
28,-115.625,0.20751494,0.31510338
28,-115,0.2096959,0.31619093
28,-114.375,0.2108098,0.31516054
28,-113.75,0.2132087,0.30246165
28,-113.125,0.21417066,0.30042934
28,-112.5,0.21501751,0.3056009
28,-111.875,0.21634363,0.30676982
28,-111.25,0.21500096,0.29101136
28,-110.625,0.21963899,0.2326558
28,-110,0.21667926,0.23195168
28,-109.375,0.2142528,0.17481656
28,-108.75,0.21050362,0.16558127
28,-108.125,0.20727925,0.17319833
28,-107.5,0.20504,0.15254259
28,-106.875,0.20155634,0.14910458
28,-106.25,0.19826487,0.12508059
28,-105.625,0.19650765,0.102769196
28,-105,0.19762158,0.06816513
28,-104.375,0.19772495,0.03883433
28,-103.75,0.201938,0.046398155
28,-103.125,0.20873475,0.09701078
28,-102.5,0.21699713,0.2066601
28,-101.875,0.21287581,0.1868188
28,-101.25,0.2087096,0.1562571
28,-100.625,0.20833682,0.16351835
28,-100,0.20946048,0.18837813
28,-99.375,0.20854525,0.18274051
28,-98.75,0.20783728,0.15934983
28,-98.125,0.20693061,0.19608976
28,-97.5,0.19887781,0.13996279
28,-96.875,0.1958228,0.18331672
28,-96.25,0.19276555,0.25710377
28,-95.625,0.18992658,0.2887995
28,-95,0.18763374,0.30277964
28,-94.375,0.18544406,0.31313214
28,-93.75,0.18295504,0.30129635
28,-93.125,0.17970929,0.30541584
28,-92.5,0.17673402,0.33826947
28,-91.875,0.17404151,0.32283133
28,-91.25,0.17310172,0.30919468
