,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
89,Colorado Bend Energy Center,56350_G_ST1,56350,G,ST1,,Combined Cycle,,ERC_REST,Texas,48.0,Wharton,481.0,48481.0,101.0,8386.0,2007.0,9999.0,,,N,Natural Gas,,,,DLNB + LNB + NH3,SCR,2007.0,,,,,,,,0.01482,0.01482,0.01482,0.01482,,,,,,,,,,,,Natural Gas,56350.0,29.2878,-96.0683,,,,,,,,3.6509190329230177,117.0,POINT (-96.06829999999999 29.2878),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,4.0,32.118,10311.071587372166,40.400000000000006,0.0,13170.0,3.5999999999999996,34.216607010092424,1,0.0,1,1,0,False,False,False,56350+ST1,,,,,,,,,,,,
90,Colorado Bend Energy Center,56350_G_ST2,56350,G,ST2,,Combined Cycle,,ERC_REST,Texas,48.0,Wharton,481.0,48481.0,103.0,8386.0,2008.0,9999.0,,,N,Natural Gas,,,,DLNB + LNB + NH3,SCR,2008.0,,,,,,,,0.01541,0.01541,0.01541,0.01541,,,,,,,,,,,,Natural Gas,56350.0,29.2878,-96.0683,,,,,,,,3.6509190329230177,117.0,POINT (-96.06829999999999 29.2878),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,4.0,32.754,10515.251222765673,41.2,0.0,13170.0,3.5999999999999996,34.216607010092424,1,0.0,1,1,0,False,False,False,56350+ST2,,,,,,,,,,,,
92,CFB Power Plant,56708_B_H1101,56708,B,H1101,,O/G Steam,,ERC_REST,Texas,48.0,Calhoun,57.0,48057.0,143.0,11844.0,2012.0,9999.0,FBC,dry,N,Natural Gas,,,,CF + LNB + NH3,SNCR,,2012.0,,,,,,0.178,0.21605,0.21605,0.21605,0.21605,,,,,,,,,,,,Natural Gas,56708.0,28.650278,-96.539722,,,,,,,,3.6509190329230177,117.0,POINT (-96.539722 28.650278),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,7.0,33.033,14598.843930635838,57.2,0.0,37800.0,4.47,47.71148502594022,1,0.0,1,1,0,False,False,False,56708+H1101,,,,,,,,,,,,
93,CFB Power Plant,56708_B_H1201,56708,B,H1201,,O/G Steam,,ERC_REST,Texas,48.0,Calhoun,57.0,48057.0,143.0,11844.0,2012.0,9999.0,FBC,dry,N,Natural Gas,,,,CF + LNB + NH3,SNCR,,2012.0,,,,,,0.178,0.21605,0.21605,0.21605,0.21605,,,,,,,,,,,,Natural Gas,56708.0,28.650278,-96.539722,,,,,,,,3.6509190329230177,117.0,POINT (-96.539722 28.650278),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,7.0,33.033,14598.843930635838,57.2,0.0,37800.0,4.47,47.71148502594022,1,0.0,1,1,0,False,False,False,56708+H1201,,,,,,,,,,,,
111,OCI Alamo Solar I,58537_G_ASTRO,58537,G,ASTRO,,Batteries,,ERC_REST,Texas,48.0,Bexar,29.0,48029.0,1.0,0.0,2016.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,58537.0,29.271667,-98.444722,58537.0,0.3,1,1,Batteries,0.81,0.0,0.0,0.0,POINT (-98.444722 29.271667),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,58537+ASTRO,,,,,,,,,,,,
124,Colorado Bend II,60122_G_CT7,60122,G,CT7,91195.0,Combined Cycle,,ERC_REST,Texas,48.0,Wharton,481.0,48481.0,313.2,6250.0,2017.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.00786,0.00786,0.00786,0.00786,,,,,,,,,,,,Natural Gas,60122.0,29.289415,-96.065399,,,,,,,,3.6509190329230177,117.0,POINT (-96.065399 29.289415),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,4.0,99.5976,31974.530902623388,125.28,0.0,13170.0,3.5999999999999996,26.418243955768858,1,0.0,1,1,0,False,False,False,60122+CT7,,,,,,,,,,,,
125,Colorado Bend II,60122_G_CT8,60122,G,CT8,91196.0,Combined Cycle,,ERC_REST,Texas,48.0,Wharton,481.0,48481.0,313.2,6250.0,2017.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.00786,0.00786,0.00786,0.00786,,,,,,,,,,,,Natural Gas,60122.0,29.289415,-96.065399,,,,,,,,3.6509190329230177,117.0,POINT (-96.065399 29.289415),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,4.0,99.5976,31974.530902623388,125.28,0.0,13170.0,3.5999999999999996,26.418243955768858,1,0.0,1,1,0,False,False,False,60122+CT8,,,,,,,,,,,,
126,Colorado Bend II,60122_G_STG9,60122,G,STG9,,Combined Cycle,,ERC_REST,Texas,48.0,Wharton,481.0,48481.0,461.4,6250.0,2017.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.00786,0.00786,0.00786,0.00786,,,,,,,,,,,,Natural Gas,60122.0,29.289415,-96.065399,,,,,,,,3.6509190329230177,117.0,POINT (-96.065399 29.289415),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,4.0,146.7252,47104.24188528235,184.56,0.0,13170.0,3.5999999999999996,26.418243955768858,1,0.0,1,1,0,False,False,False,60122+STG9,,,,,,,,,,,,
131,South Texas Project,6251_G_1,6251,G,1,,Nuclear,,ERC_REST,Texas,48.0,Matagorda,321.0,48321.0,1280.0,10456.0,1988.0,2068.0,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6251.0,28.795,-96.0481,,,,,,,,0.6559195578450814,0.0,POINT (-96.04810000000001 28.795),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,20.0,102.4,653374.8332592263,1152.0,0.0,93280.0,2.14,8.99829489682817,0,0.0,1,1,0,False,False,False,6251+1,,,,,,,,,,,,
132,South Texas Project,6251_G_2,6251,G,2,,Nuclear,,ERC_REST,Texas,48.0,Matagorda,321.0,48321.0,1280.0,10456.0,1989.0,2069.0,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6251.0,28.795,-96.0481,,,,,,,,0.6559195578450814,0.0,POINT (-96.04810000000001 28.795),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,20.0,102.4,653374.8332592263,1152.0,0.0,93280.0,2.14,8.99829489682817,0,0.0,1,1,0,False,False,False,6251+2,,,,,,,,,,,,
135,Arthur Von Rosenberg,7512_G_1,7512,G,1,2484.0,Combined Cycle,,ERC_REST,Texas,48.0,Bexar,29.0,48029.0,157.0,7178.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2000.0,,,,,,,0.5,0.02878,0.02878,0.02878,0.02878,,,,,,,,,,,,Natural Gas,7512.0,29.257046,-98.384045,,,,,,,,3.6509190329230177,117.0,POINT (-98.384045 29.257046),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,4.0,49.926,16028.101378390395,62.800000000000004,0.0,13170.0,3.5999999999999996,29.80629681832142,1,0.0,1,1,0,False,False,False,7512+1,,,,,,,,,,,,
136,Arthur Von Rosenberg,7512_G_2,7512,G,2,2485.0,Combined Cycle,,ERC_REST,Texas,48.0,Bexar,29.0,48029.0,157.0,7178.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2000.0,,,,,,,0.5,0.02878,0.02878,0.02878,0.02878,,,,,,,,,,,,Natural Gas,7512.0,29.257046,-98.384045,,,,,,,,3.6509190329230177,117.0,POINT (-98.384045 29.257046),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,4.0,49.926,16028.101378390395,62.800000000000004,0.0,13170.0,3.5999999999999996,29.80629681832142,1,0.0,1,1,0,False,False,False,7512+2,,,,,,,,,,,,
137,Arthur Von Rosenberg,7512_G_3,7512,G,3,,Combined Cycle,,ERC_REST,Texas,48.0,Bexar,29.0,48029.0,160.0,7178.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2000.0,,,,,,,0.5,0.02878,0.02878,0.02878,0.02878,,,,,,,,,,,,Natural Gas,7512.0,29.257046,-98.384045,,,,,,,,3.6509190329230177,117.0,POINT (-98.384045 29.257046),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,4.0,50.88,16334.370831480657,64.0,0.0,13170.0,3.5999999999999996,29.80629681832142,1,0.0,1,1,0,False,False,False,7512+3,,,,,,,,,,,,
144,Thomas C Ferguson,4937_G_CT-1,4937,G,CT-1,90812.0,Combined Cycle,,ERC_REST,Texas,48.0,Llano,299.0,48299.0,168.0,7050.0,2014.0,9999.0,Other,,N,Natural Gas,,,,DLNB + NH3,SCR,2014.0,,,,,,,,0.00598,0.00598,0.00598,0.00598,,,,,,,,,,,,Natural Gas,4937.0,30.558,-98.3705,,,,,,,,3.6509190329230177,117.0,POINT (-98.37050000000001 30.558),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,53.424,17151.089373054692,67.2,0.0,13170.0,3.5999999999999996,29.338979182107273,1,0.0,1,1,0,False,False,False,4937+CT-1,,,,,,,,,,,,
145,Thomas C Ferguson,4937_G_CT-2,4937,G,CT-2,90813.0,Combined Cycle,,ERC_REST,Texas,48.0,Llano,299.0,48299.0,168.0,7050.0,2014.0,9999.0,Other,,N,Natural Gas,,,,DLNB + NH3,SCR,2014.0,,,,,,,,0.00598,0.00598,0.00598,0.00598,,,,,,,,,,,,Natural Gas,4937.0,30.558,-98.3705,,,,,,,,3.6509190329230177,117.0,POINT (-98.37050000000001 30.558),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,53.424,17151.089373054692,67.2,0.0,13170.0,3.5999999999999996,29.338979182107273,1,0.0,1,1,0,False,False,False,4937+CT-2,,,,,,,,,,,,
146,Thomas C Ferguson,4937_G_STG,4937,G,STG,,Combined Cycle,,ERC_REST,Texas,48.0,Llano,299.0,48299.0,180.0,7050.0,2014.0,9999.0,,,N,Natural Gas,,,,DLNB + NH3,SCR,2014.0,,,,,,,,0.00598,0.00598,0.00598,0.00598,,,,,,,,,,,,Natural Gas,4937.0,30.558,-98.3705,,,,,,,,3.6509190329230177,117.0,POINT (-98.37050000000001 30.558),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,57.24,18376.16718541574,72.0,0.0,13170.0,3.5999999999999996,29.338979182107273,1,0.0,1,1,0,False,False,False,4937+STG,,,,,,,,,,,,
147,Hal C Weaver Power Plant,50118_G_GEN10,50118,G,GEN10,,Combined Cycle,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,33.0,7130.0,2010.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.02721,0.02721,0.02721,0.02721,,,,,,,,,,,,Natural Gas,50118.0,30.2867,-97.7356,,,,,,,,3.6509190329230177,117.0,POINT (-97.73560000000001 30.2867),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,21.087,3368.9639839928855,13.200000000000001,0.0,13170.0,3.5999999999999996,29.631052704741116,1,0.0,1,1,0,False,False,False,50118+GEN10,,,,,,,,,,,,
152,Hal C Weaver Power Plant,50118_G_GEN9,50118,G,GEN9,,Combined Cycle,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,26.1,7130.0,2004.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.02721,0.02721,0.02721,0.02721,,,,,,,,,,,,Natural Gas,50118.0,30.2867,-97.7356,,,,,,,,3.6509190329230177,117.0,POINT (-97.73560000000001 30.2867),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,16.6779,2664.544241885282,10.440000000000001,0.0,13170.0,3.5999999999999996,29.631052704741116,1,0.0,1,1,0,False,False,False,50118+GEN9,,,,,,,,,,,,
153,Tenaska Frontier Generation Station,55062_G_GTG1,55062,G,GTG1,3843.0,Combined Cycle,,ERC_FRNT,Texas,48.0,Grimes,185.0,48185.0,155.0,7077.0,2000.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03723,0.03723,0.03723,0.03723,,,,,,,,,,,,Natural Gas,55062.0,30.5924,-95.9178,,,,,,,,3.6509190329230177,117.0,POINT (-95.9178 30.5924),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,29.437553995996197,1,0.0,1,1,0,False,False,False,55062+GTG1,,,,,,,,,,,,
154,Tenaska Frontier Generation Station,55062_G_GTG2,55062,G,GTG2,3844.0,Combined Cycle,,ERC_FRNT,Texas,48.0,Grimes,185.0,48185.0,155.0,7077.0,2000.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03723,0.03723,0.03723,0.03723,,,,,,,,,,,,Natural Gas,55062.0,30.5924,-95.9178,,,,,,,,3.6509190329230177,117.0,POINT (-95.9178 30.5924),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,29.437553995996197,1,0.0,1,1,0,False,False,False,55062+GTG2,,,,,,,,,,,,
155,Tenaska Frontier Generation Station,55062_G_GTG3,55062,G,GTG3,3845.0,Combined Cycle,,ERC_FRNT,Texas,48.0,Grimes,185.0,48185.0,155.0,7077.0,2000.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03723,0.03723,0.03723,0.03723,,,,,,,,,,,,Natural Gas,55062.0,30.5924,-95.9178,,,,,,,,3.6509190329230177,117.0,POINT (-95.9178 30.5924),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,29.437553995996197,1,0.0,1,1,0,False,False,False,55062+GTG3,,,,,,,,,,,,
156,Tenaska Frontier Generation Station,55062_G_STG1,55062,G,STG1,,Combined Cycle,,ERC_FRNT,Texas,48.0,Grimes,185.0,48185.0,395.0,7077.0,2000.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03723,0.03723,0.03723,0.03723,,,,,,,,,,,,Natural Gas,55062.0,30.5924,-95.9178,,,,,,,,3.6509190329230177,117.0,POINT (-95.9178 30.5924),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,125.61,40325.47799021787,158.0,0.0,13170.0,3.5999999999999996,29.437553995996197,1,0.0,1,1,0,False,False,False,55062+STG1,,,,,,,,,,,,
157,Rio Nogales Power Project,55137_G_CTG1,55137,G,CTG1,3975.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,163.0,7050.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,,3.6509190329230177,117.0,POINT (-97.973215 29.593056),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,51.834,16640.64028457092,65.2,0.0,13170.0,3.5999999999999996,29.338979182107273,1,0.0,1,1,0,False,False,False,55137+CTG1,,,,,,,,,,,,
158,Rio Nogales Power Project,55137_G_CTG2,55137,G,CTG2,3976.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,163.0,7050.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,,3.6509190329230177,117.0,POINT (-97.973215 29.593056),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,51.834,16640.64028457092,65.2,0.0,13170.0,3.5999999999999996,29.338979182107273,1,0.0,1,1,0,False,False,False,55137+CTG2,,,,,,,,,,,,
159,Rio Nogales Power Project,55137_G_CTG3,55137,G,CTG3,3977.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,163.0,7050.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,,3.6509190329230177,117.0,POINT (-97.973215 29.593056),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,51.834,16640.64028457092,65.2,0.0,13170.0,3.5999999999999996,29.338979182107273,1,0.0,1,1,0,False,False,False,55137+CTG3,,,,,,,,,,,,
160,Rio Nogales Power Project,55137_G_STG1,55137,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,323.0,7050.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.0294,0.0294,0.0294,0.0294,,,,,,,,,,,,Natural Gas,55137.0,29.593056,-97.973215,,,,,,,,3.6509190329230177,117.0,POINT (-97.973215 29.593056),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,102.714,32975.01111605158,129.20000000000002,0.0,13170.0,3.5999999999999996,29.338979182107273,1,0.0,1,1,0,False,False,False,55137+STG1,,,,,,,,,,,,
161,Hays Energy Project,55144_G_U1,55144,G,U1,4002.0,Combined Cycle,,ERC_REST,Texas,48.0,Hays,209.0,48209.0,215.0,7474.0,2002.0,9999.0,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.01233,0.01233,0.01233,0.01233,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,,3.6509190329230177,117.0,POINT (-97.9894 29.7806),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,68.37,21949.310804802135,86.0,0.0,13170.0,3.5999999999999996,30.886968852066637,1,0.0,1,1,0,False,False,False,55144+U1,,,,,,,,,,,,
162,Hays Energy Project,55144_G_U2,55144,G,U2,4003.0,Combined Cycle,,ERC_REST,Texas,48.0,Hays,209.0,48209.0,215.0,7452.0,2002.0,9999.0,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.0128,0.0128,0.0128,0.0128,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,,3.6509190329230177,117.0,POINT (-97.9894 29.7806),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,68.37,21949.310804802135,86.0,0.0,13170.0,3.5999999999999996,30.806648633342327,1,0.0,1,1,0,False,False,False,55144+U2,,,,,,,,,,,,
163,Hays Energy Project,55144_G_U3,55144,G,U3,4004.0,Combined Cycle,,ERC_REST,Texas,48.0,Hays,209.0,48209.0,224.0,7473.0,2002.0,9999.0,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.01212,0.01212,0.01212,0.01212,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,,3.6509190329230177,117.0,POINT (-97.9894 29.7806),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,71.232,22868.11916407292,89.60000000000001,0.0,13170.0,3.5999999999999996,30.88331793303371,1,0.0,1,1,0,False,False,False,55144+U3,,,,,,,,,,,,
164,Hays Energy Project,55144_G_U4,55144,G,U4,4005.0,Combined Cycle,,ERC_REST,Texas,48.0,Hays,209.0,48209.0,227.0,7446.0,2002.0,9999.0,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.01168,0.01168,0.01168,0.01168,,,,,,,,,,,,Natural Gas,55144.0,29.7806,-97.9894,,,,,,,,3.6509190329230177,117.0,POINT (-97.9894 29.7806),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,72.186,23174.388617163182,90.80000000000001,0.0,13170.0,3.5999999999999996,30.784743119144792,1,0.0,1,1,0,False,False,False,55144+U4,,,,,,,,,,,,
165,Guadalupe Generating Station,55153_G_CTG1,55153,G,CTG1,4028.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,148.0,7354.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03224,0.03224,0.03224,0.03224,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,3.6509190329230177,117.0,POINT (-98.14190000000001 29.6244),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,30.448858568115874,1,0.0,1,1,0,False,False,False,55153+CTG1,,,,,,,,,,,,
166,Guadalupe Generating Station,55153_G_CTG2,55153,G,CTG2,4029.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,148.0,7354.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03224,0.03224,0.03224,0.03224,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,3.6509190329230177,117.0,POINT (-98.14190000000001 29.6244),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,30.448858568115874,1,0.0,1,1,0,False,False,False,55153+CTG2,,,,,,,,,,,,
167,Guadalupe Generating Station,55153_G_CTG3,55153,G,CTG3,4030.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,148.0,7354.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03151,0.03151,0.03151,0.03151,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,3.6509190329230177,117.0,POINT (-98.14190000000001 29.6244),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,30.448858568115874,1,0.0,1,1,0,False,False,False,55153+CTG3,,,,,,,,,,,,
168,Guadalupe Generating Station,55153_G_CTG4,55153,G,CTG4,4031.0,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,148.0,7354.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03151,0.03151,0.03151,0.03151,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,3.6509190329230177,117.0,POINT (-98.14190000000001 29.6244),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,30.448858568115874,1,0.0,1,1,0,False,False,False,55153+CTG4,,,,,,,,,,,,
169,Guadalupe Generating Station,55153_G_STG1,55153,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,197.0,7354.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03224,0.03224,0.03224,0.03224,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,3.6509190329230177,117.0,POINT (-98.14190000000001 29.6244),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,62.646,20111.69408626056,78.80000000000001,0.0,13170.0,3.5999999999999996,30.448858568115874,1,0.0,1,1,0,False,False,False,55153+STG1,,,,,,,,,,,,
170,Guadalupe Generating Station,55153_G_STG2,55153,G,STG2,,Combined Cycle,,ERC_REST,Texas,48.0,Guadalupe,187.0,48187.0,197.0,7354.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03151,0.03151,0.03151,0.03151,,,,,,,,,,,,Natural Gas,55153.0,29.6244,-98.1419,,,,,,,,3.6509190329230177,117.0,POINT (-98.14190000000001 29.6244),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,62.646,20111.69408626056,78.80000000000001,0.0,13170.0,3.5999999999999996,30.448858568115874,1,0.0,1,1,0,False,False,False,55153+STG2,,,,,,,,,,,,
171,Lost Pines 1 Power Project,55154_G_CTA,55154,G,CTA,4032.0,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,169.0,7193.0,2001.0,9999.0,,,N,Natural Gas,,,,,SCR,2001.0,,,,,,,,0.02159,0.02159,0.02159,0.02159,,,,,,,,,,,,Natural Gas,55154.0,30.1478,-97.2714,,,,,,,,3.6509190329230177,117.0,POINT (-97.2714 30.1478),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,53.742,17253.179190751445,67.60000000000001,0.0,13170.0,3.5999999999999996,29.861060603815268,1,0.0,1,1,0,False,False,False,55154+CTA,,,,,,,,,,,,
172,Lost Pines 1 Power Project,55154_G_CTB,55154,G,CTB,4033.0,Combined Cycle,,ERC_REST,Texas,48.0,Bastrop,21.0,48021.0,169.0,7193.0,2001.0,9999.0,,,N,Natural Gas,,,,,SCR,2001.0,,,,,,,,0.02159,0.02159,0.02159,0.02159,,,,,,,,,,,,Natural Gas,55154.0,30.1478,-97.2714,,,,,,,,3.6509190329230177,117.0,POINT (-97.2714 30.1478),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,4.0,53.742,17253.179190751445,67.60000000000001,0.0,13170.0,3.5999999999999996,29.861060603815268,1,0.0,1,1,0,False,False,False,55154+CTB,,,,,,,,,,,,
