,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
455,Quail Run Energy Center,56349_G_CT1A,56349,G,CT1A,89698.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,72.0,8740.0,2007.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.02551,0.02551,0.02551,0.02551,,,,,,,,,,,,Natural Gas,56349.0,31.8414,-102.315,,,,,,,,3.6509190329230177,117.0,POINT (-102.315 31.8414),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,46.008,7350.466874166296,28.8,0.0,13170.0,3.5999999999999996,35.50903234774717,1,0.0,1,1,0,False,False,False,56349+CT1A,,,,,,,,,,,,
456,Quail Run Energy Center,56349_G_CT1B,56349,G,CT1B,89699.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,72.0,8740.0,2007.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.02551,0.02551,0.02551,0.02551,,,,,,,,,,,,Natural Gas,56349.0,31.8414,-102.315,,,,,,,,3.6509190329230177,117.0,POINT (-102.315 31.8414),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,46.008,7350.466874166296,28.8,0.0,13170.0,3.5999999999999996,35.50903234774717,1,0.0,1,1,0,False,False,False,56349+CT1B,,,,,,,,,,,,
457,Quail Run Energy Center,56349_G_CT2A,56349,G,CT2A,4575.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,70.0,8740.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.02225,0.02225,0.02225,0.02225,,,,,,,,,,,,Natural Gas,56349.0,31.8414,-102.315,,,,,,,,3.6509190329230177,117.0,POINT (-102.315 31.8414),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,44.730000000000004,7146.2872387727875,28.0,0.0,13170.0,3.5999999999999996,35.50903234774717,1,0.0,1,1,0,False,False,False,56349+CT2A,,,,,,,,,,,,
458,Quail Run Energy Center,56349_G_CT2B,56349,G,CT2B,4576.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,70.0,8740.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.02225,0.02225,0.02225,0.02225,,,,,,,,,,,,Natural Gas,56349.0,31.8414,-102.315,,,,,,,,3.6509190329230177,117.0,POINT (-102.315 31.8414),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,44.730000000000004,7146.2872387727875,28.0,0.0,13170.0,3.5999999999999996,35.50903234774717,1,0.0,1,1,0,False,False,False,56349+CT2B,,,,,,,,,,,,
459,Quail Run Energy Center,56349_G_ST1,56349,G,ST1,,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,98.0,8740.0,2007.0,9999.0,,,N,Natural Gas,,,,DLNB + LNB + NH3,SCR,2007.0,,,,,,,,0.02551,0.02551,0.02551,0.02551,,,,,,,,,,,,Natural Gas,56349.0,31.8414,-102.315,,,,,,,,3.6509190329230177,117.0,POINT (-102.315 31.8414),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,62.622,10004.802134281903,39.2,0.0,13170.0,3.5999999999999996,35.50903234774717,1,0.0,1,1,0,False,False,False,56349+ST1,,,,,,,,,,,,
460,Quail Run Energy Center,56349_G_ST2,56349,G,ST2,,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,100.0,8740.0,2008.0,9999.0,,,N,Natural Gas,,,,DLNB + LNB + NH3,SCR,2008.0,,,,,,,,0.02225,0.02225,0.02225,0.02225,,,,,,,,,,,,Natural Gas,56349.0,31.8414,-102.315,,,,,,,,3.6509190329230177,117.0,POINT (-102.315 31.8414),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,31.8,10208.98176967541,40.0,0.0,13170.0,3.5999999999999996,35.50903234774717,1,0.0,1,1,0,False,False,False,56349+ST2,,,,,,,,,,,,
464,Notrees Windpower,56961_G_BATT,56961,G,BATT,,Batteries,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,36.0,0.0,2012.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,56961.0,31.995,-102.828333,56961.0,13.6,36,36,Batteries,0.81,0.0,0.0,0.0,POINT (-102.828333 31.995),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,56961+BATT,,,,,,,,,,,,
505,ETT Presidio NaS Battery,60506_G_BOB,60506,G,BOB,,Batteries,,ERC_WEST,Texas,48.0,Presidio,377.0,48377.0,4.0,0.0,2010.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,60506.0,29.566263,-104.35535,60506.0,4,4,4,Batteries,0.81,0.0,0.0,0.0,POINT (-104.35535 29.566263),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,60506+BOB,,,,,,,,,,,,
445,Dermott Wind,60902_G_DERM,60902,G,DERMCOMBINED,,Onshore Wind,,ERC_WEST,Texas,48.0,Scurry,415.0,48415.0,9864.099999999999,0.0,2017.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60902.0,32.863769,-100.975128,,,,,,,,0.0,0.0,POINT (-100.975128 32.863769),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,0.0,9864.099999999999,25.82872387727879,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60902+DERM,,,,,,,,,,,,
128,"Javelina Wind Energy II, LLC",60645_G_WJ21,60645,G,WJ21COMBINED,,Onshore Wind,,ERC_REST,Texas,48.0,Webb,479.0,48479.0,4112.5,0.0,2016.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60645.0,27.44,-98.91,,,,,,,,0.0,0.0,POINT (-98.91 27.44),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,0.0,4112.5,20.417963539350822,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60645+WJ21,,,,,,,,,,,,
382,Buckthorn Wind Project,60983_G_BWIND,60983,G,BWINDCOMBINED,,Onshore Wind,,ERC_REST,Texas,48.0,Erath,143.0,48143.0,2297.6000000000004,0.0,2017.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60983.0,32.371306,-98.377389,,,,,,,,0.0,0.0,POINT (-98.37738899999999 32.371306),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,0.0,2297.6000000000004,10.260026678523788,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60983+BWIND,,,,,,,,,,,,
472,Santa Rita Wind Energy,60987_G_GEN1,60987,G,GEN1COMBINED,,Onshore Wind,,ERC_WEST,Texas,48.0,Reagan,383.0,48383.0,1623.2,0.0,2018.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60987.0,31.181377,-101.318787,,,,,,,,0.0,0.0,POINT (-101.318787 31.181377),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,0.0,1623.2,30.626945309026233,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60987+GEN1,,,,,,,,,,,,
503,Rocksprings,60217_G_RKSP,60217,G,RKSPCOMBINED,,Onshore Wind,,ERC_REST,Texas,48.0,Val Verde,465.0,48465.0,3674.4000000000005,0.0,2017.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60217.0,29.72753,-100.79431,,,,,,,,0.0,0.0,POINT (-100.79431 29.72753),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,0.0,3674.4000000000005,15.24200978212539,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60217+RKSP,,,,,,,,,,,,
