hour,EFS2020,EFS2030,EFS2040,EFS2050
1240,40112.246,44237.887,48706.426,53751.324
1241,40113.441,44239.02,48707.531,53752.398
1242,40063.82,44183.25,48645.82,53685.234
1243,41989.695,46307.117,50985.988,56271.426
1244,43174.953,47614.258,52424,57856.531
1245,42445.867,46809.641,51536.918,56876.605
1246,40579.5,44749.957,49266.016,54367.309
1247,37655.785,41523.855,45710.035,50438.805
1248,34578.895,38128.426,41967.797,46305.563
1249,32513.859,35849.582,39456.367,43532.07
1250,31507.877,34739.359,38232.309,42179.719
1251,31080.813,34267.934,37712.246,41604.789
1252,31024.361,34205.246,37642.543,41527.363
1253,31815.115,35076.926,38602.051,42586.555
1254,34423.898,37955.332,41774.164,46090.133
1255,39107.813,43124.305,47470.551,52380.344
1256,40309.758,44450.398,48930.285,53990.199
1257,39861.898,43956.516,48387.371,53392.328
1258,40074.438,44191.902,48648.758,53682.914
1259,40657.66,44836.684,49361.332,54471.164
1260,40947.648,45157.895,49717.121,54865.191
1261,41232.859,45473.73,50067.352,55253.645
1262,41975.781,46294.578,50973.559,56255.246
1263,42513.777,46889.109,51630.02,56980.656
1264,42924.504,47342.988,52130.914,57533.801
1265,43054.91,47486.879,52289.535,57708.707
1266,42589.625,46972.16,51721.367,57081.648
1267,43734.297,48233.539,53110.883,58618.383
1268,44419.457,48989.473,53942.961,59535.941
1269,43452.609,47922.188,52766.285,58236.484
1270,41513.152,45782.168,50407.758,55631.418
1271,38491.301,42447.996,46733.156,51572.387
1272,35240.105,38860.172,42778.672,47204.473
1273,32971.918,36357.309,40020.453,44158.691
1274,31718.48,34973.883,38495.047,42473.117
1275,31108.477,34300.559,37752.59,41652.816
1276,31009.227,34190.957,37631.391,41518.395
1277,31731.109,34987.133,38508.574,42487.367
1278,34228.324,37742.012,41543.887,45839.215
1279,38914.695,42913.57,47242.82,52132.164
1280,40254.871,44392.336,48871.266,53928.621
1281,39887.949,43987.77,48426.289,53438.539
1282,40255.387,44393.57,48874.75,53935.156
1283,40960.699,45172.535,49734.328,54885.379
1284,41550.07,45823.637,50453.254,55680.066
1285,42080.922,46410.223,51101.066,56396.25
1286,42730.336,47127.313,51892.145,57270.273
1287,42815.91,47221.805,51996.59,57386.051
1288,42799.57,47203.793,51976.68,57363.805
1289,42630.656,47017.305,51770.73,57135.711
1290,42211.051,46552.934,51258.07,56570.043
1291,43593.043,48076.188,52935.488,58423.527
1292,44401.066,48966.633,53914.258,59502.207
1293,43548.148,48025.238,52875.73,58354.063
1294,41542.059,45811.5,50435.156,55657.41
1295,38617.309,42584.625,46878.684,51728.535
1296,35442.316,39080.961,43016.738,47462.477
1297,33266.688,36680.086,40370.469,44539.594
1298,32137.309,35433.578,38995.914,43020.598
1299,31486.227,34714.473,38201.961,42142.531
1300,31284.258,34491.516,37955.719,41870.133
1301,31891.412,35160.914,38692.672,42683.723
1302,34537.344,38079.969,41909.082,46235.891
1303,39663.734,43737.289,48143.039,53118.574
1304,41376.277,45626.809,50223.934,55414.609
1305,41357.031,45606.023,50202.281,55392.004
1306,41543.094,45811.918,50430.938,55646.719
1307,41564.785,45836.836,50460.512,55681.289
1308,40979.918,45192.297,49752.039,54900.684
1309,40151.266,44278.246,48746.102,53791.473
1310,39611.551,43682.578,48089.984,53067.461
1311,38974.348,42979.434,47315.504,52213.008
1312,38439.086,42388.598,46664.602,51494.699
1313,38289.945,42223.547,46482.074,51292.391
1314,38721.41,42698.758,47005.824,51871.836
1315,40826.523,45020.609,49564.395,54699.066
1316,42256.023,46597.516,51300.25,56613.711
1317,42058.629,46379.867,51059.75,56346.789
1318,41338.492,45585.055,50182.809,55376.758
1319,39857.16,43950.676,48380.918,53385.121
1320,37895.813,41786.684,45996.129,50750.902
1321,36442.371,40182.84,44228.371,48798.059
1322,35735.953,39403.324,43369.035,47848.742
1323,35422.867,39057.711,42987.445,47426.102
1324,35544.844,39192.039,43135.043,47588.777
1325,36315.965,40042.695,44071.98,48622.824
1326,37884.18,41773.059,45978.883,50728.586
1327,40201.484,44330.039,48796.773,53840.133
1328,41955.359,46265.859,50930.539,56196.27
1329,42925.465,47336.887,52112.293,57502.941
1330,42801.383,47200.5,51963.234,57339.918
1331,41909.422,46217.074,50880.855,56146.16
1332,40627.816,44803.598,49324.488,54428.754
1333,39155.152,43179.141,47535.535,52454.629
1334,37860.926,41751.242,45962.965,50719.387
1335,36694.445,40464.266,44545.387,49155.109
1336,36067.168,39772.059,43782.934,48313.672
1337,35930.91,39621.246,43616.703,48130.57
1338,36498.859,40246.734,44305.227,48891.172
1339,38825.273,42813.02,47133.457,52016.273
1340,40614.055,44786.863,49307.023,54413.883
1341,40680.16,44860.262,49388.066,54502.805
1342,40257.18,44393.922,48874.027,53934.129
1343,39111.535,43130.555,47481.965,52396.016
1344,37616.172,41481.082,45664.508,50388.145
1345,36460.953,40206.625,44260.027,48836.66
1346,35811.902,39490.418,43470.355,47963.82
1347,35574.32,39228.195,43181.074,47643.684
1348,35715.875,39384.188,43352.645,47832.734
1349,36216.758,39936.848,43961.469,48504.848
1350,37356.488,41194.223,45346.91,50034.418
1351,38939.762,42940.883,47270.254,52156.469
1352,39928.965,44031.852,48471.574,53482.113
1353,40325.594,44469.238,48953.988,54016.27
1354,39630.477,43702.484,48110.082,53086.23
1355,38325.488,42263.129,46525.383,51338.332
1356,37100.906,40912.41,45037.879,49696.801
1357,36299.375,40027.77,44063.082,48620.984
1358,35564.559,39216.77,43169.602,47635.227
1359,35022.301,38618.566,42510.508,46907.523
1360,34780.234,38351.27,42215.961,46582.566
1361,34984.988,38577.098,42465.059,46858.195
1362,36061.266,39764.09,43773.352,48303.832
1363,38474.871,42427.055,46709.172,51548.992
1364,40087.672,44206.234,48668.031,53709.738
1365,39539.941,43601.934,48001.973,52973.973
1366,38174.625,42095.652,46341.605,51139.27
1367,35809.91,39486.531,43466.035,47962.801
1368,33188.375,36594,40278.113,44441.246
1369,31266.84,34473.633,37941.301,41860.41
1370,30274.113,33377.844,36732.883,40525.09
1371,29792.338,32845.867,36145.738,39875.82
1372,29870.826,32931.898,36239.777,39979.164
1373,30804.283,33961.25,37373.691,41231.523
1374,33617.387,37064.473,40792.887,45007.66
1375,38352.035,42288.676,46548.727,51362.211
1376,39878.773,43972.938,48402.578,53406.801
1377,39589.121,43653.66,48050.891,53018.469
1378,39863.805,43957.176,48386.004,53389.281
1379,40273.359,44409.996,48886.336,53942.957
1380,40196.57,44325.59,48793.695,53840.988
1381,39870.789,43966.477,48398.895,53406.031
1382,39722.016,43802.535,48218.922,53208.207
1383,39471.66,43526.598,47914.934,52872.297
1384,39266.141,43299.922,47665.383,52596.914
1385,39345.895,43387.508,47761.148,52701.938
1386,39810.938,43899.793,48324.855,53324.078
1387,41746.691,46034.652,50676.918,55922.563
1388,42752.262,47144.266,51899.254,57271.656
1389,41911.867,46217.324,50877.98,56143.789
1390,40008.191,44117.324,48564.145,53588.188
1391,37047.551,40851.152,44965.352,49613.418
1392,33893.473,37371.176,41130.676,45378.352
1393,31708.246,34960.012,38474.016,42445.125
1394,30519.717,33648.535,37028.711,40848.871
1395,29984.723,33058.227,36378.434,40131.066
1396,29907.23,32972.77,36284.605,40027.84
1397,30588.061,33723.676,37112.578,40943.32
1398,33153.145,36553.938,40232.109,44389.352
1399,37595.02,41455.551,45633.816,50354.488
1400,39079.289,43093.434,47437.559,52344.348
1401,38957.219,42959.168,47290.832,52183.887
1402,39478.563,43535.246,47927.336,52888.555
1403,40182.574,44312.785,48785.52,53837.484
1404,40509.484,44674.512,49185.254,54279.172
1405,40674.031,44856.77,49387.367,54503.215
1406,41043.211,45264.684,49837.801,55001.215
1407,40989.555,45205.477,49772.859,54929.887
1408,40992.301,45208.52,49776.41,54933.875
1409,41112.828,45341.063,49921.973,55094.098
1410,41243.836,45484.789,50079.891,55268.762
1411,42998.871,47420.531,52213.496,57627.43
1412,44149.246,48689.398,53610.254,59168.324
1413,43385.008,47846.098,52680.488,58140.906
1414,41418.68,45676.59,50288.996,55498.629
1415,38317.852,42255.086,46517.906,51333.016
1416,35002.352,38596.41,42485.508,46879.172
1417,32709.285,36066.078,39696.496,43798.703
1418,31385.299,34604.887,38085.344,42018.176
1419,30635.752,33777.352,37172.512,41009.371
1420,30452.377,33574.797,36948.895,40762.25
1421,31045.664,34228.867,37669.156,41558.004
1422,33424.883,36853.449,40560.918,44751.609
1423,37961.996,41860.211,46077.746,50842.852
1424,39348.457,43389.609,47761.445,52700.105
1425,39403.465,43450.641,47829.988,52777.453
1426,40191.449,44321.047,48790.941,53839.926
1427,41067.902,45289.473,49860.805,55023.48
1428,41600.855,45877.961,50510.41,55741.672
1429,41976.723,46293.137,50969.125,56249.125
1430,42629.371,47013.785,51764.785,57129.191
1431,43040.719,47468.563,52267.332,57684.914
1432,43324.246,47781.496,52612.469,58066.035
1433,43308.766,47764.543,52593.855,58045.348
1434,42815.105,47218.676,51991.297,57380.004
1435,43713.629,48208.832,53081.809,58586.063
1436,44575.059,49158.637,54126.523,59737.703
1437,43691.391,48183.688,53052.316,58551.719
1438,41793.438,46089.723,50743.98,56000.977
1439,38561.219,42522.91,46812.605,51658.668
1440,35226.922,38843.543,42757,47178.543
1441,32874.293,36247.246,39894.867,44016.645
1442,31651.139,34897.379,38406.582,42372.172
1443,31072.082,34258.254,37701.559,41592.887
1444,31098.504,34287.07,37732.617,41626.496
1445,31872.689,35140.961,38673.121,42665.008
1446,34529.34,38071.945,41902.754,46231.75
1447,39240.934,43271.188,47631.77,52557.289
1448,40639.805,44815.109,49332.621,54434.148
1449,40231.313,44365.063,48838.402,53890.219
1450,40325.844,44469.836,48955.484,54021.375
1451,40893.52,45096.945,49648.504,54788.73
1452,41421.801,45680.461,50293.293,55502.359
1453,41878.016,46184.379,50849.973,56118.152
1454,42634.969,47020.004,51771.473,57136.063
1455,43121.891,47557.773,52364.738,57791.266
1456,43267.68,47718.641,52542.016,57987
1457,43305.039,47759.809,52587.203,58036.461
1458,42839.086,47245.051,52019.656,57410.148
1459,43815.852,48321.641,53205.984,58722.824
1460,45134.555,49776.211,54807.336,60489.754
1461,44295.492,48850.5,53786.977,59362.383
1462,42540.887,46914.699,51653.52,57005.727
1463,39512.395,43573.176,47970.867,52937.816
1464,36213.133,39932.797,43959.148,48507.266
1465,33841.355,37315.488,41073.945,45319.871
1466,32470.906,35803.129,39406.945,43478.668
1467,31612.551,34855.707,38362.156,42324.242
1468,31356.223,34572.559,38049.645,41978.859
1469,31773.049,35031.895,38554.871,42536.438
1470,33895.227,37372.75,41133.762,45384.297
1471,38154.27,42072.289,46311.449,51100.559
1472,39476.641,43530.57,47916.195,52870.305
1473,39919.68,44019.484,48455.965,53468.008
1474,41039.758,45256.293,49820.57,54975.926
1475,42032.074,46351.75,51029.27,56312.266
1476,42847.617,47252.246,52023.164,57410.965
1477,43171.813,47610.504,52419.188,57849.047
1478,43687.648,48180.695,53048.918,58544.973
1479,43897.859,48413.461,53306.559,58830.203
1480,43925.922,48445.027,53341.984,58869.273
1481,43455.402,47925.66,52769.18,58236.023
1482,42703.191,47094.688,51852.559,57223.914
1483,42964.957,47381.832,52167.91,57573.977
1484,43426.109,47889.973,52725.754,58187.934
1485,42344.848,46696.23,51408.672,56732.098
1486,40699.234,44880.156,49406.492,54520.109
1487,38444.125,42391.613,46663.043,51489.004
1488,35699.445,39362.957,43325.035,47802.16
1489,33480.078,36913.727,40625.277,44820.391
1490,32081.867,35370.258,38923.297,42939.918
1491,31229.748,34429.816,37886.148,41793.723
1492,31032.295,34211.512,37644.59,41526.09
1493,31303.602,34510.664,37973.918,41889.676
1494,32314.947,35626.227,39202.379,43245.48
1495,34042.965,37532.773,41302.203,45562.637
1496,35459.645,39096.184,43025.199,47465.09
1497,37097.504,40903.633,45017.785,49666.453
1498,38011.426,41912.207,46130.418,50896.855
1499,38080.375,41988.914,46216.648,50993.734
1500,37670.5,41537.328,45720.57,50447.371
1501,37002.133,40800.336,44909.648,49552.965
1502,36331.324,40060.648,44095.449,48654.512
1503,35813,39489.063,43466.461,47960.906
1504,35585.254,39238.105,43190.523,47656.473
1505,35575.508,39227.168,43178.715,47643.98
1506,35902.105,39586.465,43573.813,48080.582
1507,37497.215,41345.211,45511.309,50221.609
1508,39185.547,43207.355,47561.086,52482.801
1509,38944.84,42941.191,47266.707,52156.77
1510,38222.004,42143.484,46386.848,51183.879
1511,36980.238,40773.539,44876.988,49515.738
1512,35487.094,39126.199,43061.516,47510.039
1513,34253.305,37764.883,41561.375,45853.086
1514,33523.664,36960.004,40674.383,44873.047
1515,33228.961,36634.605,40315.602,44476.742
1516,33351.102,36769.18,40463.617,44639.902
1517,33806.691,37271.141,41015.883,45249.254
1518,34956.074,38539.453,42413.77,46793.016
1519,36631.52,40387.863,44449.879,49040.121
1520,37741.445,41612.371,45799.027,50529.605
1521,38440.906,42384.918,46651.488,51471.938
1522,37955.445,41850.641,46064.578,50825.609
1523,36884.016,40669.883,44765.582,49392.883
1524,35949.305,39639.93,43632.641,48143.477
1525,35486.547,39129.785,43071.156,47523.938
1526,35175.598,38787.305,42694.586,47108.703
1527,35007.113,38601.957,42491.238,46884.684
1528,35064.195,38665.309,42561.586,46962.766
1529,35377.633,39011.027,42942.563,47383.457
1530,35969.238,39663.172,43660.898,48177.055
1531,37630.355,41494.793,45679.828,50410.168
1532,39729.883,43810.969,48230.648,53224.977
1533,39176.52,43200,47556.898,52480.855
1534,37718.395,41591.012,45783.199,50521.242
1535,35343.375,38970.633,42895.434,47331.445
1536,32624.512,35970.418,39588.699,43678.734
1537,30927.193,34097.344,37524.219,41398.625
1538,30222.904,33319.961,36666.973,40451.203
1539,30107.416,33192.289,36525.711,40294.617
1540,30490.924,33615.285,36991.582,40808.832
1541,31822.939,35084.387,38609.922,42595.762
1542,35238.105,38851.84,42761.281,47180.813
1543,40640.766,44813.355,49330.078,54433.285
1544,41773.629,46063.5,50707.117,55953.277
1545,40541.203,44704.23,49210.031,54301.094
1546,39880.539,43976.289,48409.461,53418.461
1547,39694.547,43772.195,48186.332,53173.574
1548,39697.953,43777.145,48193.301,53182.082
1549,39858.16,43954.828,48390.723,53401.281
1550,40209.477,44343.246,48820.047,53876.379
1551,40330.563,44476.734,48967.168,54038.988
1552,40362.602,44511.883,49005.762,54081.395
1553,40363.285,44512.301,49005.918,54081.293
1554,40066.824,44184.395,48644.383,53682.848
1555,41064.855,45284.473,49856.473,55023.219
1556,42598.113,46976.098,51719.445,57079.063
1557,41685.199,45968.813,50609.082,55852.227
1558,39786.402,43874.02,48300.496,53301.961
1559,36666.469,40431.719,44506.711,49111
1560,33551.672,36994.656,40718.863,44927.57
1561,31440.477,34664.781,38151.066,42091.875
1562,30342.494,33452.727,36814.465,40614.809
1563,29905.406,32969.871,36281.898,40026.719
1564,29886.768,32948.945,36258.613,40001.125
1565,30793.055,33948.164,37359.313,41217.023
1566,33540.922,36979.059,40698.801,44905.516
1567,38242.141,42166.543,46414.805,51216.73
1568,39289.047,43321.855,47686.828,52619.82
1569,38965.672,42966.262,47295.695,52187.672
1570,39294.637,43330.84,47699.805,52635.93
1571,39605.75,43675.141,48080.652,53057.484
1572,39818.949,43911.359,48342.164,53346.867
1573,39851.199,43947.395,48382.645,53392.059
1574,40107.813,44230.813,48695.371,53737.789
1575,40100.285,44222.359,48686.102,53728.059
1576,39982.867,44092.719,48543.227,53570.512
1577,39847.098,43943.07,48378.508,53388.48
1578,39830.262,43923.926,48357.324,53365.352
1579,41340.211,45589.09,50192.531,55394.09
1580,42718.465,47109.238,51866.219,57240.781
1581,42079.742,46404.867,51090.156,56383.566
1582,40171.902,44300.152,48770.863,53821.605
1583,37078.836,40887.586,45009.879,49666.871
1584,33934.578,37418.379,41186.914,45444.574
1585,31891.229,35163.551,38701.957,42700.266
1586,30778.271,33935.422,37348.246,41204.754
1587,30151.303,33243.367,36585.434,40362.512
1588,30009.545,33086.91,36412.98,40172.078
1589,30571.551,33706.59,37095.434,40925.699
1590,32994.988,36380.199,40041.723,44179.93
1591,37378.746,41217.828,45372.41,50065.551
1592,38671.496,42644.566,46944.113,51800.07
1593,38849.879,42841.746,47161.914,52041.266
1594,39612.164,43683.402,48090.758,53068.371
1595,40477.488,44638.785,49144.938,54233.992
1596,40974.543,45187.648,49750.5,54903.293
1597,41205.262,45442.445,50031.645,55213.934
1598,41472.598,45737.105,50356.141,55572.43
1599,41462.754,45725.801,50343.215,55558.059
1600,41346.457,45597.277,50201.457,55401.234
1601,41434.426,45694.371,50308.063,55518.359
1602,41591.621,45867.469,50498.68,55728.613
1603,42841.859,47246.203,52018.699,57409.934
1604,43837.234,48343.863,53227.02,58743.242
1605,43357.469,47815.117,52644.801,58100.191
1606,41700.629,45987.664,50630.898,55874.785
1607,38715.273,42693.602,47000.398,51864.273
1608,35558.25,39210.406,43162.176,47625.496
1609,33291.297,36708.832,40405.102,44580.445
1610,32025.246,35311.582,38864.984,42879.59
1611,31247.719,34453.477,37918.711,41833.676
1612,30979.301,34156.934,37591.574,41472.531
1613,31401.988,34622.996,38104.566,42038.672
1614,33837.539,37309.625,41064.844,45308.516
1615,38334.191,42271.504,46531.59,51343.547
1616,40124.609,44246.652,48705.723,53741.176
1617,40589.848,44759.695,49270.512,54364.559
1618,41550.855,45820.273,50439.469,55655.559
1619,42605.73,46984.613,51723.012,57072.73
1620,43185.563,47624.457,52428.395,57851.902
1621,43378.941,47837.91,52664.211,58112.762
1622,43731.566,48227.273,53093.828,58587.535
1623,43736.813,48233.293,53100.633,58594.91
1624,43962.246,48482.293,53375.566,58898.832
1625,44282.406,48835.289,53764.059,59327.414
1626,44582.887,49165.727,54126.813,59727.273
1627,45721.809,50421.703,55511.086,61258.289
1628,46465.363,51241.488,56413.469,62254.559
1629,45882.09,50598.426,55705.129,61472.387
1630,44147.285,48684.578,53596.094,59142.805
1631,41096.973,45319.191,49887.5,55046.613
1632,37836.977,41722.223,45923.609,50668.871
1633,35762.121,39432.699,43400.176,47881.387
1634,34612.738,38164.418,42002.473,46337.93
1635,34054.809,37548.84,41324.113,45588.832
1636,34116.254,37616.605,41398.613,45670.891
1637,35106.512,38709.469,42603.293,47001.629
1638,38028.645,41933.898,46157.195,50927.008
1639,42876.805,47284.383,52053.621,57437.555
1640,44615.055,49202.867,54167.551,59771.082
1641,44785.77,49391.508,54376.063,60001.977
1642,45358.566,50024.668,55075.203,60774.676
1643,45784.188,50494.867,55594.566,61349.324
1644,45778.754,50489.957,55590.477,61345.227
1645,45525.742,50211.742,55285.211,61008.59
1646,45295.531,49958.223,55006.918,60702.273
1647,44601.914,49192.879,54163.535,59771.184
1648,44248.543,48802.863,53733.789,59296.563
1649,44716.242,49319.535,54304.059,59926.934
1650,45198.762,49851.543,54890.715,60575.883
1651,46479.523,51263.672,56447.082,62297.035
1652,46903.914,51731.055,56960.391,62862.629
1653,45982.621,50713.953,55838.895,61623.914
1654,44399.043,48966.523,53912.863,59496.375
1655,42063.777,46389.281,51071.918,56358.105
1656,39537.219,43601.332,47999.402,52964.629
1657,37599.012,41462.375,45641.57,50359.77
1658,36426.371,40168.07,44214.59,48783.598
1659,35823.84,39502.902,43481.238,47973.414
1660,35570.996,39223.809,43173.656,47633.73
1661,35767.508,39440.059,43411.363,47896.043
1662,36762.816,40537.918,44620.438,49230.695
1663,38363.301,42303.656,46565.785,51378.391
1664,39731.617,43813.801,48230.48,53217.051
1665,41398.332,45653.27,50258.309,55457.234
1666,42617.734,46999.848,51743.133,57097.188
1667,43103.051,47536.637,52335.914,57752.379
1668,42786.203,47187.793,51952.199,57328.883
1669,42040.051,46364.992,51046.07,56328.539
1670,41220.133,45460.566,50049.406,55227.484
1671,40695.68,44882.133,49412.156,54523.68
1672,40386.254,44540.906,49036.152,54107.957
1673,40313.266,44459.961,48946.438,54008.516
1674,40863.695,45066.754,49614.609,54746.266
1675,42161.051,46497.184,51191.031,56489.195
1676,42600.539,46981.273,51723.727,57077.938
1677,41766.566,46060.871,50709.469,55958.668
1678,40414.141,44568.727,49065.242,54142.816
1679,38504.516,42461.785,46743.578,51578.813
1680,36432.992,40176.223,44225.102,48797.273
1681,34635.836,38192.98,42039.305,46383.391
1682,33473.574,36910.258,40625.262,44821.406
1683,32747.309,36108.152,39740.469,43843.762
1684,32517.332,35854.188,39460.18,43533.906
1685,32706.104,36062.414,39689.277,43786.527
1686,33706.914,37166.363,40905.164,45128.793
1687,34951.645,38539.598,42417.125,46796.273
1688,35767.844,39439.77,43408.551,47890.727
1689,36862.836,40647.992,44740.262,49361.559
1690,37595.719,41457.238,45633.23,50348.586
1691,37774.105,41654.605,45852.07,50591.598
1692,37625.016,41489.848,45671.125,50393.031
1693,36940.469,40733.711,44837.688,49473.418
1694,36167.898,39880.918,43898.328,48437.02
1695,35674.84,39336.629,43298.809,47775.57
1696,35492.199,39134.969,43076.898,47531.207
1697,35644.195,39302.504,43261.672,47735.723
1698,35845.277,39524.082,43506,48006.395
1699,37037.594,40838.891,44955.109,49608.641
1700,38805.52,42789.621,47104.418,51981.672
1701,38208.477,42131,46378.445,51179.688
1702,36543.844,40294.953,44355.668,48945.664
1703,34099.566,37598.648,41384.617,45663.793
1704,32010.615,35294.363,38845.898,42860.031
1705,30787.566,33945.234,37358.84,41216.82
1706,30217.215,33316.074,36665.285,40450.414
1707,30122.342,33211.672,36550.02,40322.48
1708,30725.66,33877.422,37283.555,41132.523
1709,32815.371,36183.277,39824.566,43938.543
1710,36020.93,39719.324,43720.137,48240.496
1711,38387.039,42328.875,46593.969,51412.762
1712,38578.727,42540.699,46827.875,51671.539
1713,39008.988,43015.801,47352.16,52251.07
1714,39496.965,43554.285,47946.043,52907.664
1715,39673.488,43748.898,48160.789,53145.449
1716,39793.738,43881.918,48307.941,53308.203
1717,40278.602,44417.277,48898.082,53959.621
1718,40697.91,44880.25,49408.777,54523.922
1719,41098.32,45322.32,49895.902,55061.344
1720,41491.477,45756.445,50374.629,55589.852
1721,41577.965,45852.254,50480.734,55707.027
1722,41419.441,45677.129,50287.832,55494.367
1723,41869.555,46173.172,50835.422,56102.313
1724,43208.473,47650.09,52461.883,57897.234
1725,41786.773,46081.117,50732.211,55986.395
1726,39335.453,43377.098,47752.691,52695.066
1727,36205.555,39924.113,43947.965,48493.012
1728,33561.02,37006.566,40733.488,44943.613
1729,31943.771,35222.297,38766.988,42771.406
1730,31301.826,34513.695,37985.66,41908.184
1731,30659.893,33805.121,37204.293,41044.977
1732,30876.861,34044.172,37467.309,41335.375
1733,32472.473,35804.16,39405.93,43475.723
1734,35296.395,38918.324,42835.695,47263.109
1735,37579.129,41435.801,45607.332,50321.367
1736,38036.402,41940.848,46164.52,50937.277
1737,39146.066,43166.477,47516.715,52431.16
1738,40519.746,44683.027,49189.18,54278.773
1739,41516.441,45783.445,50403.211,55620.52
1740,42006.246,46324.004,50999.461,56279.609
1741,42727.125,47119.219,51876.367,57248.797
1742,43213.074,47655.258,52467.027,57901.152
1743,43726.844,48221.836,53091.094,58590.074
1744,44104.934,48638.777,53550.516,59097.508
1745,43880.902,48391.289,53277.359,58795.191
1746,43267.324,47713.992,52530.672,57970.523
1747,43476.48,47944.219,52785.25,58254.711
1748,44621.375,49207.09,54176.078,59789.91
1749,43226.281,47667.938,52479.512,57915.25
1750,40715.102,44897.82,49427.477,54544.453
1751,37403.609,41244.961,45402.883,50099.676
1752,34658.375,38216.398,42065.773,46414.258
1753,32909.656,36287.316,39940.012,44066.211
1754,31825.232,35090.625,38621.055,42609.645
1755,31317.949,34531.043,38004.426,41928.563
1756,31467.555,34696.043,38186.172,42129.273
1757,32998.211,36385.008,40047.625,44185.539
1758,35845.602,39525.957,43507.73,48006.176
1759,37881.211,41771.148,45980.324,50735.48
1760,38424.934,42371.668,46642.816,51467.793
1761,39597.918,43666.234,48069.875,53043.953
1762,41129.742,45356.828,49933.133,55101.305
1763,42361.734,46716.613,51432.344,56757.344
1764,43163.406,47601.113,52407.711,57835.387
1765,44048.516,48577.352,53483.637,59024.016
1766,44613.797,49200.148,54169.008,59780.379
1767,45002.91,49628.566,54640.352,60300.746
1768,45151.391,49791.566,54818.805,60496.77
1769,44823.094,49429.008,54418.934,60054.898
1770,44036.609,48561.031,53462.07,58998.109
1771,44080.574,48609.656,53516.871,59061.059
1772,44980.035,49601.906,54609.699,60267.418
1773,43721.277,48213.395,53079.656,58577.219
1774,41142.332,45368.844,49945.922,55116.422
1775,37900.715,41793.203,46006.328,50765.031
1776,35186.371,38798.848,42707.207,47121.887
1777,33432.105,36863.578,40574.543,44766.219
1778,32322.693,35639.316,39224.965,43275.379
1779,31809.031,35072.617,38600.215,42584.82
1780,31988.326,35270.527,38818.52,42826.434
1781,33424.938,36855.566,40565.039,44755.359
1782,36287.543,40013.109,44043.641,48596.992
1783,38347.816,42285.383,46545.914,51358.934
1784,38981.227,42985.109,47317.934,52211.883
1785,40363.758,44511.465,49000.918,54070.73
1786,42053.527,46376.488,51056.695,56340.832
1787,43394.723,47856.883,52689.07,58144.172
1788,44414.125,48981.355,53927.977,59512.051
1789,45393.98,50061.988,55118.277,60826.094
1790,46098.168,50838.086,55972.379,61768.508
1791,46615.508,51408.281,56599.965,62461.07
1792,46771.887,51580.105,56788.082,62667.68
1793,46288.652,51046.793,56200.23,62018.273
1794,45223.66,49871.211,54904.563,60587.867
1795,45005.148,49630.102,54639.887,60298.082
1796,46010.184,50738.691,55861.316,61647.375
1797,44611.816,49196.23,54161.844,59770.359
1798,41876.086,46178.668,50837.453,56099.113
1799,38595.891,42560.453,46850.953,51696.246
1800,35821.605,39499.93,43478.883,47972.414
1801,33993.328,37483.074,41256.957,45519.25
1802,32809.699,36177.262,39817.965,43930.051
1803,32200.68,35505.242,39077.344,43112.207
1804,32252.189,35562.191,39140.281,43181.98
1805,33634.301,37087.184,40820.914,45038.449
1806,36391.93,40129.195,44172.66,48740.34
1807,38307,42241.352,46498.227,51306.328
1808,38922.914,42921.371,47248.367,52135.641
1809,40433.02,44588.145,49085.531,54164.113
1810,42165.809,46500.68,51193.949,56492.914
1811,43427.52,47892.824,52728.426,58187.859
1812,44286.445,48840.164,53772.262,59340.742
1813,45205.602,49853.613,54888.734,60573.906
1814,45881.008,50598.551,55709.363,61479.902
1815,46363.363,51130.383,56295.02,62126.289
1816,46271.887,51029.016,56182.813,62001.957
1817,45324.191,49983.109,55030.188,60729.289
1818,43851.859,48358.176,53238.824,58750.82
1819,43783.41,48283.23,53157.629,58663.094
1820,44559.188,49139.133,54100.723,59704.805
1821,43402.219,47862.73,52693.953,58150.438
1822,41228.492,45465.129,50052.645,55233.48
1823,38510.535,42466.918,46749.082,51584.672
1824,35901.914,39588.926,43577.586,48082.016
1825,33989.918,37479.781,41253.723,45515.602
1826,32646.416,35997.422,39620.133,43711.699
1827,31851.674,35120.563,38653.832,42644.551
1828,31563.402,34802.387,38302.895,42256.711
1829,31931.305,35208.234,38749.965,42750.297
1830,33074.488,36469.859,40140.766,44286.77
1831,34294.469,37816.172,41623.863,45923.223
1832,35307.906,38934.02,42855.688,47284.02
1833,37428.934,41274.219,45434.801,50132.758
1834,39475.129,43532.293,47923.879,52882.121
1835,40857.531,45057.68,49604.977,54738.602
1836,41646.395,45927.957,50564.539,55799.109
1837,42152.563,46486.102,51179.332,56477.84
1838,42487.688,46855.086,51585.191,56925.855
1839,42802.621,47202.152,51966.902,57346.684
1840,43001.758,47421.379,52207.52,57611.617
1841,42910.52,47320.41,52095.762,57487.914
1842,42234.488,46574.313,51273.41,56579.73
1843,42312.852,46661.098,51370.414,56689.313
1844,43288.453,47737.867,52557.156,57999.746
1845,42176.563,46510.996,51205.102,56506.43
1846,40253.105,44389.352,48868.371,53927.098
1847,37771.973,41652.344,45852.605,50596.16
