hour,EFS2020,EFS2030,EFS2040,EFS2050
4738,55990.523,61744.625,67974.383,75010.5
4739,60157.32,66341.586,73038.922,80602.414
4740,63647.035,70191.531,77279.789,85284.078
4741,66746.156,73610.445,81046.453,89442.695
4742,69039.055,76140.938,83835.047,92521.883
4743,70358.875,77597.578,85440.289,94293.609
4744,70020.164,77224.102,85029.141,93839.797
4745,68628.328,75688.625,83337.211,91970.867
4746,66488.453,73326.914,80734.227,89096
4747,63702.105,70252.32,77346.383,85355.422
4748,61632.699,67968.992,74832.18,82582.109
4749,60255.5,66449.586,73157.656,80732.648
4750,56115.781,61882.305,68124.828,75174.086
4751,51243.324,56506.777,62202.199,68634.086
4752,47260.266,52112.422,57360.617,63288.164
4753,44708.824,49297.863,54260.371,59865.883
4754,43025.191,47440.926,52214.801,57606.883
4755,41966.242,46272.984,50928.434,56186.789
4756,41900.555,46201.359,50850.734,56101.832
4757,43175.375,47608.73,52402.512,57815.957
4758,45199.805,49843.277,54865.516,60535.836
4759,46797.539,51605.148,56806.199,62679.484
4760,49837.516,54957.859,60499.477,66758.516
4761,53654.824,59168.688,65138.801,71881.891
4762,57777.223,63715.984,70148.375,77413.813
4763,61726.141,68072.055,74946.547,82710.516
4764,65170.012,71871.234,79131.43,87330.148
4765,67865.711,74844.352,82405.172,90943.039
4766,69569.383,76722.656,84472.359,93224.055
4767,70319.445,77548.961,85380.359,94224.734
4768,70114.297,77321.047,85126.516,93942.016
4769,69396.055,76528.383,84251.742,92974.172
4770,67814.375,74783.398,82328.508,90848.82
4771,65382.879,72100.797,79372.07,87583.031
4772,63534.809,70062.68,77129.391,85110.43
4773,62111.957,68493.438,75401.336,83202.867
4774,57856.723,63799.465,70230.094,77492.297
4775,52946.496,58382.676,64262.789,70903.953
4776,48833.289,53845.148,59264.133,65384.848
4777,45944.996,50659,55754.504,61510.438
4778,43946.457,48454.25,53325.598,58828.773
4779,42771.398,47158.578,51899.031,57254.027
4780,42584.34,46952.938,51673.609,57006.074
4781,43795.602,48290.535,53149.012,58636.219
4782,45762.055,50461.211,55541.961,61278.793
4783,47396.484,52263.926,57528.277,63473.434
4784,50665.844,55870.551,61501.805,67861.609
4785,54865.043,60503.492,66606.25,73497.563
4786,59269.211,65361.914,71958.539,79406.813
4787,63458.906,69983.109,77048.406,85026.195
4788,67002.82,73892.086,81355.156,89783.313
4789,69812.734,76991.82,84768.203,93547.898
4790,71915.164,79310.914,87322.273,96367.313
4791,72997.656,80504.188,88635.148,97815.508
4792,72859.523,80350.172,88462.375,97621.68
4793,71726.828,79099.461,87082.055,96094.453
4794,69931.984,77118.992,84898.945,93682.781
4795,67508.664,74445.852,81953.719,90430.133
4796,65217.957,71919.727,79173.492,87364
4797,63498.898,70024.102,77086.188,85060.031
4798,59209.168,65292.027,71873.641,79305.188
4799,54229.922,59799.301,65823.242,72625.508
4800,50092.746,55235.355,60795.891,67075.398
4801,47201.875,52046.363,57282.945,63196.957
4802,45049.516,49671.895,54666.965,60308.457
4803,43598.418,48071.211,52904.043,58362.574
4804,43235.867,47671.766,52464.77,57878.086
4805,44326.375,48875.855,53792.863,59345.824
4806,46205.488,50949.973,56079.195,61870.465
4807,47711.211,52610.508,57908.512,63891.609
4808,51205.262,56464.98,62154.492,68579.609
4809,55552.852,61261.469,67438.813,74413.82
4810,60164.5,66349.219,73043.859,80602.25
4811,64443.797,71069.883,78244.094,86343.344
4812,67820.672,74794.906,82346.359,90870.844
4813,71142.953,78460.766,86385.125,95328.57
4814,73636.516,81213.164,89417.57,98674.883
4815,75204.375,82944.656,91325.539,100779.7
4816,75576.289,83355.586,91777.469,101276.16
4817,74587.914,82265.492,90575.641,99947.547
4818,72546.07,80012.57,88092.984,97205.711
4819,69969.688,77170.109,84961.391,93748.195
4820,67611.188,74568.016,82096.695,90589.141
4821,65684.758,72442.758,79756.344,88006.711
4822,61080.637,67362.547,74159.039,81827.258
4823,55957.391,61710.293,67932.211,74952.242
4824,51651.527,56959.496,62698.559,69174.719
4825,48553.883,53541.906,58933.836,65019.211
4826,46533.32,51312.879,56478.605,62309.008
4827,45189.559,49830.578,54846.152,60507.109
4828,44797.699,49398.648,54370.918,59982.926
4829,45695.762,50390.039,55464.238,61191.27
4830,47245.063,52099.762,57348.523,63271.516
4831,48567.965,53558.57,58955.855,65048.102
4832,52144.73,57504.805,63303.598,69848.703
4833,56743.305,62578.711,68893.391,76019.523
4834,61551.469,67883.445,74737.344,82470.664
4835,65959.992,72747.242,80095.172,88385.047
4836,69845.617,77034.289,84817.672,93597.445
4837,73464.211,81026.945,89216.023,98451.938
4838,75938.172,83756.922,92223.344,101771.26
4839,77164.289,85110.07,93713.469,103415.06
4840,77053.891,84987.813,93577.055,103262.13
4841,75297.336,83049.008,91439.375,100900.81
4842,72124.055,79545.953,87576.359,96632.258
4843,68761.773,75834.664,83485.484,92114.398
4844,66145.977,72948.617,80307.648,88609.75
4845,64032.879,70617.438,77739.953,85775.461
4846,60107.203,66286.578,72968.992,80508.453
4847,55613.23,61328.688,67507.469,74479.039
4848,51408.148,56689.301,62396.605,68836.906
4849,48362.949,53329.836,58696.23,64752.227
4850,46013.82,50739.746,55846.941,61610.781
4851,44371.613,48928.328,53852.43,59410.156
4852,43379.246,47832.922,52644.309,58075.254
4853,43312.109,47758.516,52561.363,57982.461
4854,43452.91,47914.48,52734.039,58173.441
4855,44004.352,48523.121,53405.637,58916.734
4856,47728.316,52631.996,57932.668,63915.301
4857,52814.914,58244.805,64116.746,70742.461
4858,57985.84,63950.766,70403.367,77682.828
4859,62896.211,69369.359,76373.219,84272.305
4860,67051.453,73954.805,81424.844,89847.711
4861,70494.094,77754.32,85611.359,94468.664
4862,73164.281,80701.422,88859.313,98053.578
4863,75013.594,82743.18,91109.727,100537.84
4864,75837.969,83653.891,92114.867,101648.16
4865,75371.641,83139.742,91548.578,101022.65
4866,73408.281,80973.094,89161.109,98386.211
4867,70326.141,77571.898,85413.953,94250.234
4868,67636.906,74604.023,82145.43,90645.125
4869,65427.102,72165.031,79457.695,87678.828
4870,61226.539,67529.68,74349.828,82038.781
4871,56762.625,62604.406,68923.633,76048.273
4872,52732.773,58158.023,64025.277,70640.797
4873,49384.578,54463.336,59954.387,66146.633
4874,46867.164,51685.25,56893.242,62767.332
4875,45039.855,49668.832,54671.48,60314.656
4876,43843.73,48348.992,53217.461,58709.715
4877,43364.227,47819.652,52634.211,58066.305
4878,43070.824,47496.277,52278.301,57673.105
4879,43328.777,47780.348,52591.313,58019.961
4880,46147.941,50889.539,56015.5,61800.508
4881,50201.352,55360.641,60940.031,67237.133
4882,54369.98,59959.246,66005.352,72828.797
4883,58575.441,64598.953,71116.391,78470.516
4884,62486.586,68914.156,75869.875,83717.906
4885,65781.672,72549.594,79874.055,88137.055
4886,68712.039,75783.422,83436.805,92068.664
4887,70633.883,77904.594,85774.523,94649.641
4888,71731.328,79115.914,87109.078,96122.297
4889,71780.297,79169.836,87167.75,96185.906
4890,70418.75,77667.813,85512.844,94358.016
4891,67993.695,74992.328,82565.5,91104.602
4892,65963.313,72752.094,80099.258,88385.023
4893,64391.652,71017.906,78189.203,86277.531
4894,60236.789,66433.43,73138.219,80701.336
4895,55470.391,61174.852,67344.75,74304.867
4896,51263.859,56533.555,62231.152,68659.109
4897,48316.555,53281.68,58648.656,64704.609
4898,46242.27,50993.02,56127.516,61921.773
4899,45057.555,49686.41,54688.773,60333.832
4900,44818.426,49423.027,54399.578,60015.723
4901,45910.367,50628.273,55728.363,61483.477
4902,47712.016,52616.402,57919.191,63902.582
4903,48909.102,53935.598,59371.824,65507.789
4904,51991.039,57334.527,63115.539,69642.164
4905,55986.113,61741.613,67970.727,75003.328
4906,60384.988,66594.055,73316.047,80904.945
4907,64207.285,70809.961,77959.406,86030.953
4908,67059.023,73955.078,81422.57,89853.016
4909,69443.102,76584.328,84317.188,93047.578
4910,71467.5,78817.234,86775.906,95760.984
4911,72924.102,80425.117,88547.719,97716.406
4912,73464.016,81021.367,89203.945,98437.922
4913,72672.531,80147.898,88238.758,97366.695
4914,70781.742,78060.93,85937.859,94824.914
4915,68022.344,75016.016,82582.883,91120.789
4916,65766.578,72527.711,79844.789,88103.063
4917,64006.211,70585.703,77705.289,85741.055
4918,59594.871,65718.477,72342.656,79819.75
4919,54577.68,60183.535,66245.156,73087.563
4920,50340.438,55509.309,61096.18,67403.234
4921,47537.336,52417.051,57690.227,63643.465
4922,45648.035,50333.031,55394.719,61109.242
4923,44431.852,48991.879,53917.926,59479.207
4924,44239.355,48780.578,53686.891,59225.574
4925,45447.148,50114.105,55158.031,60851.637
4926,47351.496,52216.32,57475.52,63410.859
4927,48703.676,53707.031,59117.129,65224.266
4928,51868.617,57198.355,62963.859,69472.594
4929,55953.086,61704.676,67929.383,74956.102
4930,60261.086,66457.43,73165.992,80738.328
4931,64237.035,70843.711,77997.891,86071.766
4932,67359.086,74287.391,81789.953,90256.398
4933,70290.281,77520.625,85351.211,94187.82
4934,72734.906,80217.758,88322.953,97469.813
4935,74548.391,82219.016,90527.859,99904.047
4936,75349.734,83103.102,91502.039,100979.2
4937,74894.656,82601.289,90948.367,100366.45
4938,73200.227,80731.266,88886,98085.727
4939,70595.805,77857.742,85718.859,94587.18
4940,68253.727,75273.898,82874.063,91449.023
4941,66439.781,73272.297,80668.359,89013.508
4942,62081.305,68463.945,75371.141,83164.719
4943,57107.656,62976.875,69325.617,76489.188
4944,52877.75,58310.063,64184.172,70813.203
4945,49874.098,54996.629,60533.883,66782.672
4946,47768.324,52673.543,57974.395,63956.484
4947,46455.246,51225.113,56378.781,62195.051
4948,46087.266,50819.461,55932.453,61702.813
4949,47107.594,51946.219,57175.68,63077.043
4950,48811.527,53826.793,59248.605,65366.441
4951,50107.184,55255.199,60821.73,67104.141
4952,53375.938,58860.801,64793.926,71491.07
4953,57566.852,63484.457,69888.164,77116
4954,61960.699,68331.602,75227.977,83011.656
4955,66039.898,72831.336,80184.508,88483.172
4956,69476.273,76622.297,84360.5,93093.109
4957,72262.07,79695.227,87745.305,96830.289
4958,74357.313,82007.453,90293.117,99643.313
4959,75793.852,83592.727,92038.453,101568.34
4960,76531.516,84407.328,92935.711,102556.73
4961,76124.711,83960.352,92444.125,102012.2
4962,74316.078,81964.984,90245.766,99583.711
4963,71447.805,78799.938,86758.508,95734.18
4964,69090.133,76198.266,83893.727,92574.633
4965,67121.898,74026.352,81500.266,89932.023
4966,62616.238,69055.156,76023.555,83885.836
4967,57511.621,63423.523,69819.742,77037.297
4968,53397.301,58884.914,64820.539,71518.195
4969,50445.617,55628.355,61232.926,67557.992
4970,48322.477,53285.434,58650.965,64706.977
4971,46871.227,51684.406,56887.375,62760.191
4972,46393.039,51157.258,56307.453,62120.891
4973,47425.879,52297.648,57565.512,63511.449
4974,49204.383,54260.414,59728.719,65900.273
4975,50484.68,55672.16,61283.715,67618.102
4976,53420.914,58911.051,64852.559,71560.336
4977,57163.398,63040.082,69402.219,76584.422
4978,61328.605,67635.086,74464.578,82174.297
4979,65287.344,72003.016,79277.656,87489.305
4980,68758.141,75832.719,83497.609,92148.656
4981,72095.109,79515.352,87555.75,96629.648
4982,74744.375,82439.773,90778.258,100186.28
4983,76452.43,84325.844,92856.25,102477.79
4984,76843.992,84759,93333.516,103002.55
4985,75743.656,83544.445,91995.047,101525.15
4986,72836.703,80335.102,88455.602,97614.805
4987,69592.594,76754.586,84509.266,93256.773
4988,67574.328,74528.047,82058.039,90553.883
4989,65449.387,72182.992,79473.359,87699.398
4990,61035.313,67312.836,74107.633,81774.883
4991,56231.879,62013.633,68269.625,75328.688
4992,52052.852,57402.809,63189.605,69720.07
4993,49164.91,54216.918,59679.949,65845.281
4994,47036.18,51868.23,57092.398,62988.645
4995,45753.383,50452.949,55533.379,61267.488
4996,45369.344,50029.938,55068.254,60754.73
4997,46372.988,51138.059,56290.742,62105.758
4998,48037.27,52974.871,58315.242,64341.32
4999,49050.98,54091.957,59545.289,65700.797
5000,51781.531,57103.59,62863.051,69365.359
5001,55701.285,61428.141,67627.852,74626.781
5002,60216.594,66410.25,73117.328,80687.344
5003,64270.035,70883.195,78045.477,86127.695
5004,67858.625,74843.867,82409.375,90943.828
5005,71211.766,78544.938,86487.094,95443.336
5006,73585.68,81164.969,89373,98627.305
5007,75052.484,82784.031,91156.172,100593.94
5008,75424.234,83194.32,91606.898,101089.24
5009,74549.07,82228.313,90541.25,99909.984
5010,72151.922,79582.242,87624.383,96688.609
5011,68798.461,75880.906,83545.391,92185.406
5012,66460.352,73300.656,80704.148,89052.414
5013,64370.664,70994.078,78162.18,86246.43
5014,60334.871,66541.172,73255.414,80828.188
5015,56207.113,61986.742,68237.461,75287.898
5016,52192.965,57557.766,63358.203,69901.555
5017,49072.762,54114.867,59565.137,65714.531
5018,46646.488,51437.656,56615.254,62457.797
5019,44975.797,49594.289,54584.582,60216.375
5020,43903.316,48410.832,53281.035,58777.977
5021,43694.145,48180.125,53027.301,58498.402
5022,43827.449,48327.645,53190.035,58677.605
5023,44259.848,48804.539,53715.918,59259.723
5024,47984.844,52913.848,58243.191,64258.855
5025,53132.23,58592.93,64500.129,71167.242
5026,58618.934,64646.547,71169.875,78530.695
5027,63434.926,69960.328,77024.156,84993.367
5028,67410.523,74347.258,81857.414,90328.773
5029,70578.313,77842.859,85709.281,94580.805
5030,72998.578,80514,88652.125,97828.742
5031,74580.047,82259.602,90575.055,99949.992
5032,75403.461,83168.633,91576.297,101053.98
5033,75167.797,82908.898,91289.281,100734.98
5034,73760.781,81356.766,89578.547,98843.898
5035,71067.977,78385.813,86305.039,95229.742
5036,68334.398,75369.117,82982.523,91564.945
5037,65966.945,72756.258,80103.32,88386.422
5038,61615.898,67955.453,74813.906,82547.102
5039,57137.785,63014.746,69370.992,76538.07
5040,53007.707,58457.984,64350.703,70995.953
5041,49607.547,54706.395,60217.246,66432.523
5042,46959.699,51784.691,56998.379,62879.105
5043,44943.031,49559.43,54546.75,60172.922
5044,43549.059,48021.066,52851.699,58301.652
5045,42894.746,47298.934,52055.996,57423.801
5046,42586.027,46958.652,51681.57,57010.469
5047,42737.914,47125.625,51865.711,57215.102
5048,46458.992,51230.602,56387.797,62207.883
5049,51776.793,57097.746,62852.063,69345.008
5050,57342.063,63238.289,69618.109,76815.758
5051,62484.559,68912.156,75869.641,83717.922
5052,66728.188,73593.633,81026.68,89411.102
5053,69942.055,77138.703,84931.344,93720.813
5054,72351.383,79796.656,87859.016,96952.57
5055,74187.648,81822.508,90090.75,99416.102
5056,75405.625,83166.391,91570.961,101049.88
5057,75775.063,83574.422,92020.141,101545.01
5058,74708.32,82397.336,90723.359,100112.78
5059,72281.422,79719.984,87773.438,96855.969
5060,69786.008,76966.508,84741.07,93511.188
5061,67485.828,74428.188,81944.273,90423.547
5062,62835.066,69296.594,76289.945,84180.25
5063,57886.527,63837.355,70275.758,77540.359
5064,53412.574,58901.25,64837.727,71536.68
5065,50211.98,55370.234,60947.766,67242.07
5066,47960.41,52886.238,58211.313,64221.188
5067,46603.543,51389.266,56562.473,62401.094
5068,46136.609,50874.566,55996.258,61777.016
5069,46906.902,51724.633,56933.688,62813.234
5070,48484.852,53465.68,58851.926,64931.234
5071,49589.512,54683.336,60192.723,66412.313
5072,53348.688,58830.527,64762.113,71458.867
5073,58178.492,64158.934,70632.641,77941
5074,63561.973,70098.281,77176.188,85165.586
5075,68503.234,75549.508,83181.125,91794.633
5076,72592.133,80060.547,88150.227,97279.68
5077,76142.258,83977.031,92464.266,102041.73
5078,78812.836,86923.461,95710.047,105624.68
5079,80305.031,88569.984,97523.289,107625.26
5080,80749.297,89059.758,98062,108219.02
5081,80391.359,88665.102,97626.594,107736.59
5082,78919.039,87040.563,95836.055,105758.83
5083,76105.508,83935.633,92413.719,101977.91
5084,73447.383,81002.656,89183.453,98414.18
5085,70674.914,77943.438,85812.445,94691.688
5086,65290.539,72002.352,79266.273,87463.328
5087,59725.438,65862.602,72501.977,79994.703
5088,55235.238,60909.438,67046.383,73972.422
5089,51695.605,57003.969,62743.379,69221.789
5090,49265.75,54323.254,59790.453,65962.125
5091,47518.473,52395.625,57666.969,63618.172
5092,46899.133,51712.855,56915.945,62790.273
5093,47776.305,52681.742,57985.227,63972.309
5094,49433.109,54510.184,60000.371,66197.805
5095,50526.055,55715.824,61329.297,67666.688
5096,53718.625,59237.809,65209.219,71951.063
5097,58327.273,64323.18,70812.273,78136.898
5098,63260.66,69765.992,76808.57,84757.25
5099,68075.063,75077.641,82659.656,91216.156
5100,72460.578,79916.211,87989.953,97099.969
5101,76499.07,84372.375,92899.422,102519.5
5102,79475.531,87656.742,96518.5,106515.24
5103,81129.031,89481.086,98528.086,108733.7
5104,81775.531,90194.352,99313.609,109600.12
5105,81484.773,89874.297,98961.523,109210.98
5106,80009.398,88246.477,97166.984,107227.71
5107,77104.242,85040.813,93633.969,103325.98
5108,74512.508,82180.625,90483.547,99849.727
5109,71821,79210.211,87209.422,96233.703
5110,66440.563,73273.852,80669.734,89013.852
5111,61127.727,67412.609,74212.57,81884.688
5112,56298.691,62084.383,68341.563,75402.023
5113,52783.633,58206.441,64070.02,70686.992
5114,50284.16,55448.582,61031.84,67333.641
5115,48535.906,53520.027,58907.563,64988.691
5116,47759.48,52663.789,57964.871,63948.563
5117,48584.078,53573.875,58968.852,65058.676
5118,50247.566,55409.449,60991.695,67292.492
5119,51181.863,56439.359,62126.34,68546.867
5120,54397.246,59986.855,66034.445,72862.313
5121,58822.816,64869.574,71413.43,78800.805
5122,63783.793,70343.547,77444.516,85459.375
5123,68460.961,75503.828,83129.32,91735.078
5124,72760.492,80247.164,88353.781,97501.328
5125,76807.047,84712.094,93272.93,102931.92
5126,79920.18,88147.5,97058.086,107110.34
5127,81815.359,90238.656,99362.359,109654
5128,82615.742,91122.125,100335.4,110727.73
5129,82206.891,90671.125,99838.672,110178.97
5130,80621.656,88921.875,97910.195,108047.91
5131,77625.617,85615.32,94265.758,104022.84
5132,75023.336,82744.055,91103.656,100534.72
5133,72113.664,79533.273,87566.156,96629.172
5134,66746.664,73611.391,81040.844,89423.898
5135,61311.711,67614.859,74433.875,82128.297
5136,56508.52,62314.98,68594.43,75681.406
5137,53059.637,58509.867,64402.242,71052.797
5138,50460.391,55641.82,61242.602,67565.211
5139,48748.492,53753.242,59162.297,65268.82
5140,48098.23,53036.043,58372.594,64397.465
5141,48993.699,54024.988,59463.738,65603.422
5142,50776.332,55992.191,61632.172,67998.867
5143,51627.41,56930.656,62666.391,69142.172
5144,54528.375,60131.395,66193,73037.031
5145,58616.578,64642.441,71163.328,78524.969
5146,63338.066,69852.164,76903.219,84861.922
5147,67965.352,74958.039,82528.844,91072.648
5148,72260.469,79697.367,87749.852,96835.898
5149,76265.859,84116.586,92617.5,102207.39
5150,79347.734,87517.07,96362.602,106339.41
5151,81152.117,89507.477,98554.328,108758.31
5152,81780.234,90200.195,99317.68,109601.11
5153,81267.094,89634.266,98694.016,108911.81
5154,79383.047,87554.875,96402.078,106380.48
5155,76289.516,84140.977,92639.289,102224.68
5156,73660.094,81239.18,89443.055,98698.688
5157,70951.453,78250.148,86149.711,95063.016
5158,65970.258,72754.172,80093.953,88375.992
5159,60968.969,67236.508,74015.211,81664.023
5160,56230.809,62008.398,68255.188,75305.039
5161,52816.539,58241.512,64105.512,70724.359
5162,50236.75,55395.367,60970.535,67263.977
5163,48584.32,53572.602,58963.395,65048.938
5164,47829.828,52740.387,58047.215,64038.684
5165,48479.938,53458.25,58839.527,64914.758
5166,50055.598,55196.582,60755.082,67030.664
5167,50873.109,56097.902,61748.234,68128.836
5168,54031.051,59581.91,65587.172,72368.563
5169,58370.41,64369.977,70863.281,78194.758
5170,63111.164,69601.008,76626.75,84557.797
5171,67666.555,74627.531,82164.852,90671.367
5172,71691.758,79068.938,87057.297,96071.188
5173,75494.516,83265.336,91680.586,101174.66
5174,78268.867,86326.781,95053.039,104896.68
5175,80121.813,88371.539,97306,107383.59
5176,80745.641,89059.781,98064.008,108219.62
5177,79893.844,88120.469,97029.109,107076.31
5178,77505.82,85485.383,94124.828,103868.46
5179,74165.648,81799.406,90062.961,99383.438
5180,71610.07,78979.07,86956.57,95956.406
5181,69113.477,76223.68,83919.039,92600.469
5182,64921.723,71599.133,78823.781,86974.078
5183,60415.02,66627.234,73346.609,80926.688
5184,56209.859,61987.688,68235.047,75283.109
5185,53114.754,58572.637,64471.984,71127.984
5186,50527.375,55717.695,61326.797,67655.617
5187,48590.176,53580.168,58971.805,65055.938
5188,47297.438,52153.734,57400.215,63321.113
5189,46887.297,51701.355,56902.555,62772.586
5190,46923.293,51741.559,56947.645,62822.926
5191,47029.008,51858.656,57078.215,62969.375
5192,50545.066,55738.348,61353.059,67689.703
5193,55361.898,61053.027,67208.984,74155.563
5194,60180.164,66368.906,73065.766,80622.453
5195,64523.531,71160.258,78344.125,86450.492
5196,68129.664,75138.18,82726.063,91288.352
5197,71043.969,78353.32,86267.516,95197.758
5198,73295.055,80837.047,89003.648,98218.102
5199,74830.977,82531.797,90871.063,100280.06
5200,75684.383,83473.367,91908.82,101425.59
5201,75555.305,83331.719,91753.023,101253.23
5202,73963.961,81576.227,89818.688,99117.047
5203,71183.102,78507.82,86437.539,95383.18
5204,68911.789,76001.508,83677.133,92337.664
5205,66721.477,73585.109,81014.891,89398.211
5206,62597.352,69035.367,76002.547,83863.617
5207,58274.262,64265.914,70748.148,78062.195
5208,54258.418,59835.293,65867.031,72673.414
5209,51117.809,56370.539,62050.68,68460.492
5210,48747.012,53755.398,59170.055,65280.543
5211,46876.137,51691.426,56896.188,62770.078
5212,45578.852,50260.133,55319.535,61029.609
5213,44982.086,49601.496,54593.738,60228.598
5214,44624.418,49206.957,54158.84,59747.668
5215,44589.254,49168.309,54117.219,59703.598
5216,47921.25,52844.926,58169.688,64179.809
5217,52644.805,58057.156,63914.348,70524.234
5218,57363.152,63263.758,69652.055,76860.078
5219,61779.063,68136.297,75020.688,82787.148
5220,65110.555,71810.805,79067.484,87254.125
5221,67335.07,74263.836,81767.305,90232.453
5222,69459.344,76607.336,84348.195,93080.414
5223,70750.961,78032.891,85917.883,94812.047
5224,70799.695,78086.172,85974.805,94872.664
5225,70220.008,77445.781,85267.328,94089.813
5226,68977.75,76075.266,83756.758,92421.258
5227,66795.438,73667.563,81104.18,89492.867
5228,65365.715,72090.406,79369.234,87581.063
5229,63663.359,70212.609,77301.063,85298.984
5230,59512.371,65632.391,72254.539,79727.188
5231,54949.152,60598.094,66708.539,73603.914
5232,50889.863,56119.207,61773.777,68155.578
5233,48055.543,52992.172,58328.836,64352.23
5234,46142.336,50881.68,56004.199,61786.207
5235,45092.109,49723.164,54728.07,60377.223
5236,45019.078,49643.219,54641.031,60281.945
5237,46262.422,51015.66,56154.5,61954.297
5238,48342.09,53310.234,58682.844,64746.344
5239,49517.09,54605.57,60109.52,66322.867
5240,52520.016,57918.293,63759.305,70353.508
5241,56849.992,62695.332,69022.594,76165.641
5242,61999.832,68377.289,75283.07,83077.883
5243,66748.914,73616.836,81055.594,89451.188
5244,70887.203,78182.836,86086.047,95004.523
5245,74675.125,82362.266,90690.406,100086.92
5246,77290.398,85248.117,93869.727,103596.58
5247,79171.57,87324.602,96157.883,106122.19
5248,79369.539,87544.211,96400.586,106390.2
5249,78113.852,86159.055,94874.055,104703.9
5250,76144.109,83985.258,92476.938,102054.8
5251,73468.719,81033.258,89223.961,98462.281
5252,71461.102,78818.734,86786.258,95774.031
5253,68743.727,75820.422,83481.969,92124.016
5254,63664.871,70216.539,77306.984,85305.336
5255,58484.012,64500.613,71009.742,78352.195
5256,53997.297,59550.27,65555.758,72330.742
5257,50833.809,56059.738,61710.059,68085.039
5258,48509.777,53495.688,58885.199,64966.586
5259,46988.156,51816.383,57034.797,62923.676
5260,46502.766,51281.328,56446.441,62275.09
5261,47489.965,52370.977,57647.965,63602.813
5262,49428.273,54509.328,60003.871,66204.094
5263,50500.832,55691.715,61305.723,67642.039
5264,53594.988,59105.75,65068.238,71798.234
5265,58198.074,64185.066,70665.852,77979.844
5266,63852.891,70425.328,77543.078,85574.367
5267,69199.789,76325.117,84043.531,92751.328
5268,73578.375,81156.047,89365.344,98625.273
5269,77220.188,85173.797,93790.531,103509.66
5270,79375.344,87550.453,96407.148,106397.13
5271,79895.258,88122.047,97034.039,107087.85
5272,79618.844,87815.188,96693.266,106709.98
5273,78108.547,86148.031,94855.07,104678.84
5274,76177.938,84018.523,92509.297,102088.59
5275,73197.906,80730.516,88887.25,98090.164
5276,71103.922,78419.914,86343.055,95284.484
5277,68556.734,75609.688,83246.57,91864.93
5278,63448.105,69973.5,77036.445,85007.273
5279,58253.035,64242.168,70722.305,78035.398
5280,53836.98,59370.309,65355.328,72110.234
5281,50738.309,55952.109,61590.301,67954.039
5282,48497.23,53479.637,58866.75,64947.484
5283,46943.375,51765.402,56978.449,62863.25
5284,46423.961,51192.926,56348.797,62169.07
5285,47610.602,52503.219,57794.09,63765.949
5286,49596.445,54694.262,60208.113,66431.094
5287,50611.637,55813.531,61440.82,67792.82
5288,53294.813,58774.012,64703.508,71396.883
5289,57378.438,63279.723,69669.547,76882.281
5290,61576.813,67911.195,74773.203,82519.789
5291,65035.887,71725.758,78973.789,87156.906
5292,68147.078,75158.234,82754.945,91331.242
5293,71174.859,78499.43,86436.234,95395.18
5294,73270.148,80811.477,88982,98203.203
5295,74570.156,82246.008,90560.43,99942.453
5296,74911.961,82623.109,90974.703,100397.05
5297,74229.297,81869.828,90143.875,99478.156
5298,72464.945,79923.281,87998.5,97108.211
5299,69996.406,77200,84998.742,93796.773
5300,68091.703,75098.492,82685.977,91247.492
5301,65719.469,72481.305,79801.953,88062.859
5302,61186.383,67479.836,74291.734,81978.875
5303,56142.141,61914.902,68160.914,75209.563
5304,51838.645,57166.445,62929.125,69433.195
5305,48693.531,53696.285,59105.813,65212.059
5306,46519.715,51297.992,56463.879,62295.59
5307,45101.578,49733.656,54741.309,60394.977
5308,44763.906,49361.516,54332.145,59943.883
5309,45954.352,50675.438,55780.645,61543.969
5310,48232.781,53189.438,58550.949,64603.035
5311,49260.707,54323.137,59800.137,65983.531
5312,52411.5,57799.867,63631.125,70214.203
5313,57121.465,62997.492,69358.813,76538.891
5314,62344.602,68760.492,75708.484,83549.445
5315,67357.023,74290.836,81801.109,90275.242
5316,71755.805,79144.867,87148.961,96178.391
5317,75816.461,83626.992,92087.703,101629.43
5318,78781.484,86899.602,95693.375,105608.19
5319,80694.203,89010.57,98018.453,108173.7
5320,81352.836,89737.266,98818.625,109055.66
5321,80560.188,88862.711,97854.789,107991.09
5322,78695.82,86805.492,95587.563,105486.95
5323,75696.734,83496.055,91940.844,101459.9
5324,73634.055,81220.664,89436.867,98699.883
5325,70693.602,77975.961,85862.023,94753.938
5326,65618.086,72375.828,79691.867,87940.734
5327,60224.813,66425.133,73135,80700.781
5328,55631.531,61357.098,67551.5,74536.344
5329,52360.332,57747.547,63574.391,70145.523
5330,49816.297,54939.836,60480.66,66730.273
5331,48124.059,53072.301,58423.289,64459.688
5332,47410.496,52284.727,57555.5,63501.895
5333,48214.211,53171.758,58534.105,64584.012
5334,49883.715,55013.426,60563.184,66824.68
5335,50509.895,55703.223,61322.617,67664.18
5336,53384.027,58874.484,64817.703,71525.586
5337,57649.039,63580.773,70004.188,77253.367
5338,62349.551,68767.789,75721.016,83567.375
5339,66979.102,73876.883,81351.086,89783.016
5340,71136.594,78465.523,86408.055,95366.445
5341,74892.938,82611.016,90976.164,100409.43
5342,77647.289,85650.203,94324.117,104104.89
5343,79031.984,87177.727,96005.266,105958.73
5344,79047,87194.016,96021.977,105975.59
5345,77032.938,84971.039,93570.797,103267.09
5346,73213.563,80754.305,88920.945,98130.695
