,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,FuelType2,hrGroup,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory,Max Zonal Cap,Variable Weight
84,W A Parish,3470_B_WAP7,3470,B,WAP7,2380.0,Coal Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,577.0,10483.0,1980.0,9999.0,tangential,dry,N,Subbituminous,,,,LNB,SCR,2004.0,,B,,ACI,2015.0,,1.2,0.04331,0.04331,0.04331,0.04331,0.1,0.1,0.1,,,,,,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,,1.751942379046926,214.3,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,Subbituminous,"(10482.999, 10517.5]",12.0,103.283,58905.82481102712,230.8,0.0,37800.0,4.47,22.835611959548924,1,0.0,1,1,0,True,2030,False,3470+WAP7,,,,,,,,,,,,,,
85,W A Parish,3470_B_WAP8,3470,B,WAP8,2381.0,Coal Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,610.0,10533.0,1982.0,9999.0,tangential,dry,N,Subbituminous,Wet Scrubber,1982.0,0.85,LNB,SCR,2004.0,,B,,ACI,2015.0,,0.36,0.05501,0.05501,0.05501,0.05501,0.1,0.1,0.1,0.9,,,Y,0.354,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,,1.751942379046926,214.3,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,Subbituminous,"(10531.0, 10538.75]",12.0,109.19,62274.78879502001,244.0,0.0,37800.0,4.47,22.92320907850127,1,0.0,1,1,0,True,2030,False,3470+WAP8,,,,,,,,,,,,,,
86,W A Parish,3470_G_GT1,3470,G,GT1,,Combustion Turbine,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,13.0,22997.0,1967.0,9999.0,,,N,Natural Gas,,,,,,,,,,,,,3.0,0.40657,0.40657,0.40657,0.40657,,,,,,,,,,,,Natural Gas,3470.0,29.4828,-95.6311,,,,,,,,,3.6509190329230177,117.0,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,Natural Gas,"(15638.0, 22997.0]",1.0,4.446000000000001,331.7919075144509,5.2,0.0,7340.0,15.45,99.41018500013064,0,0.0,1,1,0,True,False,2025,3470+GT1,,,,,,,,,,,,,,
87,Houston Chemical Complex Battleground,50043_G_GT3,50043,G,GT3,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,69.0,8951.0,2005.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,,3.6509190329230177,117.0,POINT (-95.0839 29.7314),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,Combined Cycle,"(7590.0, 9421.0]",4.0,44.091,7044.197421076034,27.6,0.0,13170.0,3.5999999999999996,36.27937626369393,1,0.0,1,1,0,False,False,False,50043+GT3,,,,,,,,,,,,,,
88,Houston Plant,52065_G_GEN1,52065,G,GEN1,,Non-Fossil Waste,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,5.5,9319.0,1977.0,9999.0,,,Y,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,52065.0,29.71977,-95.270562,,,,,,,,,0.0,160.1,POINT (-95.270562 29.71977),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,Non-Fossil Waste,"(8751.75, 9319.0]",4.0,5.5,561.4939973321476,2.2,0.0,105630.0,5.26,5.26,0,0.0,1,1,0,True,False,2025,52065+GEN1,,,,,,,,,,,,,,
89,Rentech Nitrogen Pasadena Cogeneration,58870_G_MG202,58870,G,MG202,,Non-Fossil Waste,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,14.0,7050.0,2015.0,9999.0,,,Y,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,58870.0,29.739444,-95.194722,,,,,,,,,0.0,160.1,POINT (-95.194722 29.739444),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,Non-Fossil Waste,"(7049.999, 8751.75]",4.0,14.0,1429.2574477545575,5.6000000000000005,0.0,105630.0,5.26,5.26,0,0.0,1,1,0,False,False,False,58870+MG202,,,,,,,,,,,,,,
90,Limestone,298_B_LIM1,298,B,LIM1,176.0,Coal Steam,,ERC_REST,Texas,48.0,Limestone,293.0,48293.0,831.0,10342.0,1985.0,9999.0,tangential,dry,N,"Lignite, Subbituminous",Wet Scrubber,1985.0,0.9,LNC3,SNCR,,1997.0,ESPC,No,ACI,2016.0,,0.6,0.16546,0.16546,0.16546,0.16546,0.1,0.1,0.1,0.9500000000000001,,,,,,,,Lignite,298.0,31.4219,-96.2525,,,,,,,,,1.751942379046926,215.4,POINT (-96.2525 31.4219),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Lignite,"(10300.999, 10479.0]",12.0,148.749,84836.63850600267,332.40000000000003,0.0,37800.0,4.47,22.588588084103307,1,0.0,1,1,0,True,2030,False,298+LIM1,,,,,,,,,,,,,,
91,Limestone,298_B_LIM2,298,B,LIM2,177.0,Coal Steam,,ERC_REST,Texas,48.0,Limestone,293.0,48293.0,858.0,10301.0,1986.0,9999.0,tangential,dry,N,"Lignite, Subbituminous",Wet Scrubber,1986.0,0.9,OFA,SNCR,,1997.0,ESPC,No,ACI,2016.0,,0.6,0.18149,0.18149,0.139,0.139,0.1,0.1,0.1,0.9500000000000001,,,,,,,,Lignite,298.0,31.4219,-96.2525,,,,,,,,,1.751942379046926,215.4,POINT (-96.2525 31.4219),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Lignite,"(10300.999, 10479.0]",12.0,153.582,87593.06358381503,343.20000000000005,0.0,37800.0,4.47,22.516758446562385,1,0.0,1,1,0,True,2030,False,298+LIM2,,,,,,,,,,,,,,
92,Ray Olinger,3576_G_4,3576,G,4,2467.0,Combustion Turbine,,ERC_REST,Texas,48.0,Collin,85.0,48085.0,75.0,13568.0,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,3.0,0.05812,0.05812,0.05812,0.05812,,,,,,,,,,,,Natural Gas,3576.0,33.068055,-96.452481,,,,,,,,,3.6509190329230177,117.0,POINT (-96.45248100000001 33.068055),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Natural Gas,"(12737.5, 13862.0]",2.0,25.650000000000002,1914.1840818141395,30.0,0.0,7340.0,15.45,64.9856694386995,0,0.0,1,1,0,True,False,2035,3576+4,,,,,,,,,,,,,,
94,Sandy Creek Energy Station,56611_B_S01,56611,B,S01,90551.0,Coal Steam,,ERC_REST,Texas,48.0,Mclennan,309.0,48309.0,940.0,9256.0,2013.0,9999.0,wall,dry,N,Subbituminous,Dry Scrubber,2013.0,0.9,LNB + OFA,SCR,2013.0,,B,,ACI,2013.0,,0.1,0.04783,0.04783,0.04783,0.04783,0.1,0.1,0.1,0.99,,,,,,,,Subbituminous,56611.0,31.474378,-96.957149,,,,,,,,,1.751942379046926,214.3,POINT (-96.957149 31.474378),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Subbituminous,,12.0,168.26,95964.42863494887,376.0,0.0,37800.0,4.47,20.685978660458346,1,0.0,1,1,0,True,2030,False,56611+S01,,,,,,,,,,,,,,
112,Comanche Peak,6145_G_1,6145,G,1,,Nuclear,,ERC_REST,Texas,48.0,Somervell,425.0,48425.0,1205.0,10456.0,1990.0,2070.0,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6145.0,32.298365,-97.785515,,,,,,,,,0.6559195578450814,0.0,POINT (-97.785515 32.298365),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Nuclear Fuel,,20.0,96.4,615091.1516229435,1084.5,0.0,93280.0,2.14,8.99829489682817,0,0.0,1,1,0,False,False,False,6145+1,,,,,,,,,,,,,,
113,Comanche Peak,6145_G_2,6145,G,2,,Nuclear,,ERC_REST,Texas,48.0,Somervell,425.0,48425.0,1195.0,10456.0,1993.0,2073.0,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6145.0,32.298365,-97.785515,,,,,,,,,0.6559195578450814,0.0,POINT (-97.785515 32.298365),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Nuclear Fuel,,20.0,95.60000000000001,609986.6607381058,1075.5,0.0,93280.0,2.14,8.99829489682817,0,0.0,1,1,0,False,False,False,6145+2,,,,,,,,,,,,,,
114,Martin Lake,6146_B_3,6146,B,3,2806.0,Coal Steam,,ERC_REST,Texas,48.0,Rusk,401.0,48401.0,805.0,11194.0,1979.0,9999.0,tangential,dry,N,"Lignite, Subbituminous",Wet Scrubber,1979.0,0.95,LNC2,,,,ESPC,Yes,ACI,2008.0,,1.2,0.14956,0.14956,0.139,0.139,0.1,0.1,0.1,0.99,,,,,,,,Lignite,6146.0,32.2606,-94.5706,,,,,,,,,1.751942379046926,215.4,POINT (-94.5706 32.2606),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Lignite,"(10479.0, 11194.0]",12.0,144.095,82182.30324588706,322.0,0.0,37800.0,4.47,24.081242991051287,1,0.0,1,1,0,True,2030,False,6146+3,,,,,,,,,,,,,,
115,Oak Grove (TX),6180_B_1,6180,B,1,2830.0,Coal Steam,,ERC_REST,Texas,48.0,Robertson,395.0,48395.0,840.0,10479.0,2010.0,9999.0,tangential,dry,N,Lignite,Wet Scrubber,2009.0,0.98,LNC2 + NH3,SCR,2009.0,,B,,ACI,2010.0,,0.192,0.07184,0.07184,0.07184,0.07184,0.1,0.1,0.1,0.99,,,,,,,,Lignite,6180.0,31.1803,-96.4866,,,,,,,,,1.751942379046926,215.4,POINT (-96.4866 31.1803),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Lignite,"(10300.999, 10479.0]",12.0,150.35999999999999,85755.44686527345,336.0,0.0,37800.0,4.47,22.828604190032735,1,0.0,1,1,0,True,2030,False,6180+1,,,,,,,,,,,,,,
116,Oak Grove (TX),6180_B_2,6180,B,2,2831.0,Coal Steam,,ERC_REST,Texas,48.0,Robertson,395.0,48395.0,825.0,10484.0,2011.0,9999.0,wall,dry,N,Lignite,Wet Scrubber,2010.0,0.98,LNB + NH3 + OFA,SCR,2010.0,,B,,ACI,2011.0,,0.192,0.07299,0.07299,0.07299,0.07299,0.1,0.1,0.1,0.99,,,,,,,,Lignite,6180.0,31.1803,-96.4866,,,,,,,,,1.751942379046926,215.4,POINT (-96.4866 31.1803),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Lignite,"(10479.0, 11194.0]",12.0,147.67499999999998,84224.09959982215,330.0,0.0,37800.0,4.47,22.837363901927972,1,0.0,1,1,0,True,2030,False,6180+2,,,,,,,,,,,,,,
117,Morgan Creek,3492_G_CT1,3492,G,CT1,90017.0,Combustion Turbine,,ERC_WEST,Texas,48.0,Mitchell,335.0,48335.0,68.0,14993.0,1988.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,,,,,,,,,0.5,0.69288,0.69288,0.69288,0.69288,,,,,,,,,,,,Natural Gas,3492.0,32.3358,-100.9156,,,,,,,,,3.6509190329230177,117.0,POINT (-100.9156 32.3358),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Natural Gas,,2.0,23.256,1735.52690084482,27.200000000000003,0.0,7340.0,15.45,70.1882290606148,0,0.0,1,1,0,True,False,2025,3492+CT1,,,,,,,,,,,,,,
118,Morgan Creek,3492_G_CT2,3492,G,CT2,90018.0,Combustion Turbine,,ERC_WEST,Texas,48.0,Mitchell,335.0,48335.0,68.0,14993.0,1988.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,,,,,,,,,0.5,0.66603,0.66603,0.66603,0.66603,,,,,,,,,,,,Natural Gas,3492.0,32.3358,-100.9156,,,,,,,,,3.6509190329230177,117.0,POINT (-100.9156 32.3358),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Natural Gas,,2.0,23.256,1735.52690084482,27.200000000000003,0.0,7340.0,15.45,70.1882290606148,0,0.0,1,1,0,True,False,2025,3492+CT2,,,,,,,,,,,,,,
119,Morgan Creek,3492_G_CT3,3492,G,CT3,90019.0,Combustion Turbine,,ERC_WEST,Texas,48.0,Mitchell,335.0,48335.0,68.0,14993.0,1988.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,,,,,,,,,0.5,0.59817,0.59817,0.59817,0.59817,,,,,,,,,,,,Natural Gas,3492.0,32.3358,-100.9156,,,,,,,,,3.6509190329230177,117.0,POINT (-100.9156 32.3358),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Natural Gas,,2.0,23.256,1735.52690084482,27.200000000000003,0.0,7340.0,15.45,70.1882290606148,0,0.0,1,1,0,True,False,2025,3492+CT3,,,,,,,,,,,,,,
120,Morgan Creek,3492_G_CT4,3492,G,CT4,90020.0,Combustion Turbine,,ERC_WEST,Texas,48.0,Mitchell,335.0,48335.0,68.0,14993.0,1988.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,,,,,,,,,0.5,0.68541,0.68541,0.68541,0.68541,,,,,,,,,,,,Natural Gas,3492.0,32.3358,-100.9156,,,,,,,,,3.6509190329230177,117.0,POINT (-100.9156 32.3358),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Natural Gas,,2.0,23.256,1735.52690084482,27.200000000000003,0.0,7340.0,15.45,70.1882290606148,0,0.0,1,1,0,True,False,2025,3492+CT4,,,,,,,,,,,,,,
121,Morgan Creek,3492_G_CT5,3492,G,CT5,90021.0,Combustion Turbine,,ERC_WEST,Texas,48.0,Mitchell,335.0,48335.0,68.0,14993.0,1988.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,,,,,,,,,0.5,0.67744,0.67744,0.67744,0.67744,,,,,,,,,,,,Natural Gas,3492.0,32.3358,-100.9156,,,,,,,,,3.6509190329230177,117.0,POINT (-100.9156 32.3358),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Natural Gas,,2.0,23.256,1735.52690084482,27.200000000000003,0.0,7340.0,15.45,70.1882290606148,0,0.0,1,1,0,True,False,2025,3492+CT5,,,,,,,,,,,,,,
122,Morgan Creek,3492_G_CT6,3492,G,CT6,90022.0,Combustion Turbine,,ERC_WEST,Texas,48.0,Mitchell,335.0,48335.0,67.0,14993.0,1988.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,,,,,,,,,0.5,0.82595,0.82595,0.82595,0.82595,,,,,,,,,,,,Natural Gas,3492.0,32.3358,-100.9156,,,,,,,,,3.6509190329230177,117.0,POINT (-100.9156 32.3358),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Natural Gas,,2.0,22.914,1710.0044464206314,26.8,0.0,7340.0,15.45,70.1882290606148,0,0.0,1,1,0,True,False,2025,3492+CT6,,,,,,,,,,,,,,
146,Pyron Wind Farm LLC,56981_G_PYRBT,56981,G,PYRBT,,Batteries,,ERC_WEST,Texas,48.0,Fisher,151.0,48151.0,9.9,0.0,2017.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,56981.0,32.5886,-100.6728,56981.0,PYRBT,9.9,9.9,9.9,Batteries,0.81,0.0,0.0,0.0,POINT (-100.6728 32.5886),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Energy Storage,,0.0,9.9,0.0,9.9,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,56981+PYRBT,,,,,,,,,,,,,,
148,Inadale Wind Farm LLC,56984_G_INABT,56984,G,INABT,,Batteries,,ERC_WEST,Texas,48.0,Nolan,353.0,48353.0,9.9,0.0,2017.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,56984.0,32.4969,-100.5797,56984.0,INABT,9.9,9.9,9.9,Batteries,0.81,0.0,0.0,0.0,POINT (-100.5797 32.4969),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Energy Storage,,0.0,9.9,0.0,9.9,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,56984+INABT,,,,,,,,,,,,,,
168,"Blue Summit Storage, LLC",60690_G_WBSS,60690,G,WBSS,,Batteries,,ERC_WEST,Texas,48.0,Wilbarger,487.0,48487.0,30.0,0.0,2017.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,60690.0,34.299,-99.399,60690.0,WBSS,12.6,30,30,Batteries,0.81,0.0,0.0,0.0,POINT (-99.399 34.299),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Energy Storage,,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,60690+WBSS,,,,,,,,,,,,,,
171,NRG Elbow Creek Energy Storage Project,61362_G_ECBS,61362,G,ECBS,,Batteries,,ERC_WEST,Texas,48.0,Howard,227.0,48227.0,2.0,0.0,2017.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,61362.0,32.167575,-101.479217,61362.0,ECBS,0.7,2,2,Batteries,0.81,0.0,0.0,0.0,POINT (-101.479217 32.167575),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Energy Storage,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,61362+ECBS,,,,,,,,,,,,,,
172,Permian Basin,3494_G_CT2,3494,G,CT2,90024.0,Combustion Turbine,,ERC_WEST,Texas,48.0,Ward,475.0,48475.0,65.0,13546.0,1988.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,,,,,,,,,0.5,0.6208,0.6208,0.6208,0.6208,,,,,,,,,,,,Natural Gas,3494.0,31.5839,-102.9633,,,,,,,,,3.6509190329230177,117.0,POINT (-102.9633 31.5839),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,Natural Gas,"(13545.0, 13546.0]",2.0,22.23,1658.9595375722542,26.0,0.0,7340.0,15.45,64.9053492199752,0,0.0,1,1,0,True,False,2025,3494+CT2,,,,,,,,,,,,,,
177,Notrees Windpower,56961_G_BATT,56961,G,BATT,,Batteries,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,36.0,0.0,2012.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,56961.0,31.995,-102.828333,56961.0,BATT,13.6,36,36,Batteries,0.81,0.0,0.0,0.0,POINT (-102.828333 31.995),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,Energy Storage,,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,56961+BATT,,,,,,,,,,,,,,
216,ETT Presidio NaS Battery,60506_G_BOB,60506,G,BOB,,Batteries,,ERC_WEST,Texas,48.0,Presidio,377.0,48377.0,4.0,0.0,2010.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,60506.0,29.566263,-104.35535,60506.0,BOB,4,4,4,Batteries,0.81,0.0,0.0,0.0,POINT (-104.35535 29.566263),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,Energy Storage,,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,60506+BOB,,,,,,,,,,,,,,
219,Cedar Bayou,3460_B_CBY1,3460,B,CBY1COMBINED,2343.0,O/G Steam,,ERC_REST,Texas,48.0,Chambers,71.0,48071.0,2150.0,11299.90976744186,1971.5,9999.0,wall,dry,N,Natural Gas,,,,,SCR,2005.0,,,,,,,0.51,0.05534,0.05534,0.05534,0.05534,,,,,,,,,,,,Natural Gas,3460.0,29.75,-94.9256,,,,,,,,,3.6509190329230177,117.0,POINT (-94.9256 29.75),65.0,66.0,66.0,15.9340527498,3.27567832348,p66,rto13,p64,Natural Gas,"(10745.0, 11699.0]",7.0,496.65000000000003,219493.10804802133,860.0,0.0,37800.0,4.47,45.7250556402662,1,0.0,1,1,0,True,False,2030,3460+CBY1COMBINED,,,,,,,,,,,,,,
220,Central Utility Plant,10184_G_EG1,10184,G,EG1COMBINED,,Combustion Turbine,IC Engine,ERC_REST,Texas,48.0,Travis,453.0,48453.0,7.1,11571.816901408452,1988.0,9999.0,,,Y,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,3.0,0.02402,0.02402,0.02402,0.02402,,,,,,,,,,,,Natural Gas,10184.0,30.397351,-97.842586,,,,,,,,,3.6509190329230177,117.00000000000001,POINT (-97.842586 30.397351),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Natural Gas,"(10745.0, 11699.0]",1.0,2.4282,181.20942641173855,2.84,0.0,7340.0,15.45,57.69776657085238,0,0.0,1,1,0,True,False,2025,10184+EG1COMBINED,,,,,,,,,,,,,,
221,Bryan (TX),3561_G_7,3561,G,7COMBINED,,Combustion Turbine,,ERC_REST,Texas,48.0,Brazos,41.0,48041.0,293.0,13205.529010238908,1968.0,9999.0,,,N,Natural Gas,,,,,,,,,,,,,0.003,0.40657,0.40657,0.40657,0.40657,,,,,,,,,,,,Natural Gas,3561.0,30.64741,-96.372316,,,,,,,,,3.6509190329230177,117.0,POINT (-96.372316 30.64741),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Natural Gas,"(11699.0, 19028.0]",3.0,100.206,7478.0791462872385,117.2,0.0,7340.0,15.45,63.66231720329829,0,0.0,1,1,0,True,False,2025,3561+7COMBINED,,,,,,,,,,,,,,
222,Decker Creek,3548_G_GT1,3548,G,GT1COMBINED,89911.0,Combustion Turbine,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,208.0,13843.75,1988.0,9999.0,,,N,Natural Gas,,,,H2O,,,,,,,,,3.0,0.70012,0.70012,0.70012,0.70012,,,,,,,,,,,,Natural Gas,3548.0,30.3033,-97.6128,,,,,,,,,3.6509190329230177,117.0,POINT (-97.61279999999999 30.3033),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Natural Gas,"(11699.0, 19028.0]",3.0,71.13600000000001,5308.670520231214,83.2,0.0,7340.0,15.45,65.99241036202802,0,0.0,1,1,0,True,False,2025,3548+GT1COMBINED,,,,,,,,,,,,,,
223,Dansby,6243_G_2,6243,G,2COMBINED,89412.0,Combustion Turbine,,ERC_REST,Texas,48.0,Brazos,41.0,48041.0,236.3,10745.0,2001.0,9999.0,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.02,0.01994,0.01994,0.01994,0.01994,,,,,,,,,,,,Natural Gas,6243.0,30.7217,-96.4608,,,,,,,,,3.6509190329230177,116.99999999999997,POINT (-96.46080000000001 30.7217),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Natural Gas,"(9238.999, 10745.0]",3.0,80.81460000000001,6030.955980435749,94.52000000000001,0.0,7340.0,15.45,54.67912500875782,0,0.0,1,1,0,True,False,2035,6243+2COMBINED,,,,,,,,,,,,,,
224,Robert Mueller Energy Center,56374_G_CT1,56374,G,CT1COMBINED,,Combustion Turbine,,ERC_REST,Texas,48.0,Travis,453.0,48453.0,321.4,10727.662725575607,2010.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,3.0,0.0951,0.0951,0.0951,0.0951,,,,,,,,,,,,Natural Gas,56374.0,30.304994,-97.707675,,,,,,,,,3.6509190329230177,117.0,POINT (-97.70767499999999 30.304994),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Natural Gas,"(9238.999, 10745.0]",3.0,109.9188,8202.916851934191,128.56,0.0,7340.0,15.45,54.61582802358279,0,0.0,1,1,0,True,False,2045,56374+CT1COMBINED,,,,,,,,,,,,,,
225,Sky Global Power One,59938_G_UNIT1,59938,G,UNIT1COMBINED,,Combustion Turbine,IC Engine,ERC_REST,Texas,48.0,Colorado,89.0,48089.0,49.8,10745.000000000002,2016.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.02402,0.02402,0.02402,0.02402,,,,,,,,,,,,Natural Gas,59938.0,29.550278,-96.537778,,,,,,,,,3.6509190329230177,117.00000000000001,POINT (-96.537778 29.550278),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,Natural Gas,"(9238.999, 10745.0]",1.0,17.0316,1271.0182303245888,19.92,0.0,7340.0,15.45,54.679125008757836,0,0.0,1,1,0,True,False,2050,59938+UNIT1COMBINED,,,,,,,,,,,,,,
