,p60,p61,p62,p63,p64,p65,p67
2050-01-01 00:00:00,4306.649246186671,3230.3002270276297,322.06216537430885,16594.321044860902,118.9581481149247,624.9538225417514,0
2050-01-01 01:00:00,4435.725386358798,3115.009849887214,399.962420848757,17182.77416651981,761.668204191938,1090.1957095344421,0
2050-01-01 02:00:00,4667.988691782952,3481.7216035978263,558.9649666145444,15954.714643838313,1598.3931896024624,5687.638606116183,0
2050-01-01 03:00:00,5264.361361235379,4366.290560237087,844.6515518635512,15687.266280876116,2082.8773213851277,9518.685949360604,0
2050-01-01 04:00:00,5874.554537475109,5089.038394169854,1149.8394474804402,15526.696059575857,2644.441380922907,12341.525681830684,0
2050-01-01 05:00:00,6112.396950423717,5240.671386811615,1279.1127968490123,14123.518931612816,3330.230318342949,13638.14114307422,0
2050-01-01 06:00:00,6121.3872738018645,5289.39029470236,1288.6953030586242,12189.383825627605,3996.6637587901077,14674.138287239766,0
2050-01-01 07:00:00,6174.042461192607,5607.514712613927,1286.9228572309016,10906.353071606069,4298.72609265461,12326.900905305749,0
2050-01-01 08:00:00,6141.766448685528,6146.983267997672,1274.487866306305,9328.581490101453,4317.7977280213445,10980.264902064495,0
2050-01-01 09:00:00,5523.515768910945,6247.341949790498,1093.4974651932716,6311.432104535344,2870.1085974062844,13546.566110535881,0
2050-01-01 10:00:00,4443.8285036459565,6237.437221292158,932.1501669198275,8044.12488742948,4189.352421542643,13172.901020648067,0
2050-01-01 11:00:00,4224.64878866002,6546.315627218144,892.290199200809,6274.603896316734,4064.7390167132294,11464.876339598684,0
2050-01-01 12:00:00,4085.3183150514965,6680.554726434258,699.3083903999999,3865.413213691146,3639.4883368929677,9838.616042291886,0
2050-01-01 13:00:00,3560.085482618958,6539.5955768251515,485.5194655567408,2339.3579522569926,3216.4664537517756,8244.889427274215,0
2050-01-01 14:00:00,2964.786872706935,6282.501136028308,309.1031778970675,1623.8330405976471,2761.2223677395605,6855.981195963454,0
2050-01-01 15:00:00,2598.04059741348,6033.746692085911,249.2991676878184,1452.6376103639923,2601.7735770197987,5566.828543397087,0
2050-01-01 16:00:00,2378.0276814637705,5908.998581090694,285.5631151236594,1590.378425877903,2816.1084124940235,3829.582735441351,0
2050-01-01 17:00:00,2573.8576385587453,6258.810339950643,453.7030211493373,2460.6609467423314,3258.244257205785,2625.2054445702634,0
2050-01-01 18:00:00,3919.830111326278,7330.82427588123,868.6729892283678,4668.904724831689,4655.894843573971,3145.215471281125,0
2050-01-01 19:00:00,4803.850207374245,7978.056594047762,1124.0581610441209,6949.600230780781,4982.565724361117,3610.4803722807105,0
2050-01-01 20:00:00,5332.798857241869,8119.43683428417,1166.5028764545918,8369.440840043288,4767.320415437026,3778.315062789713,0
2050-01-01 21:00:00,6061.714958775045,8140.315607577522,1174.6042772948742,9044.625068330464,4367.882509045233,3885.918088251847,0
2050-01-01 22:00:00,6539.742340019347,8122.981973575382,1182.4965060412883,8893.48609635152,3811.3580281683116,3763.2011425266373,0
2050-01-01 23:00:00,6651.538001137971,8063.857394825587,1183.2138351857661,8127.95608752802,3232.172235778832,3405.600609782717,0
2050-01-02 00:00:00,6697.394968727232,7963.896744951186,1172.271513569355,7272.017310807656,2784.7407848797598,2852.536199002387,0
2050-01-02 01:00:00,6725.792995652557,7819.8507099351355,1153.5777496993542,6780.673724183015,2519.4479603938516,2517.2107859534676,0
2050-01-02 02:00:00,6711.486314928531,7392.696042769024,1138.2434033751488,6984.565367002051,2447.112248007623,2422.893066428695,0
2050-01-02 03:00:00,6559.931896606087,6820.565940093176,1103.2134600311517,7430.336949309895,2362.6491580880524,2300.6557885672896,0
2050-01-02 04:00:00,6503.947365030647,6561.043492982515,1086.1722324043512,8196.583670857857,2408.8620115959843,2567.999898169842,0
2050-01-02 05:00:00,6517.272014862298,6926.886334953062,1089.1751032978295,8944.082250040743,2588.4166692718195,3462.512233065211,0
2050-01-02 06:00:00,6502.759229812026,7422.497697588302,1114.2678404837848,9318.098777647287,2582.0320834706454,4082.351727638766,0
2050-01-02 07:00:00,6445.3062322706,7731.654911675728,1142.7645271420479,9139.638449544755,2336.480522500174,4796.209324772204,0
2050-01-02 08:00:00,6370.925930100678,7852.503200973472,1149.4190157711505,8405.448156406987,1860.1586770797162,4776.378823771033,0
2050-01-02 09:00:00,5769.7497737929225,7219.311282273845,1010.1687947154045,4458.831205760147,865.1570377518038,6215.85636256721,0
2050-01-02 10:00:00,4561.823132961988,6954.423924283572,925.4171750158072,3294.0926750792823,955.1597421234521,5232.824561563684,0
2050-01-02 11:00:00,4344.588542530686,6986.551492611184,1051.5631682381033,4897.953981577751,1971.3013074714886,3104.6098599161687,0
2050-01-02 12:00:00,3945.1395607097543,6704.7228904521,963.1276852376759,4936.6032960125885,3072.974411843761,1932.5388931453008,0
2050-01-02 13:00:00,3293.059640687099,6582.824980860825,866.6935091402381,4336.285325756383,4057.281783692063,1377.5239133366065,0
2050-01-02 14:00:00,2631.3083676890938,6147.344602600833,723.977530092001,3765.9625217000817,4156.780107355123,1225.9782011926436,0
2050-01-02 15:00:00,2050.149141168222,5495.652571704273,611.0062635470182,3118.859141085641,3860.3577401515176,1155.4643384474464,0
2050-01-02 16:00:00,1655.4718558336142,4898.958404932161,551.2916773371398,2694.6377862237787,3512.643374979886,1105.4757939657852,0
2050-01-02 17:00:00,1625.0460013261065,5472.12281604069,588.0897518098354,3288.974398569171,3584.89029435155,1420.2822472975004,0
2050-01-02 18:00:00,2499.5729993466757,7022.130543160148,900.7795076638461,5305.04724129328,4897.4725720920815,2363.5869288117806,0
2050-01-02 19:00:00,3473.9487836049875,7715.526063528382,1119.4046295344829,7128.418689125985,5267.438558727203,3209.9675166294296,0
2050-01-02 20:00:00,4051.0143685441462,7684.847671807995,1167.4507883965969,7913.14588243225,4887.228710629358,4030.0194040100987,0
2050-01-02 21:00:00,4353.63485968858,7158.273873168233,1150.1829159736633,7953.192383548538,4183.942028530803,4310.207653790282,0
2050-01-02 22:00:00,4538.543848391622,6315.2363581719455,1133.0084470301867,7138.703661617625,3268.1975860845814,3851.306334543562,0
2050-01-02 23:00:00,4661.787958666497,5764.69816508354,1125.232160782814,5722.6010285057455,2411.4399994566857,3011.5186767644377,0
2050-01-03 00:00:00,4716.130470847711,5342.067765428685,1101.2406187653542,4121.710931849863,1678.8198778987867,2245.2832623593713,0
2050-01-03 01:00:00,4756.3035132500345,4689.501610106122,1046.228142720461,3010.385574771103,1099.220254853342,1711.3793207482233,0
2050-01-03 02:00:00,4740.998828760535,3962.4580000089304,968.8233650028706,2659.974393438804,655.37405195105,1539.8547694742103,0
2050-01-03 03:00:00,4914.022443311022,3513.9166150921374,938.7218054026365,2938.507873567147,392.2241065511025,1498.073566945361,0
2050-01-03 04:00:00,5050.15450963378,3254.391575199619,921.7411837339401,3669.7761836548025,240.8341589066641,1526.8421554712277,0
2050-01-03 05:00:00,5025.6507157797,3025.1160904556887,895.097014695406,4602.260616190284,203.45375186261018,1528.31921359374,0
2050-01-03 06:00:00,4825.19017498251,2657.244159196254,861.785977101326,5264.485774050496,193.87071975893303,1516.4782961213248,0
2050-01-03 07:00:00,4500.216691371252,2212.161944311348,815.9186841964722,5740.8796429064105,145.25976475659485,1578.9690242664126,0
2050-01-03 08:00:00,4077.150850512832,1928.6683867242941,745.9550036787987,5765.419237116761,20.013655784252283,1562.1103826944009,0
2050-01-03 09:00:00,2984.544456141069,1367.937351316511,455.0612069785595,3296.8256962598784,0.0,827.0628712499796,0
