,windlat26.0lon-97.5p65,windlat27.0lon-99.375p65,windlat27.5lon-99.375p65,windlat28.0lon-99.375p65,windlat28.5lon-100.0p65,windlat28.5lon-97.5p65,windlat29.0lon-99.375p65,windlat29.0lon-96.875p65,windlat29.5lon-98.75p65,windlat29.5lon-96.25p65,solarlat26.0lon-97.5p65,solarlat27.0lon-99.375p65,solarlat27.5lon-99.375p65,solarlat28.0lon-99.375p65,solarlat28.5lon-100.0p65,solarlat28.5lon-97.5p65,solarlat29.0lon-99.375p65,solarlat29.0lon-96.875p65,solarlat29.5lon-98.75p65,solarlat29.5lon-96.25p65,windlat29.5lon-103.125p61,windlat30.0lon-103.75p61,windlat30.0lon-101.25p61,windlat30.5lon-103.125p61,windlat30.5lon-100.625p61,windlat31.0lon-105.0p61,windlat31.0lon-102.5p61,windlat31.5lon-105.625p61,windlat31.5lon-100.625p61,windlat32.0lon-104.375p61,windlat32.0lon-99.375p61,windlat32.5lon-100.0p61,solarlat29.5lon-103.125p61,solarlat30.0lon-103.75p61,solarlat30.0lon-101.25p61,solarlat30.5lon-103.125p61,solarlat30.5lon-100.625p61,solarlat31.0lon-105.0p61,solarlat31.0lon-102.5p61,solarlat31.5lon-105.625p61,solarlat31.5lon-100.625p61,solarlat32.0lon-104.375p61,solarlat32.0lon-99.375p61,solarlat32.5lon-100.0p61,windlat30.0lon-98.75p64,windlat30.0lon-96.25p64,windlat30.5lon-98.125p64,windlat31.0lon-100.0p64,solarlat30.0lon-98.75p64,solarlat30.0lon-96.25p64,solarlat30.5lon-98.125p64,solarlat31.0lon-100.0p64,windlat31.0lon-97.5p63,windlat31.5lon-98.125p63,windlat31.5lon-95.625p63,windlat32.0lon-96.875p63,windlat32.5lon-97.5p63,windlat32.5lon-95.0p63,windlat33.0lon-97.5p63,windlat33.5lon-98.75p63,windlat33.5lon-96.25p63,windlat34.0lon-98.125p63,solarlat31.0lon-97.5p63,solarlat31.5lon-98.125p63,solarlat31.5lon-95.625p63,solarlat32.0lon-96.875p63,solarlat32.5lon-97.5p63,solarlat32.5lon-95.0p63,solarlat33.0lon-98.75p63,solarlat33.0lon-96.25p63,solarlat33.5lon-97.5p63,solarlat33.5lon-95.0p63,solarlat34.0lon-98.75p63,windlat31.5lon-103.125p62,windlat32.0lon-101.875p62,windlat32.5lon-102.5p62,solarlat31.5lon-103.125p62,solarlat32.0lon-101.875p62,solarlat32.5lon-102.5p62,windlat33.0lon-100.0p60,windlat33.5lon-101.25p60,windlat34.0lon-100.625p60,windlat34.5lon-100.625p60,solarlat33.5lon-100.0p60,solarlat34.5lon-100.0p60
2050-01-10 00:00:00,0.0,0.04141050949692726,0.2759062349796295,0.3882831633090973,0.14686289429664612,0.0,0.03248094022274017,0.0,0.06271734088659286,0.11513344198465347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2822800576686859,0.5062165260314941,0.02414616011083126,0.3211166262626648,0.04075954109430313,0.25084981322288513,0.14869040250778198,0.0,0.0038433007430285215,0.09272342920303345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08017173409461975,0.31585729122161865,0.13916146755218506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1324579268693924,0.0,0.24871774017810822,0.08198382705450058,0.21540123224258423,0.34281474351882935,0.13120362162590027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17704249918460846,0.0,0.031450312584638596,0.0,0.0,0.0,0.009825002402067184,0.19069184362888336,0.35862019658088684,0.20444990694522858,0.0,0.0
2050-01-10 01:00:00,0.0,0.05050312355160713,0.2518703043460846,0.27793946862220764,0.06782037019729614,0.0,0.0041032638400793076,0.0,0.048481572419404984,0.2783527970314026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24697794020175934,0.5807219743728638,0.017209043726325035,0.37271982431411743,0.03637651726603508,0.328684538602829,0.14479289948940277,0.0,0.0,0.0889587551355362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1010977104306221,0.43511953949928284,0.16588105261325836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121564581990242,0.0,0.2805093228816986,0.1309622824192047,0.1863476037979126,0.4595971703529358,0.11210737377405167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14815466105937958,0.0,0.037551023066043854,0.0,0.0,0.0,0.012979849241673946,0.37221553921699524,0.5077966451644897,0.2684609591960907,0.0,0.0
2050-01-10 02:00:00,0.0,0.06149524822831154,0.11666661500930786,0.16518831253051758,0.003468944225460291,0.0,0.0,0.0,0.05369173735380173,0.42352017760276794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22265487909317017,0.6711689233779907,0.011523067951202393,0.452017605304718,0.02203923650085926,0.4021129012107849,0.15359865128993988,0.0,0.0,0.09460857510566711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13444793224334717,0.5225868821144104,0.21671655774116516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10755251348018646,0.0,0.3062293827533722,0.15767113864421844,0.1376114934682846,0.5600581169128418,0.08213014900684357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143000528216362,0.0,0.05049271136522293,0.0,0.0,0.0,0.017661046236753464,0.5590761303901672,0.5057926774024963,0.2983965575695038,0.0,0.0
2050-01-10 03:00:00,0.0,0.05924485996365547,0.015390678308904171,0.11486935615539551,0.0,0.0,0.013987209647893906,0.0,0.09506143629550934,0.4270898103713989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23777149617671967,0.7215229272842407,0.006562142167240381,0.5477547645568848,0.00455777021124959,0.4386380910873413,0.1876860111951828,0.0,0.0,0.10943225771188736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18630920350551605,0.5246517658233643,0.2839561104774475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08507062494754791,0.0,0.3217487633228302,0.18550899624824524,0.09019344300031662,0.6430802941322327,0.06292951852083206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170136958360672,0.0,0.06999631226062775,0.0,0.0,0.0,0.02357458882033825,0.6015695929527283,0.4094759225845337,0.2854306995868683,0.0,0.0
2050-01-10 04:00:00,0.0,0.06830621510744095,0.0,0.15753337740898132,0.020091310143470764,0.0,0.08770255744457245,0.0,0.16171137988567352,0.3371279835700989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26810935139656067,0.7395092248916626,0.0031427936628460884,0.6096305251121521,0.0,0.4526751637458801,0.22775021195411682,0.0,0.0,0.13070352375507355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24154821038246155,0.4876023828983307,0.3520958125591278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06755261868238449,0.0,0.33004453778266907,0.1820659190416336,0.05355539917945862,0.6544752717018127,0.05477488413453102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2173435091972351,0.004833412356674671,0.09121181815862656,0.0,0.0,0.0,0.02658850885927677,0.5761232376098633,0.33840182423591614,0.2486729770898819,0.0,0.0
2050-01-10 05:00:00,0.0,0.09219755977392197,0.027202729135751724,0.2674066722393036,0.11906658858060837,0.0,0.17376647889614105,0.0,0.21525448560714722,0.327099472284317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27315086126327515,0.7478817105293274,0.0013623189879581332,0.6372628211975098,0.0,0.47004446387290955,0.25116708874702454,0.0,0.0,0.17949678003787994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2728889584541321,0.4981786012649536,0.38047224283218384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051267508417367935,0.0,0.34344086050987244,0.17068538069725037,0.028757140040397644,0.651313841342926,0.05679458752274513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2614539563655853,0.023787841200828552,0.10532107204198837,0.0,0.0,0.0,0.027096383273601532,0.5241031646728516,0.29188549518585205,0.20989267528057098,0.0,0.0
2050-01-10 06:00:00,0.0,0.1287948340177536,0.0725700780749321,0.35809391736984253,0.1779952496290207,0.0,0.1812218874692917,0.0,0.2042492926120758,0.41422319412231445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24699191749095917,0.7547429203987122,0.005100555717945099,0.6649858355522156,0.0,0.4929524064064026,0.28127041459083557,0.0,0.0,0.24646881222724915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2521861791610718,0.5884330868721008,0.3619615435600281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03873607516288757,0.0,0.39682215452194214,0.1617874950170517,0.024988457560539246,0.6297016739845276,0.07120615243911743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31636545062065125,0.04904106259346008,0.12568378448486328,0.0,0.0,0.0,0.031273968517780304,0.4727051258087158,0.2660883367061615,0.17972832918167114,0.0,0.0
2050-01-10 07:00:00,0.0,0.16688348352909088,0.09403122216463089,0.38642024993896484,0.15232807397842407,0.0,0.13493043184280396,0.0,0.16981470584869385,0.539426863193512,0.0055056205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22553414106369019,0.7617334127426147,0.013648959808051586,0.6942504048347473,0.0,0.48518458008766174,0.3213048279285431,0.0,0.0,0.30466607213020325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295636087656021,0.6829524040222168,0.3529493510723114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04639085754752159,0.0,0.48753875494003296,0.16519708931446075,0.026735402643680573,0.6199215054512024,0.08455675095319748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37556716799736023,0.0864630863070488,0.16040126979351044,0.0,0.0,0.0,0.0451066680252552,0.43322592973709106,0.25516074895858765,0.16033588349819183,0.0,0.0
2050-01-10 08:00:00,0.0,0.13354212045669556,0.0627165138721466,0.27720212936401367,0.1063450425863266,0.0,0.10421796143054962,0.0,0.14629311859607697,0.5331249237060547,0.29700378,0.25705755,0.2368727,0.22387002,0.19174321,0.27189627,0.21218693,0.2865918,0.23122765,0.28580445,0.2088957577943802,0.7508153915405273,0.015927866101264954,0.7009179592132568,0.0,0.47785332798957825,0.3565783202648163,0.0,0.0,0.3032715916633606,0.0,0.0,0.12592106,0.10686104,0.14924839,0.108415805,0.17749487,0.00562245,0.10876153,0.0,0.15584663,0.0009963018,0.16932872,0.13101877,0.21781553328037262,0.6280148029327393,0.3314906656742096,0.0,0.22289114,0.27680597,0.22589183,0.17870146,0.0,0.0,0.0,0.06668996810913086,0.0,0.5050829648971558,0.13565278053283691,0.028174152597784996,0.5667977929115295,0.09043567627668381,0.2348719,0.206972,0.25991082,0.21022439,0.17286086,0.23709805,0.11737442,0.16451348,0.113197565,0.15798701,0.054024212,0.45420315861701965,0.15038637816905975,0.22773073613643646,0.082940795,0.11192704,0.06170996,0.06364071369171143,0.4077644646167755,0.2501913607120514,0.1517144739627838,0.0769363,0.020144979
2050-01-10 09:00:00,0.0,0.26091480255126953,0.08656597137451172,0.248949334025383,0.08654142916202545,0.0,0.09886658191680908,0.0,0.08985079824924469,0.5421261191368103,0.57199526,0.5663318,0.5526254,0.54696256,0.52551734,0.57104987,0.5252566,0.55311775,0.51158494,0.5469827,0.07732491940259933,0.5098643898963928,0.0,0.45657220482826233,0.0,0.3570787012577057,0.25194811820983887,0.0,0.0,0.2551233470439911,0.0,0.0,0.4505326,0.43410715,0.4802525,0.42248708,0.46368593,0.35491848,0.42252684,0.25216952,0.44064406,0.28409997,0.44563806,0.42319134,0.10603953897953033,0.4800926148891449,0.1577547937631607,0.0,0.5049841,0.54132086,0.506963,0.46057612,0.0,0.0,0.0,0.04468769207596779,0.0,0.24359102547168732,0.022378690540790558,0.01277579739689827,0.24955050647258759,0.040899232029914856,0.50782204,0.48240015,0.5297483,0.4886783,0.46279424,0.51978093,0.4356566,0.48389173,0.4465564,0.47535092,0.36415148,0.3955584168434143,0.19388845562934875,0.24812203645706177,0.3727235,0.38286653,0.32081443,0.06152133643627167,0.3162173330783844,0.22189585864543915,0.14722220599651337,0.3846081,0.2921935
