,p60,p61,p62,p63,p64,p65,p67
2050-01-01 00:00:00,-3850.123380186671,740.1376736682703,457.80415362569136,14096.18938871516,4921.88046,6719.307589678858,9159.04806
2050-01-01 01:00:00,-3987.5389473587975,509.25358039611694,365.6594911512433,13740.674817381096,4831.99971,6525.490322749122,8991.77834
2050-01-01 02:00:00,-4229.470003782952,58.010021093841374,190.13988838545527,13427.809406484903,4727.7561700000015,6263.86850250781,8797.78257
2050-01-01 03:00:00,-4831.518962235379,-607.5364886566742,-105.24149786355088,13267.772364693701,4666.55652,6062.686533836779,8683.90839
2050-01-01 04:00:00,-5441.404925475109,-1187.6919121780286,-409.90551348044016,13314.500288771873,4669.8595,5688.145365358236,8690.05948
2050-01-01 05:00:00,-5671.850944423717,-1456.0145012908379,-526.5420878490123,13624.72216870377,4749.61183,4772.65521386016,8838.488589999999
2050-01-01 06:00:00,-5666.495596801865,-1545.069104616346,-511.6194730586242,14167.572516289836,4904.2696,4338.507682830572,9126.2819
2050-01-01 07:00:00,-5708.297906192607,-1600.1492073535821,-491.30900723090167,14531.713006098533,5021.27815,4747.042767510273,9344.0023
2050-01-01 08:00:00,-5678.119050968268,-1689.4720219373175,-473.1601441135215,14923.142543348698,5168.639993838927,5134.993571489694,9633.398
2050-01-01 09:00:00,-5103.114673150882,-1514.1949422541802,-313.91938786533376,15456.049767279703,5300.254924467417,5087.631259196771,9894.7334
2050-01-01 10:00:00,-4066.8716572604585,-1656.3642441979196,-176.68676057140829,15434.4120673402,5341.380684931527,5507.1576113457195,9981.6061
2050-01-01 11:00:00,-3874.5689432673503,-1730.7259941910932,-155.2638317466998,15435.240531302079,5330.752784812382,5836.562743198645,9967.9226
2050-01-01 12:00:00,-3747.650207378889,-1440.361367440412,25.794023718461744,15571.945042976851,5299.148015106068,6003.228953630305,9910.64
2050-01-01 13:00:00,-3227.4967073166204,-1065.091441496459,230.32120056520012,15511.697163467024,5225.492825588846,6056.833678617657,9771.6548
2050-01-01 14:00:00,-2628.561890102321,-662.0085285129744,401.6849615481229,15339.838046685918,5135.462431880972,6070.846551389641,9599.0343
2050-01-01 15:00:00,-2241.72229636366,-393.50664104692993,471.1959712236196,15253.032960405119,5094.120665736398,6137.4874018004475,9513.8422
2050-01-01 16:00:00,-1981.5694482293193,-232.4089246429702,464.14225092107176,15355.90904692545,5125.932564305444,6358.589321826219,9560.4462
2050-01-01 17:00:00,-2081.055915136924,-21.766375982219003,394.0094296470523,16377.249342904715,5466.736353651133,7172.912498404842,10175.0314
2050-01-01 18:00:00,-3363.117907326278,-516.3430510265471,82.3403907716322,17883.58807045868,6002.031700000001,8101.093544260609,11169.0809
2050-01-01 19:00:00,-4239.742436374245,-1034.533391161423,-160.41147104412084,17994.412158523566,6081.74655,8266.126966139444,11317.4341
2050-01-01 20:00:00,-4769.411939241869,-1163.8879192848115,-204.08770545459186,17865.76788418417,6073.97822,8287.91321267888,11302.9753
2050-01-01 21:00:00,-5503.090905775045,-1208.7143766081667,-220.3267742948742,17599.606393616843,6022.6188200000015,8227.727072509928,11207.4006
2050-01-01 22:00:00,-5997.807076019347,-1255.9968952579354,-256.72616604128825,16970.058264976047,5842.71649,7998.037780184211,10872.61658
2050-01-01 23:00:00,-6132.085396137971,-1295.321314038178,-295.85283418576614,16211.847477706075,5600.30767,7695.153346636559,10421.51802
2050-01-02 00:00:00,-6195.704258727232,-1318.2808309431114,-315.25071456935495,15611.501359549438,5408.8264,7453.02631344337,10065.19393
